peak_name,gene_name
Merged-chrX-7070754-1,Clcn5
Merged-chrX-7071194-3,Clcn5
Merged-chrX-7072548-1,Clcn5
Merged-chrX-7076740-1,Clcn5
Merged-chrX-7100280-1,Clcn5
Merged-chrX-7166291-1,Clcn5
Merged-chrX-7166715-1,Clcn5
Merged-chrX-7168950-6,Clcn5
Merged-chrX-7170305-4,Clcn5
Merged-chrX-7187097-1,Clcn5
Merged-chrX-7188042-1,Clcn5
Merged-chrX-7194763-1,Clcn5
Merged-chrX-7195510-1,Clcn5
Merged-chrX-7195979-1,Clcn5
Merged-chrX-7237401-1,Clcn5
Merged-chrX-7239489-1,Clcn5
Merged-chrX-7278271-1,Clcn5
Merged-chrX-7294360-1,Clcn5
Merged-chrX-7308341-13,Clcn5
Merged-chrX-7318734-3,Clcn5
Merged-chrX-7319330-62,Clcn5
Merged-chrX-7322488-10,Clcn5
Merged-chrX-7339032-1,Clcn5
Merged-chrX-7343682-1,Clcn5
Merged-chrX-7371983-1,Clcn5
Merged-chrX-7375980-65,Clcn5
Merged-chrX-7376857-1,Clcn5
Merged-chrX-16542235-1,Maoa
Merged-chrX-16563704-1,Maoa
Merged-chrX-16576881-1,Maoa
Merged-chrX-16585723-1,Maoa
Merged-chrX-16601578-1,Maoa
Merged-chrX-16618563-60,Maoa
Merged-chrX-16619698-38,Maoa
Merged-chrX-16632046-1,Maoa
Merged-chrX-16636705-1,Maoa
Merged-chrX-16644540-1,Maoa
Merged-chrX-16648950-1,Maoa
Merged-chrX-16652161-1,Maoa
Merged-chrX-16653986-1,Maoa
Merged-chrX-16661575-1,Maoa
Merged-chrX-16700749-1,Maoa
Merged-chrX-16704589-1,Maoa
Merged-chrX-16739926-1,Maoa
Merged-chrX-16782959-1,Maoa
Merged-chrX-74084399-1,Tktl1
Merged-chrX-74085634-78,Tktl1
Merged-chrX-74103909-1,Tktl1
Merged-chrX-74108108-1,Tktl1
Merged-chrX-74109683-1,Tktl1
Merged-chrX-74115746-36,Tktl1
Merged-chrX-74125196-1,Tktl1
Merged-chrX-74204855-1,Tktl1
Merged-chrX-74218273-2,Tktl1
Merged-chrX-74220314-1,Tktl1
Merged-chrX-74228981-1,Tktl1
Merged-chrX-74231212-2,Tktl1
Merged-chrX-74232045-1,Tktl1
Merged-chrX-74233052-1,Tktl1
Merged-chrX-74237650-1,Tktl1
Merged-chrX-74244053-61,Tktl1
Merged-chrX-74244924-10,Tktl1
Merged-chrX-74245820-6,Tktl1
Merged-chrX-74246529-53,Tktl1
Merged-chrX-74246929-1,Tktl1
Merged-chrX-74248900-1,Tktl1
Merged-chrX-74249822-5,Tktl1
Merged-chrX-74254715-62,Tktl1
Merged-chrX-74265096-1,Tktl1
Merged-chrX-74269102-1,Tktl1
Merged-chrX-74270516-113,Tktl1
Merged-chrX-74270986-1,Tktl1
Merged-chrX-74271414-1,Tktl1
Merged-chrX-74273919-1,Tktl1
Merged-chrX-74274452-1,Tktl1
Merged-chrX-74275247-1,Tktl1
Merged-chrX-74281817-51,Tktl1
Merged-chrX-74282697-40,Tktl1
Merged-chrX-74297049-62,Tktl1
Merged-chrX-74304540-1,Tktl1
Merged-chrX-74305156-53,Tktl1
Merged-chrX-101754650-3,Nhsl2
Merged-chrX-101760000-1,Nhsl2
Merged-chrX-101764783-16,Nhsl2
Merged-chrX-101765326-6,Nhsl2
Merged-chrX-101765939-3,Nhsl2
Merged-chrX-101767433-43,Nhsl2
Merged-chrX-101772235-8,Nhsl2
Merged-chrX-101773491-1,Nhsl2
Merged-chrX-101791754-12,Nhsl2
Merged-chrX-101805716-1,Nhsl2
Merged-chrX-101819752-1,Nhsl2
Merged-chrX-101824654-1,Nhsl2
Merged-chrX-101849408-1,Nhsl2
Merged-chrX-101854987-1,Nhsl2
Merged-chrX-101878742-22,Nhsl2
Merged-chrX-101889831-1,Nhsl2
Merged-chrX-101894463-3,Nhsl2
Merged-chrX-101898369-1,Nhsl2
Merged-chrX-101908949-1,Nhsl2
Merged-chrX-101917922-21,Nhsl2
Merged-chrX-101920063-1,Nhsl2
Merged-chrX-101930601-3,Nhsl2
Merged-chrX-101931448-1,Nhsl2
Merged-chrX-101933502-1,Nhsl2
Merged-chrX-101940226-1,Nhsl2
Merged-chrX-101942532-15,Nhsl2
Merged-chrX-101954292-59,Nhsl2
Merged-chrX-101972406-1,Nhsl2
Merged-chrX-101978565-1,Nhsl2
Merged-chrX-101979146-1,Nhsl2
Merged-chrX-101979450-11,Nhsl2
Merged-chrX-101981672-4,Nhsl2
Merged-chrX-101985406-1,Nhsl2
Merged-chrX-101991111-1,Nhsl2
Merged-chrX-101999658-1,Nhsl2
Merged-chrX-102003368-1,Nhsl2
Merged-chrX-102004862-1,Nhsl2
Merged-chrX-102006244-1,Nhsl2
Merged-chrX-102008453-1,Nhsl2
Merged-chrX-102011771-1,Nhsl2
Merged-chrX-102029837-2,Nhsl2
Merged-chrX-102031976-59,Nhsl2
Merged-chrX-102037239-37,Nhsl2
Merged-chrX-102039346-1,Nhsl2
Merged-chrX-102042583-21,Nhsl2
Merged-chrX-102045781-5,Nhsl2
Merged-chrX-102055130-1,Nhsl2
Merged-chrX-102059629-11,Nhsl2
Merged-chrX-102060495-1,Nhsl2
Merged-chrX-102061079-24,Nhsl2
Merged-chrX-102062509-4,Nhsl2
Merged-chrX-102064226-1,Nhsl2
Merged-chrX-102066373-7,Nhsl2
Merged-chrX-102067058-1,Nhsl2
Merged-chrX-102071321-40,Nhsl2
Merged-chrX-102078714-1,Nhsl2
Merged-chrX-102082955-1,Nhsl2
Merged-chrX-102089954-1,Nhsl2
Merged-chrX-102119312-61,Nhsl2
Merged-chrX-102126843-1,Nhsl2
Merged-chrX-102127340-1,Nhsl2
Merged-chrX-102128115-1,Nhsl2
Merged-chrX-102129218-1,Nhsl2
Merged-chrX-102157185-61,Nhsl2
Merged-chrX-102160402-8,Nhsl2
Merged-chrX-102170029-1,Nhsl2
Merged-chrX-102172167-1,Nhsl2
Merged-chrX-102172884-2,Nhsl2
Merged-chrX-102184347-1,Nhsl2
Merged-chrX-102187395-24,Nhsl2
Merged-chrX-102188871-10,Nhsl2
Merged-chrX-102189342-56,Nhsl2
Merged-chr1-36323533-1,Lman2l
Merged-chr1-36324179-2,Lman2l
Merged-chr1-36326018-18,Lman2l
Merged-chr1-36327605-1,Lman2l
Merged-chr1-36333849-2,Lman2l
Merged-chr1-36336688-1,Lman2l
Merged-chr1-36342178-1,Lman2l
Merged-chr1-36344183-1,Lman2l
Merged-chr1-36346689-1,Lman2l
Merged-chr1-36348468-1,Lman2l
Merged-chr1-36353338-1,Lman2l
Merged-chr1-36353898-2,Lman2l
Merged-chr1-36358141-1,Lman2l
Merged-chr1-36360033-1,Lman2l
Merged-chr1-36365213-1,Lman2l
Merged-chr1-36368224-8,Lman2l
Merged-chr1-36369106-54,Lman2l
Merged-chr1-36371007-1,Lman2l
Merged-chr1-36373904-1,Lman2l
Merged-chr1-36379200-1,Lman2l
Merged-chr1-36379827-1,Lman2l
Merged-chr1-36383354-1,Lman2l
Merged-chr1-36392342-1,Lman2l
Merged-chr1-36393006-1,Lman2l
Merged-chr1-36393571-1,Lman2l
Merged-chr1-36404165-1,Lman2l
Merged-chr1-36407541-1,Lman2l
Merged-chr1-36409145-1,Lman2l
Merged-chr1-36410643-1,Lman2l
Merged-chr1-36412985-1,Lman2l
Merged-chr1-36417624-2,Lman2l
Merged-chr1-36418239-1,Lman2l
Merged-chr1-36421400-1,Lman2l
Merged-chr1-36425717-1,Lman2l
Merged-chr1-36427788-1,Lman2l
Merged-chr1-36430408-2,Lman2l
Merged-chr1-36431194-1,Lman2l
Merged-chr1-36435257-2,Lman2l
Merged-chr1-36437298-1,Lman2l
Merged-chr1-36437996-1,Lman2l
Merged-chr1-36442729-1,Lman2l
Merged-chr1-36444732-1,Lman2l
Merged-chr1-36445319-61,Lman2l
Merged-chr1-36449487-1,Lman2l
Merged-chr1-36451512-1,Lman2l
Merged-chr1-36456426-2,Lman2l
Merged-chr1-36457070-1,Lman2l
Merged-chr1-36459238-1,Lman2l
Merged-chr1-36460137-1,Lman2l
Merged-chr1-36462015-19,Lman2l
Merged-chr1-36468574-1,Lman2l
Merged-chr1-36470970-1,Lman2l
Merged-chr1-36471526-60,Lman2l
Merged-chr1-36472261-1,Lman2l
Merged-chr1-36472983-1,Lman2l
Merged-chr1-36474125-1,Lman2l
Merged-chr1-36480521-1,Lman2l
Merged-chr1-36483897-1,Lman2l
Merged-chr1-36493177-1,Lman2l
Merged-chr1-36495430-1,Lman2l
Merged-chr1-36499875-1,Lman2l
Merged-chr1-36500213-1,Lman2l
Merged-chr1-36500818-1,Lman2l
Merged-chr1-36501483-23,Lman2l
Merged-chr1-36511821-61,Lman2l
Merged-chr1-36512452-4,Lman2l
Merged-chr1-36515244-1,Lman2l
Merged-chr1-36520555-1,Lman2l
Merged-chr1-36525426-2,Lman2l
Merged-chr1-36527842-2,Lman2l
Merged-chr1-36528799-1,Lman2l
Merged-chr1-36529234-1,Lman2l
Merged-chr1-36529558-1,Lman2l
Merged-chr1-36531323-1,Lman2l
Merged-chr1-36531965-4,Lman2l
Merged-chr1-36537975-1,Lman2l
Merged-chr1-36540444-2,Lman2l
Merged-chr1-36541869-1,Lman2l
Merged-chr1-40366959-1,Il18r1
Merged-chr1-40370542-1,Il18r1
Merged-chr1-40375720-1,Il18r1
Merged-chr1-40378970-4,Il18r1
Merged-chr1-40380378-28,Il18r1
Merged-chr1-40381206-36,Il18r1
Merged-chr1-40383018-36,Il18r1
Merged-chr1-40386341-27,Il18r1
Merged-chr1-40386614-1,Il18r1
Merged-chr1-40391591-14,Il18r1
Merged-chr1-40393490-33,Il18r1
Merged-chr1-40394725-3,Il18r1
Merged-chr1-40395971-1,Il18r1
Merged-chr1-40398500-1,Il18r1
Merged-chr1-40399879-11,Il18r1
Merged-chr1-40401235-1,Il18r1
Merged-chr1-40402585-1,Il18r1
Merged-chr1-40406232-1,Il18r1
Merged-chr1-40410314-1,Il18r1
Merged-chr1-40411588-1,Il18r1
Merged-chr1-40412612-3,Il18r1
Merged-chr1-40413292-10,Il18r1
Merged-chr1-40428170-1,Il18r1
Merged-chr1-40444517-1,Il18r1
Merged-chr1-40444884-18,Il18r1
Merged-chr1-40449921-1,Il18r1
Merged-chr1-40464127-2,Il18r1
Merged-chr1-40465637-53,Il18r1
Merged-chr1-40467495-3,Il18r1
Merged-chr1-40470101-46,Il18r1
Merged-chr1-40472762-1,Il18r1
Merged-chr1-40473885-42,Il18r1
Merged-chr1-40475862-49,Il18r1
Merged-chr1-40476953-1,Il18r1
Merged-chr1-40479636-43,Il18r1
Merged-chr1-40480453-1,Il18r1
Merged-chr1-40481937-1,Il18r1
Merged-chr1-40498823-1,Il18r1
Merged-chr1-40501762-7,Il18r1
Merged-chr1-40502170-21,Il18r1
Merged-chr1-40504807-2,Il18r1
Merged-chr1-40514456-2,Il18r1
Merged-chr1-40515342-44,Il18r1
Merged-chr1-40515702-2,Il18r1
Merged-chr1-40516543-9,Il18r1
Merged-chr1-40522946-10,Il18r1
Merged-chr1-40524199-26,Il18r1
Merged-chr1-40528227-1,Il18r1
Merged-chr1-40530422-1,Il18r1
Merged-chr1-40531357-1,Il18r1
Merged-chr1-40534441-2,Il18r1
Merged-chr1-40538535-1,Il18r1
Merged-chr1-40542568-1,Il18r1
Merged-chr1-40543062-3,Il18r1
Merged-chr1-40544852-13,Il18r1
Merged-chr1-40546097-1,Il18r1
Merged-chr1-40551406-1,Il18r1
Merged-chr1-40564604-1,Il18r1
Merged-chr1-40569977-1,Il18r1
Merged-chr1-40577787-2,Il18r1
Merged-chr1-40579960-4,Il18r1
Merged-chr1-40583900-1,Il18r1
Merged-chr1-40585678-5,Il18r1
Merged-chr1-40586920-2,Il18r1
Merged-chr1-40596493-1,Il18r1
Merged-chr1-119558872-1,Ptpn4
Merged-chr1-119565757-1,Ptpn4
Merged-chr1-119568463-1,Ptpn4
Merged-chr1-119569325-1,Ptpn4
Merged-chr1-119585121-1,Ptpn4
Merged-chr1-119599036-2,Ptpn4
Merged-chr1-119599470-1,Ptpn4
Merged-chr1-119600093-1,Ptpn4
Merged-chr1-119604638-1,Ptpn4
Merged-chr1-119605595-1,Ptpn4
Merged-chr1-119606682-1,Ptpn4
Merged-chr1-119609992-1,Ptpn4
Merged-chr1-119610500-1,Ptpn4
Merged-chr1-119611521-1,Ptpn4
Merged-chr1-119613584-1,Ptpn4
Merged-chr1-119615316-3,Ptpn4
Merged-chr1-119616241-1,Ptpn4
Merged-chr1-119616648-1,Ptpn4
Merged-chr1-119618453-1,Ptpn4
Merged-chr1-119623676-1,Ptpn4
Merged-chr1-119633213-1,Ptpn4
Merged-chr1-119634318-1,Ptpn4
Merged-chr1-119635048-1,Ptpn4
Merged-chr1-119637055-20,Ptpn4
Merged-chr1-119641207-1,Ptpn4
Merged-chr1-119642512-1,Ptpn4
Merged-chr1-119648847-89,Ptpn4
Merged-chr1-119654545-12,Ptpn4
Merged-chr1-119659992-1,Ptpn4
Merged-chr1-119666713-1,Ptpn4
Merged-chr1-119674250-1,Ptpn4
Merged-chr1-119675179-22,Ptpn4
Merged-chr1-119679184-1,Ptpn4
Merged-chr1-119688347-1,Ptpn4
Merged-chr1-119695171-1,Ptpn4
Merged-chr1-119696767-1,Ptpn4
Merged-chr1-119702200-1,Ptpn4
Merged-chr1-119703184-2,Ptpn4
Merged-chr1-119707173-1,Ptpn4
Merged-chr1-119712749-1,Ptpn4
Merged-chr1-119713222-40,Ptpn4
Merged-chr1-119715480-1,Ptpn4
Merged-chr1-119734708-2,Ptpn4
Merged-chr1-119741312-1,Ptpn4
Merged-chr1-119742233-1,Ptpn4
Merged-chr1-119769134-1,Ptpn4
Merged-chr1-119776120-11,Ptpn4
Merged-chr1-119781786-1,Ptpn4
Merged-chr1-119782523-1,Ptpn4
Merged-chr1-119787414-3,Ptpn4
Merged-chr1-119794055-1,Ptpn4
Merged-chr1-119794990-1,Ptpn4
Merged-chr1-119795407-1,Ptpn4
Merged-chr1-119797690-1,Ptpn4
Merged-chr1-119799729-1,Ptpn4
Merged-chr1-119805438-1,Ptpn4
Merged-chr1-119806197-12,Ptpn4
Merged-chr1-119806581-1,Ptpn4
Merged-chr1-119812991-1,Ptpn4
Merged-chr1-119813699-5,Ptpn4
Merged-chr1-119815160-1,Ptpn4
Merged-chr1-119817973-1,Ptpn4
Merged-chr1-119818313-1,Ptpn4
Merged-chr1-119818898-9,Ptpn4
Merged-chr1-119824080-1,Ptpn4
Merged-chr1-119827166-1,Ptpn4
Merged-chr1-119830193-1,Ptpn4
Merged-chr1-119832284-1,Ptpn4
Merged-chr1-119836918-3,Ptpn4
Merged-chr1-119837505-67,Ptpn4
Merged-chr1-119842776-1,Ptpn4
Merged-chr1-119846043-1,Ptpn4
Merged-chr1-119847442-1,Ptpn4
Merged-chr1-119847706-1,Ptpn4
Merged-chr1-119848175-1,Ptpn4
Merged-chr1-119848587-1,Ptpn4
Merged-chr1-119858094-2,Ptpn4
Merged-chr1-119859700-1,Ptpn4
Merged-chr1-119861774-1,Ptpn4
Merged-chr1-119866079-1,Ptpn4
Merged-chr1-119869025-1,Ptpn4
Merged-chr1-119869861-1,Ptpn4
Merged-chr1-119873662-1,Ptpn4
Merged-chr1-119874821-1,Ptpn4
Merged-chr1-119875197-1,Ptpn4
Merged-chr1-119875719-2,Ptpn4
Merged-chr1-119879676-1,Ptpn4
Merged-chr1-119879877-1,Ptpn4
Merged-chr1-119881985-2,Ptpn4
Merged-chr1-119885252-1,Ptpn4
Merged-chr1-119885522-1,Ptpn4
Merged-chr1-119887096-1,Ptpn4
Merged-chr1-119887717-1,Ptpn4
Merged-chr1-119892578-1,Ptpn4
Merged-chr1-119895188-52,Ptpn4
Merged-chr1-119897933-1,Ptpn4
Merged-chr1-119898614-1,Ptpn4
Merged-chr1-119900882-1,Ptpn4
Merged-chr1-119902122-1,Ptpn4
Merged-chr1-119902790-1,Ptpn4
Merged-chr1-119912431-1,Ptpn4
Merged-chr1-119913181-61,Ptpn4
Merged-chr1-119919474-16,Ptpn4
Merged-chr1-119924646-1,Ptpn4
Merged-chr1-119926545-1,Ptpn4
Merged-chr1-119928239-1,Ptpn4
Merged-chr1-119929980-3,Ptpn4
Merged-chr1-119932741-1,Ptpn4
Merged-chr1-119932995-1,Ptpn4
Merged-chr1-119933695-1,Ptpn4
Merged-chr1-130344759-2,Cd55
Merged-chr1-130345450-1,Cd55
Merged-chr1-130349662-1,Cd55
Merged-chr1-130350461-5,Cd55
Merged-chr1-130352670-1,Cd55
Merged-chr1-130355268-2,Cd55
Merged-chr1-130355571-1,Cd55
Merged-chr1-130361376-1,Cd55
Merged-chr1-130362396-1,Cd55
Merged-chr1-130367300-1,Cd55
Merged-chr1-130367938-1,Cd55
Merged-chr1-130368600-1,Cd55
Merged-chr1-130370524-1,Cd55
Merged-chr1-130372329-7,Cd55
Merged-chr1-130373471-1,Cd55
Merged-chr1-130387646-1,Cd55
Merged-chr1-130388466-1,Cd55
Merged-chr1-130397154-1,Cd55
Merged-chr1-130401541-1,Cd55
Merged-chr1-130416323-1,Cd55
Merged-chr1-130426868-1,Cd55
Merged-chr1-130427275-1,Cd55
Merged-chr1-130429073-1,Cd55
Merged-chr1-130439767-1,Cd55
Merged-chr1-130443000-1,Cd55
Merged-chr1-130446381-1,Cd55
Merged-chr1-130455430-2,Cd55
Merged-chr1-130457436-2,Cd55
Merged-chr1-130462621-62,Cd55
Merged-chr1-130464057-2,Cd55
Merged-chr1-130468205-1,Cd55
Merged-chr1-130468899-1,Cd55
Merged-chr1-130470754-3,Cd55
Merged-chr1-130473077-2,Cd55
Merged-chr1-130474445-6,Cd55
Merged-chr1-130475143-57,Cd55
Merged-chr1-130476572-1,Cd55
Merged-chr1-130479787-1,Cd55
Merged-chr1-130480292-1,Cd55
Merged-chr1-130486761-1,Cd55
Merged-chr1-130487141-1,Cd55
Merged-chr1-130487873-1,Cd55
Merged-chr1-130490818-1,Cd55
Merged-chr1-130498562-3,Cd55
Merged-chr1-130502247-3,Cd55
Merged-chr1-130505345-1,Cd55
Merged-chr1-130505550-1,Cd55
Merged-chr1-130508796-33,Cd55
Merged-chr1-130511379-1,Cd55
Merged-chr1-130513213-1,Cd55
Merged-chr1-130516905-5,Cd55
Merged-chr1-130522650-1,Cd55
Merged-chr1-130524235-1,Cd55
Merged-chr1-130524530-1,Cd55
Merged-chr1-130525549-1,Cd55
Merged-chr1-130543058-1,Cd55
Merged-chr1-130545757-3,Cd55
Merged-chr1-130547543-1,Cd55
Merged-chr1-130548159-39,Cd55
Merged-chr1-130549391-3,Cd55
Merged-chr1-130549879-1,Cd55
Merged-chr1-130550982-41,Cd55
Merged-chr1-130551605-11,Cd55
Merged-chr1-130555807-2,Cd55
Merged-chr1-132472152-1,Nfasc
Merged-chr1-132472774-1,Nfasc
Merged-chr1-132477288-60,Nfasc
Merged-chr1-132479402-1,Nfasc
Merged-chr1-132480283-2,Nfasc
Merged-chr1-132481834-1,Nfasc
Merged-chr1-132484466-1,Nfasc
Merged-chr1-132488595-1,Nfasc
Merged-chr1-132496138-1,Nfasc
Merged-chr1-132499762-1,Nfasc
Merged-chr1-132503234-1,Nfasc
Merged-chr1-132505912-1,Nfasc
Merged-chr1-132507270-1,Nfasc
Merged-chr1-132514970-1,Nfasc
Merged-chr1-132520945-29,Nfasc
Merged-chr1-132521981-1,Nfasc
Merged-chr1-132522480-1,Nfasc
Merged-chr1-132524166-1,Nfasc
Merged-chr1-132524375-1,Nfasc
Merged-chr1-132526036-4,Nfasc
Merged-chr1-132528733-1,Nfasc
Merged-chr1-132530999-3,Nfasc
Merged-chr1-132531384-2,Nfasc
Merged-chr1-132533234-1,Nfasc
Merged-chr1-132534079-2,Nfasc
Merged-chr1-132541223-1,Nfasc
