peak_name,gene_name
Merged-chrX-9559148-1,Dynlt3
Merged-chrX-9581038-1,Dynlt3
Merged-chrX-9622563-1,Dynlt3
Merged-chrX-9652351-1,Dynlt3
Merged-chrX-9656097-1,Dynlt3
Merged-chrX-9661320-1,Dynlt3
Merged-chrX-9662923-58,Dynlt3
Merged-chrX-9671590-2,Dynlt3
Merged-chrX-9680443-1,Dynlt3
Merged-chrX-9682285-1,Dynlt3
Merged-chrX-9693921-1,Dynlt3
Merged-chrX-9700311-1,Dynlt3
Merged-chrX-42403503-6,Sh2d1a
Merged-chrX-42408265-8,Sh2d1a
Merged-chrX-42409104-16,Sh2d1a
Merged-chrX-42424274-21,Sh2d1a
Merged-chrX-42425050-1,Sh2d1a
Merged-chrX-42425431-1,Sh2d1a
Merged-chrX-42426668-1,Sh2d1a
Merged-chrX-42428927-1,Sh2d1a
Merged-chrX-42437739-2,Sh2d1a
Merged-chrX-42450528-2,Sh2d1a
Merged-chrX-42451879-1,Sh2d1a
Merged-chrX-42453186-2,Sh2d1a
Merged-chrX-42454041-7,Sh2d1a
Merged-chrX-42454762-21,Sh2d1a
Merged-chrX-42455408-1,Sh2d1a
Merged-chrX-42464938-1,Sh2d1a
Merged-chrX-42467424-1,Sh2d1a
Merged-chrX-42470018-1,Sh2d1a
Merged-chrX-42478140-5,Sh2d1a
Merged-chrX-42480408-3,Sh2d1a
Merged-chrX-42482111-4,Sh2d1a
Merged-chrX-42487497-3,Sh2d1a
Merged-chrX-42488077-1,Sh2d1a
Merged-chrX-42494337-1,Sh2d1a
Merged-chrX-42499616-3,Sh2d1a
Merged-chrX-42500762-2,Sh2d1a
Merged-chrX-42502706-78,Sh2d1a
Merged-chrX-42505199-5,Sh2d1a
Merged-chrX-42506843-1,Sh2d1a
Merged-chrX-42507850-1,Sh2d1a
Merged-chrX-42509022-1,Sh2d1a
Merged-chrX-42511267-20,Sh2d1a
Merged-chrX-42511650-1,Sh2d1a
Merged-chrX-42512790-14,Sh2d1a
Merged-chrX-42513916-10,Sh2d1a
Merged-chrX-42515571-1,Sh2d1a
Merged-chrX-42519039-5,Sh2d1a
Merged-chrX-42520911-4,Sh2d1a
Merged-chrX-42524946-1,Sh2d1a
Merged-chrX-42527778-1,Sh2d1a
Merged-chrX-42531362-1,Sh2d1a
Merged-chrX-42533694-1,Sh2d1a
Merged-chrX-42540058-1,Sh2d1a
Merged-chrX-42540447-2,Sh2d1a
Merged-chrX-42540884-32,Sh2d1a
Merged-chrX-42541359-1,Sh2d1a
Merged-chrX-42545231-4,Sh2d1a
Merged-chrX-42548711-12,Sh2d1a
Merged-chrX-42556380-2,Sh2d1a
Merged-chrX-42557462-26,Sh2d1a
Merged-chrX-42580607-1,Sh2d1a
Merged-chrX-42614634-2,Sh2d1a
Merged-chrX-42620413-1,Sh2d1a
Merged-chrX-57107136-2,Gm14718
Merged-chrX-57116860-1,"Gm14718,Cd40lg"
Merged-chrX-57137888-5,"Gm14718,Cd40lg"
Merged-chrX-57144197-3,"Gm14718,Cd40lg"
Merged-chrX-57147266-1,"Gm14718,Cd40lg"
Merged-chrX-57166772-4,"Gm14718,Cd40lg"
Merged-chrX-57167316-1,"Gm14718,Cd40lg"
Merged-chrX-57167921-1,"Gm14718,Cd40lg"
Merged-chrX-57177413-14,"Gm14718,Cd40lg"
Merged-chrX-57181131-7,"Gm14718,Cd40lg"
Merged-chrX-57182623-1,"Gm14718,Cd40lg"
Merged-chrX-57183533-1,"Gm14718,Cd40lg"
Merged-chrX-57185024-28,"Gm14718,Cd40lg"
Merged-chrX-57186459-4,"Gm14718,Cd40lg"
Merged-chrX-57188655-1,"Gm14718,Cd40lg"
Merged-chrX-57189056-2,"Gm14718,Cd40lg"
Merged-chrX-57189542-28,"Gm14718,Cd40lg"
Merged-chrX-57194937-1,"Gm14718,Cd40lg"
Merged-chrX-57196453-57,"Gm14718,Cd40lg"
Merged-chrX-57196760-1,"Gm14718,Cd40lg"
Merged-chrX-57200602-9,"Gm14718,Cd40lg"
Merged-chrX-57210761-17,"Gm14718,Cd40lg"
Merged-chrX-57211994-2,"Gm14718,Cd40lg"
Merged-chrX-57213311-1,"Gm14718,Cd40lg"
Merged-chrX-57214085-1,"Gm14718,Cd40lg"
Merged-chrX-57216458-31,"Gm14718,Cd40lg"
Merged-chrX-57222141-33,"Gm14718,Cd40lg"
Merged-chrX-57228321-28,"Gm14718,Cd40lg"
Merged-chrX-57230112-3,"Gm14718,Cd40lg"
Merged-chrX-57232156-1,"Gm14718,Cd40lg"
Merged-chrX-57236213-1,"Gm14718,Cd40lg"
Merged-chrX-57237906-1,"Gm14718,Cd40lg"
Merged-chrX-57238880-1,"Gm14718,Cd40lg"
Merged-chrX-57253728-55,"Gm14718,Cd40lg"
Merged-chrX-57260898-31,"Gm14718,Cd40lg"
Merged-chrX-57274818-1,"Gm14718,Cd40lg"
Merged-chrX-57277774-5,"Gm14718,Cd40lg"
Merged-chrX-57297359-1,"Gm14718,Cd40lg"
Merged-chrX-57303690-1,"Gm14718,Cd40lg"
Merged-chrX-57304965-60,Cd40lg
Merged-chrX-57306950-3,Cd40lg
Merged-chrX-57309026-1,Cd40lg
Merged-chrX-57310172-17,Cd40lg
Merged-chrX-57310610-17,Cd40lg
Merged-chrX-57311712-9,Cd40lg
Merged-chrX-75018328-2,Mpp1
Merged-chrX-75021468-1,Mpp1
Merged-chrX-75029242-1,Mpp1
Merged-chrX-75029783-1,Mpp1
Merged-chrX-75032176-34,Mpp1
Merged-chrX-75034276-2,Mpp1
Merged-chrX-75035422-23,Mpp1
Merged-chrX-75036854-1,Mpp1
Merged-chrX-75047710-1,Mpp1
Merged-chrX-75049239-1,Mpp1
Merged-chrX-75056319-34,Mpp1
Merged-chrX-75056625-1,Mpp1
Merged-chrX-75059160-3,Mpp1
Merged-chrX-75061823-36,Mpp1
Merged-chrX-75062384-3,Mpp1
Merged-chrX-75072584-1,Mpp1
Merged-chrX-75082528-1,Mpp1
Merged-chrX-75084861-70,Mpp1
Merged-chrX-75085830-12,Mpp1
Merged-chrX-75095947-62,Mpp1
Merged-chrX-75108653-2,Mpp1
Merged-chrX-75113127-1,Mpp1
Merged-chrX-75113590-1,Mpp1
Merged-chrX-75127232-2,Mpp1
Merged-chrX-75128738-4,Mpp1
Merged-chrX-75129687-1,Mpp1
Merged-chrX-75131004-60,Mpp1
Merged-chrX-75139729-1,Mpp1
Merged-chrX-75140098-1,Mpp1
Merged-chrX-75143296-9,Mpp1
Merged-chrX-75155752-25,Mpp1
Merged-chrX-75162465-1,Mpp1
Merged-chrX-75166236-1,Mpp1
Merged-chrX-75174050-1,Mpp1
Merged-chrX-75191525-1,Mpp1
Merged-chrX-75213022-1,Mpp1
Merged-chrX-167206001-37,Tlr7
Merged-chrX-167206583-1,Tlr7
Merged-chrX-167206995-1,Tlr7
Merged-chrX-167207937-3,Tlr7
Merged-chrX-167208661-2,Tlr7
Merged-chrX-167209203-56,Tlr7
Merged-chrX-167210423-1,Tlr7
Merged-chrX-167210864-1,Tlr7
Merged-chrX-167211499-1,Tlr7
Merged-chrX-167212058-4,Tlr7
Merged-chrX-167212940-7,Tlr7
Merged-chrX-167213353-1,Tlr7
Merged-chrX-167220866-1,Tlr7
Merged-chrX-167226734-31,Tlr7
Merged-chrX-167227344-51,Tlr7
Merged-chrX-167229384-14,Tlr7
Merged-chrX-167230036-1,Tlr7
Merged-chrX-167231347-44,Tlr7
Merged-chrX-167233580-40,Tlr7
Merged-chrX-167264634-1,Tlr7
Merged-chrX-167271112-1,Tlr7
Merged-chrX-167277150-27,Tlr7
Merged-chrX-167285987-3,Tlr7
Merged-chrX-167289811-14,Tlr7
Merged-chrX-167316002-3,Tlr7
Merged-chrX-167319008-15,Tlr7
Merged-chrX-167319853-1,Tlr7
Merged-chrX-167323981-5,Tlr7
Merged-chrX-167328744-18,Tlr7
Merged-chrX-167329905-1,Tlr7
Merged-chrX-167330567-38,Tlr7
Merged-chrX-167331168-6,Tlr7
Merged-chrX-167333070-2,Tlr7
Merged-chrX-167334672-1,Tlr7
Merged-chrX-167339505-1,Tlr7
Merged-chrX-167340289-12,Tlr7
Merged-chrX-167340923-1,Tlr7
Merged-chrX-167344433-1,Tlr7
Merged-chrX-167346653-4,Tlr7
Merged-chrX-167350463-1,Tlr7
Merged-chrX-167356090-5,Tlr7
Merged-chrX-167357181-1,Tlr7
Merged-chrX-167357594-4,Tlr7
Merged-chrX-167359875-19,Tlr7
Merged-chrX-167360602-1,Tlr7
Merged-chrX-167366562-1,Tlr7
Merged-chrX-167367365-1,Tlr7
Merged-chrX-167369020-32,Tlr7
Merged-chrX-167370897-1,Tlr7
Merged-chrX-167380107-3,Tlr7
Merged-chrX-167382699-81,Tlr7
Merged-chrX-167403137-1,Tlr7
Merged-chrX-167404962-19,Tlr7
Merged-chrX-167406046-2,Tlr7
Merged-chrX-167411268-5,Tlr7
Merged-chrX-167419184-1,Tlr7
Merged-chr1-33647302-2,Bag2
Merged-chr1-33647885-1,Bag2
Merged-chr1-33649243-1,Bag2
Merged-chr1-33652375-1,Bag2
Merged-chr1-33663336-5,Bag2
