peak_name,gene_name
Merged-chrX-8089858-1,Ebp
Merged-chrX-8090524-51,Ebp
Merged-chrX-8091206-1,Ebp
Merged-chrX-8096118-1,Ebp
Merged-chrX-8096866-78,Ebp
Merged-chrX-8109533-1,Ebp
Merged-chrX-8115506-2,Ebp
Merged-chrX-8131240-1,Ebp
Merged-chrX-8132403-109,Ebp
Merged-chrX-8136543-1,Ebp
Merged-chrX-8139227-1,Ebp
Merged-chrX-8141185-1,Ebp
Merged-chrX-8141713-1,Ebp
Merged-chrX-8145611-101,Ebp
Merged-chrX-8168466-1,Ebp
Merged-chrX-8171801-1,Ebp
Merged-chrX-8175813-85,Ebp
Merged-chrX-8185782-1,Ebp
Merged-chrX-8192273-1,Ebp
Merged-chrX-8192935-58,Ebp
Merged-chrX-8193583-3,Ebp
Merged-chrX-8194008-1,Ebp
Merged-chrX-8198662-1,Ebp
Merged-chrX-8206498-10,Ebp
Merged-chrX-8252579-81,Ebp
Merged-chrX-8257549-1,Ebp
Merged-chrX-8258524-1,Ebp
Merged-chrX-16542235-1,Maoa
Merged-chrX-16563704-1,Maoa
Merged-chrX-16576881-1,Maoa
Merged-chrX-16585723-1,Maoa
Merged-chrX-16601578-1,Maoa
Merged-chrX-16618563-60,Maoa
Merged-chrX-16619698-38,Maoa
Merged-chrX-16632046-1,Maoa
Merged-chrX-16636705-1,Maoa
Merged-chrX-16644540-1,Maoa
Merged-chrX-16648950-1,Maoa
Merged-chrX-16652161-1,Maoa
Merged-chrX-16653986-1,Maoa
Merged-chrX-16661575-1,Maoa
Merged-chrX-16700749-1,Maoa
Merged-chrX-16704589-1,Maoa
Merged-chrX-16739926-1,Maoa
Merged-chrX-16782959-1,Maoa
Merged-chrX-36780657-1,Ube2a
Merged-chrX-36783856-2,Ube2a
Merged-chrX-36795582-61,Ube2a
Merged-chrX-36795966-1,Ube2a
Merged-chrX-36796377-39,Ube2a
Merged-chrX-36803435-1,Ube2a
Merged-chrX-36807582-1,Ube2a
Merged-chrX-36808067-57,Ube2a
Merged-chrX-36811531-1,Ube2a
Merged-chrX-36814539-1,Ube2a
Merged-chrX-36820406-20,Ube2a
Merged-chrX-36833181-1,Ube2a
Merged-chrX-36833578-7,Ube2a
Merged-chrX-36839696-1,Ube2a
Merged-chrX-36864292-38,Ube2a
Merged-chrX-36867850-1,Ube2a
Merged-chrX-36870600-1,Ube2a
Merged-chrX-36873793-1,Ube2a
Merged-chrX-36874328-54,Ube2a
Merged-chrX-36875497-2,Ube2a
Merged-chrX-36877646-1,Ube2a
Merged-chrX-36879664-1,Ube2a
Merged-chrX-36899133-4,Ube2a
Merged-chrX-36902905-22,Ube2a
Merged-chrX-36903508-56,Ube2a
Merged-chrX-36906612-1,Ube2a
Merged-chrX-36907384-2,Ube2a
Merged-chrX-36910410-1,Ube2a
Merged-chrX-36911671-5,Ube2a
Merged-chrX-36916986-1,Ube2a
Merged-chrX-36923029-1,Ube2a
Merged-chrX-36928390-1,Ube2a
Merged-chrX-36929899-1,Ube2a
Merged-chrX-36930820-1,Ube2a
Merged-chrX-36931224-1,Ube2a
Merged-chrX-36935494-1,Ube2a
Merged-chrX-36940113-11,Ube2a
Merged-chrX-36942520-1,Ube2a
Merged-chrX-36945348-1,Ube2a
Merged-chrX-36949288-1,Ube2a
Merged-chrX-36949844-6,Ube2a
Merged-chrX-36953545-7,Ube2a
Merged-chrX-36955899-1,Ube2a
Merged-chrX-36956368-7,Ube2a
Merged-chrX-36976028-5,Ube2a
Merged-chrX-36977668-8,Ube2a
Merged-chrX-36979590-1,Ube2a
Merged-chrX-36980980-66,Ube2a
Merged-chrX-36983073-1,Ube2a
Merged-chrX-36983848-35,Ube2a
Merged-chrX-38514762-3,Mcts1
Merged-chrX-38538375-1,"C1galt1c1,Mcts1"
Merged-chrX-38540225-1,"C1galt1c1,Mcts1"
Merged-chrX-38553419-7,"C1galt1c1,Mcts1"
Merged-chrX-38556085-1,"C1galt1c1,Mcts1"
Merged-chrX-38557296-1,"C1galt1c1,Mcts1"
Merged-chrX-38564106-8,"C1galt1c1,Mcts1"
Merged-chrX-38564858-114,"C1galt1c1,Mcts1"
Merged-chrX-38581271-1,"C1galt1c1,Mcts1"
Merged-chrX-38589404-1,"C1galt1c1,Mcts1"
Merged-chrX-38600553-55,"C1galt1c1,Mcts1"
