peak_name,gene_name
Merged-chrX-7070754-1,Clcn5
Merged-chrX-7071194-3,Clcn5
Merged-chrX-7072548-1,Clcn5
Merged-chrX-7076740-1,Clcn5
Merged-chrX-7100280-1,Clcn5
Merged-chrX-7166291-1,Clcn5
Merged-chrX-7166715-1,Clcn5
Merged-chrX-7168950-6,Clcn5
Merged-chrX-7170305-4,Clcn5
Merged-chrX-7187097-1,Clcn5
Merged-chrX-7188042-1,Clcn5
Merged-chrX-7194763-1,Clcn5
Merged-chrX-7195510-1,Clcn5
Merged-chrX-7195979-1,Clcn5
Merged-chrX-7237401-1,Clcn5
Merged-chrX-7239489-1,Clcn5
Merged-chrX-7278271-1,Clcn5
Merged-chrX-7294360-1,Clcn5
Merged-chrX-7308341-13,Clcn5
Merged-chrX-7318734-3,Clcn5
Merged-chrX-7319330-62,Clcn5
Merged-chrX-7322488-10,Clcn5
Merged-chrX-7339032-1,Clcn5
Merged-chrX-7343682-1,Clcn5
Merged-chrX-7371983-1,Clcn5
Merged-chrX-7375980-65,Clcn5
Merged-chrX-7376857-1,Clcn5
Merged-chrX-12578145-3,Med14
Merged-chrX-12582185-1,Med14
Merged-chrX-12583454-12,Med14
Merged-chrX-12587683-61,Med14
Merged-chrX-12588344-1,Med14
Merged-chrX-12590015-1,Med14
Merged-chrX-12621039-1,Med14
Merged-chrX-12623542-1,Med14
Merged-chrX-12644678-1,Med14
Merged-chrX-12645709-3,Med14
Merged-chrX-12653977-3,Med14
Merged-chrX-12666162-1,Med14
Merged-chrX-12673145-4,Med14
Merged-chrX-12673607-63,Med14
Merged-chrX-12674297-1,Med14
Merged-chrX-12677595-2,Med14
Merged-chrX-12683299-1,Med14
Merged-chrX-12687034-1,Med14
Merged-chrX-12704384-1,Med14
Merged-chrX-12710933-1,Med14
Merged-chrX-12715420-1,Med14
Merged-chrX-12720567-1,Med14
Merged-chrX-12729670-1,Med14
Merged-chrX-12745254-1,Med14
Merged-chrX-12748027-1,Med14
Merged-chrX-12750757-1,Med14
Merged-chrX-12751046-1,Med14
Merged-chrX-12751467-1,Med14
Merged-chrX-12759661-1,Med14
Merged-chrX-12761511-1,Med14
Merged-chrX-12762095-85,Med14
Merged-chrX-12767039-11,Med14
Merged-chrX-12767508-1,Med14
Merged-chrX-12767973-1,Med14
Merged-chrX-12768600-1,Med14
Merged-chrX-12777507-1,Med14
Merged-chrX-12795031-16,Med14
Merged-chrX-12839780-11,Med14
Merged-chrX-12842483-1,Med14
Merged-chrX-12844540-6,Med14
Merged-chrX-12851896-3,Med14
Merged-chrX-12858088-11,Med14
Merged-chrX-12858712-2,Med14
Merged-chrX-13197588-1,Ddx3x
Merged-chrX-13208186-58,Ddx3x
Merged-chrX-13214485-4,Ddx3x
Merged-chrX-13219022-1,Ddx3x
Merged-chrX-13222214-1,Ddx3x
Merged-chrX-13223029-1,Ddx3x
Merged-chrX-13225094-21,Ddx3x
Merged-chrX-13230835-59,Ddx3x
Merged-chrX-13240786-3,Ddx3x
Merged-chrX-13242312-9,Ddx3x
Merged-chrX-13242942-24,Ddx3x
Merged-chrX-13243427-1,Ddx3x
Merged-chrX-13245911-1,Ddx3x
Merged-chrX-13265187-1,Ddx3x
Merged-chrX-13280985-60,Ddx3x
Merged-chrX-13281463-3,Ddx3x
Merged-chrX-13281972-38,Ddx3x
Merged-chrX-13282654-2,Ddx3x
Merged-chrX-13289133-1,Ddx3x
Merged-chrX-13291662-1,Ddx3x
Merged-chrX-13293842-1,Ddx3x
Merged-chrX-13295096-4,Ddx3x
Merged-chrX-13295646-4,Ddx3x
Merged-chrX-13311593-8,Ddx3x
Merged-chrX-13334749-1,Ddx3x
Merged-chrX-13340286-1,Ddx3x
Merged-chrX-13344028-1,Ddx3x
Merged-chrX-13346517-1,Ddx3x
Merged-chrX-13347357-85,Ddx3x
Merged-chrX-13361328-1,Ddx3x
Merged-chrX-13361902-1,Ddx3x
Merged-chrX-13370508-10,Ddx3x
Merged-chrX-13620113-1,Mir3473a
Merged-chrX-13620458-1,Mir3473a
Merged-chrX-13622893-25,Mir3473a
Merged-chrX-13623616-4,Mir3473a
Merged-chrX-13630546-1,Mir3473a
Merged-chrX-13631777-17,Mir3473a
Merged-chrX-13636106-1,Mir3473a
Merged-chrX-13636422-2,Mir3473a
Merged-chrX-13641156-1,Mir3473a
Merged-chrX-13649932-1,Mir3473a
Merged-chrX-13652449-27,Mir3473a
Merged-chrX-13655223-21,Mir3473a
Merged-chrX-13656057-7,Mir3473a
Merged-chrX-13659609-5,Mir3473a
Merged-chrX-13670541-7,Mir3473a
Merged-chrX-13699868-1,Mir3473a
Merged-chrX-13701044-1,Mir3473a
Merged-chrX-13710381-13,Mir3473a
Merged-chrX-13717598-1,Mir3473a
Merged-chrX-13738582-1,Mir3473a
Merged-chrX-13785176-1,Mir3473a
Merged-chrX-13794429-1,Mir3473a
Merged-chrX-13819060-1,Mir3473a
Merged-chrX-13820315-1,Mir3473a
Merged-chrX-13838773-1,Mir3473a
Merged-chrX-13845352-1,Mir3473a
Merged-chrX-13845634-1,Mir3473a
Merged-chrX-13846087-1,Mir3473a
Merged-chrX-13846734-58,Mir3473a
Merged-chrX-13847674-4,Mir3473a
Merged-chrX-13852900-1,Mir3473a
Merged-chrX-13860661-1,Mir3473a
Merged-chrX-13916859-1,Mir3473a
Merged-chrX-13918872-2,Mir3473a
Merged-chrX-13993361-1,Mir3473a
Merged-chrX-14007769-1,Mir3473a
Merged-chrX-14040890-1,Mir3473a
Merged-chrX-14066669-1,Mir3473a
Merged-chrX-14084719-1,Mir3473a
Merged-chrX-14107679-1,Mir3473a
Merged-chrX-14117412-1,Mir3473a
Merged-chrX-14172402-1,Mir3473a
Merged-chrX-14222930-1,Mir3473a
Merged-chrX-14232565-1,Mir3473a
Merged-chrX-14248462-1,Mir3473a
Merged-chrX-14257322-1,Mir3473a
Merged-chrX-14276188-1,Mir3473a
Merged-chrX-14298034-1,Mir3473a
Merged-chrX-14333842-1,Mir3473a
Merged-chrX-14352641-1,Mir3473a
Merged-chrX-14354457-1,Mir3473a
Merged-chrX-14356177-1,Mir3473a
Merged-chrX-14371127-1,Mir3473a
Merged-chrX-14372583-1,Mir3473a
Merged-chrX-14419835-1,Mir3473a
Merged-chrX-14428646-1,Mir3473a
Merged-chrX-14508335-1,Mir3473a
Merged-chrX-14544299-1,Mir3473a
Merged-chrX-14570273-1,Mir3473a
Merged-chrX-14635290-1,Mir3473a
Merged-chrX-14750316-1,Mir3473a
Merged-chrX-14802356-1,Mir3473a
Merged-chrX-14873826-1,Mir3473a
Merged-chrX-14893658-1,Mir3473a
Merged-chrX-14944566-1,Mir3473a
Merged-chrX-14960126-1,Mir3473a
Merged-chrX-14986866-1,Mir3473a
Merged-chrX-15016026-1,Mir3473a
Merged-chrX-15034617-1,Mir3473a
Merged-chrX-15083043-1,Mir3473a
Merged-chrX-15087958-1,Mir3473a
Merged-chrX-15090313-1,Mir3473a
Merged-chrX-15090531-1,Mir3473a
Merged-chrX-15098466-1,Mir3473a
Merged-chrX-15132938-1,Mir3473a
Merged-chrX-15137600-1,Mir3473a
Merged-chrX-15139394-1,Mir3473a
Merged-chrX-15146088-1,Mir3473a
Merged-chrX-15171534-1,Mir3473a
Merged-chrX-15176638-1,Mir3473a
Merged-chrX-15208966-1,Mir3473a
Merged-chrX-15225674-1,Mir3473a
Merged-chrX-15268454-1,Mir3473a
Merged-chrX-15291932-1,Mir3473a
Merged-chrX-15319146-1,Mir3473a
Merged-chrX-15365344-11,Mir3473a
Merged-chrX-15370521-1,Mir3473a
Merged-chrX-15377525-1,Mir3473a
Merged-chrX-15379802-1,Mir3473a
Merged-chrX-15421525-1,Mir3473a
Merged-chrX-15475066-8,Mir3473a
Merged-chrX-15509586-1,Mir3473a
Merged-chrX-15513492-1,Mir3473a
Merged-chrX-15584665-1,Mir3473a
Merged-chrX-15598655-2,Mir3473a
Merged-chrX-15608132-1,Mir3473a
Merged-chrX-15640118-1,Mir3473a
Merged-chrX-15641236-2,Mir3473a
Merged-chrX-15681294-1,Mir3473a
Merged-chrX-15816388-1,Mir3473a
Merged-chrX-15835939-1,Mir3473a
Merged-chrX-15924390-1,Mir3473a
Merged-chrX-15954510-1,Mir3473a
Merged-chrX-15965667-1,Mir3473a
Merged-chrX-16008901-1,Mir3473a
Merged-chrX-16052253-1,Mir3473a
Merged-chrX-16104793-1,Mir3473a
Merged-chrX-16115428-1,Mir3473a
Merged-chrX-16146600-1,Mir3473a
Merged-chrX-16175015-1,Mir3473a
Merged-chrX-16217729-1,Mir3473a
Merged-chrX-16253246-1,Mir3473a
Merged-chrX-16260625-1,Mir3473a
Merged-chrX-16261295-1,Mir3473a
Merged-chrX-16286393-1,Mir3473a
Merged-chrX-16288126-1,Mir3473a
Merged-chrX-16291271-1,Mir3473a
Merged-chrX-16293141-1,Mir3473a
Merged-chrX-16301757-1,Mir3473a
Merged-chrX-16316399-1,Mir3473a
Merged-chrX-16329763-1,Mir3473a
Merged-chrX-16333432-1,Mir3473a
Merged-chrX-16409559-1,Mir3473a
Merged-chrX-16450888-1,Mir3473a
Merged-chrX-16542235-1,Mir3473a
Merged-chrX-16563704-1,Mir3473a
Merged-chrX-16576881-1,Mir3473a
Merged-chrX-16585723-1,Mir3473a
Merged-chrX-16601578-1,Mir3473a
Merged-chrX-16618563-60,Mir3473a
Merged-chrX-16619698-38,Mir3473a
Merged-chrX-16632046-1,Mir3473a
Merged-chrX-16636705-1,Mir3473a
Merged-chrX-16644540-1,Mir3473a
Merged-chrX-16648950-1,Mir3473a
Merged-chrX-16652161-1,Mir3473a
Merged-chrX-16653986-1,Mir3473a
Merged-chrX-16661575-1,Mir3473a
Merged-chrX-16700749-1,Mir3473a
Merged-chrX-16704589-1,Mir3473a
Merged-chrX-16739926-1,Mir3473a
Merged-chrX-16782959-1,Mir3473a
Merged-chrX-16811481-1,Mir3473a
Merged-chrX-16818397-1,Mir3473a
Merged-chrX-16876967-1,Mir3473a
Merged-chrX-16892530-1,Mir3473a
Merged-chrX-16910636-1,Mir3473a
Merged-chrX-16912114-1,Mir3473a
Merged-chrX-16955032-1,Mir3473a
Merged-chrX-16987972-1,Mir3473a
Merged-chrX-16996283-1,Mir3473a
Merged-chrX-17008664-1,Mir3473a
Merged-chrX-17037719-1,Mir3473a
Merged-chrX-17038912-1,Mir3473a
Merged-chrX-17059545-1,Mir3473a
Merged-chrX-17072644-1,Mir3473a
Merged-chrX-17079991-1,Mir3473a
Merged-chrX-17140646-2,Mir3473a
Merged-chrX-17159484-1,Mir3473a
Merged-chrX-17166221-1,Mir3473a
Merged-chrX-17185242-1,Mir3473a
Merged-chrX-17198988-1,Mir3473a
Merged-chrX-17226323-1,Mir3473a
Merged-chrX-17291853-1,Mir3473a
Merged-chrX-17318593-2,Mir3473a
Merged-chrX-17318998-1,Mir3473a
Merged-chrX-17319397-16,Mir3473a
Merged-chrX-17344527-1,Mir3473a
Merged-chrX-17358055-1,Mir3473a
Merged-chrX-17364486-10,Mir3473a
Merged-chrX-17365307-51,Mir3473a
Merged-chrX-17370597-2,Mir3473a
Merged-chrX-17406042-2,Mir3473a
Merged-chrX-17410126-1,Mir3473a
Merged-chrX-17432315-1,Mir3473a
Merged-chrX-17437631-1,Mir3473a
Merged-chrX-17455297-1,Mir3473a
Merged-chrX-17460016-1,Mir3473a
Merged-chrX-17463970-1,Mir3473a
Merged-chrX-17475046-1,Mir3473a
Merged-chrX-17479325-1,Mir3473a
Merged-chrX-17514185-10,Mir3473a
Merged-chrX-17520238-14,Mir3473a
Merged-chrX-17521347-33,Mir3473a
Merged-chrX-17523654-1,Mir3473a
Merged-chrX-17532161-1,Mir3473a
Merged-chrX-17537861-9,Mir3473a
Merged-chrX-17542205-7,Mir3473a
Merged-chrX-17544991-1,Mir3473a
Merged-chrX-17548126-6,Mir3473a
Merged-chrX-17549668-1,Mir3473a
Merged-chrX-17551108-1,Mir3473a
Merged-chrX-17563820-2,Mir3473a
Merged-chrX-17564860-1,Mir3473a
Merged-chrX-17571606-2,Mir3473a
Merged-chrX-17572310-61,Mir3473a
Merged-chrX-17590825-16,Mir3473a
Merged-chrX-17594006-1,Mir3473a
Merged-chrX-17611048-1,Mir3473a
Merged-chrX-17611458-2,Mir3473a
Merged-chrX-17696621-1,Mir3473a
Merged-chrX-17702931-1,Mir3473a
Merged-chrX-17727352-1,Mir3473a
Merged-chrX-17797299-1,Mir3473a
Merged-chrX-17803756-1,Mir3473a
Merged-chrX-17863968-1,Mir3473a
Merged-chrX-17956156-1,Mir3473a
Merged-chrX-18006535-1,Mir3473a
Merged-chrX-18016847-1,Mir3473a
Merged-chrX-18036694-1,Mir3473a
Merged-chrX-18055139-1,Mir3473a
Merged-chrX-18057540-1,Mir3473a
Merged-chrX-18071968-1,Mir3473a
Merged-chrX-18083705-1,Mir3473a
Merged-chrX-18089113-1,Mir3473a
Merged-chrX-18093562-1,Mir3473a
Merged-chrX-18098595-1,Mir3473a
Merged-chrX-18101543-1,Mir3473a
Merged-chrX-18104999-1,Mir3473a
Merged-chrX-18111734-1,Mir3473a
Merged-chrX-18137870-1,Mir3473a
Merged-chrX-18144591-5,Mir3473a
Merged-chrX-18148030-6,Mir3473a
Merged-chrX-18151842-1,Mir3473a
Merged-chrX-18161862-2,Mir3473a
Merged-chrX-18162490-60,Mir3473a
Merged-chrX-18163169-3,Mir3473a
Merged-chrX-18163587-14,Mir3473a
Merged-chrX-18164190-7,Mir3473a
Merged-chrX-18167454-1,Mir3473a
Merged-chrX-18169149-32,Mir3473a
Merged-chrX-18172995-1,Mir3473a
Merged-chrX-18177426-2,Mir3473a
Merged-chrX-18178015-41,Mir3473a
Merged-chrX-18178437-2,Mir3473a
Merged-chrX-18179712-2,Mir3473a
Merged-chrX-18180243-1,Mir3473a
Merged-chrX-18182126-1,Mir3473a
Merged-chrX-18183133-1,Mir3473a
Merged-chrX-18187362-16,Mir3473a
Merged-chrX-18187885-1,Mir3473a
Merged-chrX-18188484-1,Mir3473a
Merged-chrX-18189821-1,Mir3473a
Merged-chrX-18190188-5,Mir3473a
Merged-chrX-18191173-16,Mir3473a
Merged-chrX-18191971-1,Mir3473a
Merged-chrX-18196667-3,Mir3473a
Merged-chrX-18200961-1,Mir3473a
Merged-chrX-18201649-1,Mir3473a
Merged-chrX-18205647-5,Mir3473a
Merged-chrX-18207266-6,Mir3473a
Merged-chrX-18209259-1,Mir3473a
Merged-chrX-18212645-1,Mir3473a
Merged-chrX-18213638-2,Mir3473a
Merged-chrX-18214165-2,Mir3473a
Merged-chrX-18215167-2,Mir3473a
Merged-chrX-18217536-1,Mir3473a
Merged-chrX-18218191-1,Mir3473a
Merged-chrX-18220356-1,Mir3473a
Merged-chrX-18220977-4,Mir3473a
Merged-chrX-18225226-1,Mir3473a
Merged-chrX-18225918-2,Mir3473a
Merged-chrX-18226798-2,Mir3473a
Merged-chrX-18228818-7,Mir3473a
Merged-chrX-18230725-1,Mir3473a
Merged-chrX-18231678-5,Mir3473a
Merged-chrX-18239781-4,Mir3473a
Merged-chrX-18240099-1,Mir3473a
Merged-chrX-18248899-4,Mir3473a
Merged-chrX-18254954-38,Mir3473a
Merged-chrX-18261048-1,Mir3473a
Merged-chrX-18261250-1,Mir3473a
Merged-chrX-18264632-7,Mir3473a
Merged-chrX-18265330-2,Mir3473a
Merged-chrX-18267261-1,Mir3473a
Merged-chrX-18272989-2,Mir3473a
Merged-chrX-18278079-2,Mir3473a
Merged-chrX-18278767-1,Mir3473a
Merged-chrX-18279019-1,Mir3473a
Merged-chrX-18284768-5,Mir3473a
Merged-chrX-18285848-1,Mir3473a
Merged-chrX-18311088-1,Mir3473a
Merged-chrX-18325527-1,Mir3473a
Merged-chrX-18328957-1,Mir3473a
Merged-chrX-18330621-1,Mir3473a
Merged-chrX-18358216-1,Mir3473a
Merged-chrX-18370039-1,Mir3473a
Merged-chrX-18390257-1,Mir3473a
Merged-chrX-18421658-1,Mir3473a
Merged-chrX-18435968-1,Mir3473a
Merged-chrX-18437810-1,Mir3473a
Merged-chrX-18442244-11,Mir3473a
Merged-chrX-18455128-1,Mir3473a
Merged-chrX-18574400-1,Mir3473a
Merged-chrX-18599882-1,Mir3473a
Merged-chrX-18618262-1,Mir3473a
Merged-chrX-18634896-1,Mir3473a
Merged-chrX-18653951-1,Mir3473a
Merged-chrX-18693179-1,Mir3473a
Merged-chrX-18726518-1,Mir3473a
Merged-chrX-18733349-1,Mir3473a
Merged-chrX-18736837-2,Mir3473a
Merged-chrX-18882268-1,Mir3473a
Merged-chrX-18888852-1,Mir3473a
Merged-chrX-18912003-1,Mir3473a
Merged-chrX-18924490-1,Mir3473a
Merged-chrX-18931151-1,Mir3473a
Merged-chrX-18945040-1,Mir3473a
Merged-chrX-18971847-1,Mir3473a
Merged-chrX-18975465-1,Mir3473a
Merged-chrX-18995803-1,Mir3473a
Merged-chrX-19039540-1,Mir3473a
Merged-chrX-19045206-1,Mir3473a
Merged-chrX-19045732-1,Mir3473a
Merged-chrX-19083856-1,Mir3473a
Merged-chrX-19085016-1,Mir3473a
Merged-chrX-19134768-1,Mir3473a
Merged-chrX-19143680-4,Mir3473a
Merged-chrX-19144767-4,Mir3473a
Merged-chrX-19152972-1,Mir3473a
Merged-chrX-19157195-1,Mir3473a
Merged-chrX-19157660-27,Mir3473a
Merged-chrX-19158267-1,Mir3473a
Merged-chrX-19160525-7,Mir3473a
Merged-chrX-19163166-6,Mir3473a
Merged-chrX-19166411-11,Mir3473a
Merged-chrX-19166813-1,Mir3473a
Merged-chrX-19167310-8,Mir3473a
Merged-chrX-19168109-1,Mir3473a
Merged-chrX-19168781-55,Mir3473a
Merged-chrX-19202739-5,Mir3473a
Merged-chrX-19205391-1,Mir3473a
Merged-chrX-19206677-2,Mir3473a
Merged-chrX-19224967-1,Mir3473a
Merged-chrX-19234063-1,Mir3473a
Merged-chrX-19237229-2,Mir3473a
Merged-chrX-19237891-51,Mir3473a
Merged-chrX-19259632-3,Mir3473a
Merged-chrX-19272231-1,Mir3473a
Merged-chrX-19276810-1,Mir3473a
Merged-chrX-19277166-1,Mir3473a
Merged-chrX-19283128-4,Mir3473a
Merged-chrX-19290038-1,Mir3473a
Merged-chrX-19304856-1,Mir3473a
Merged-chrX-19311722-1,Mir3473a
Merged-chrX-19312770-1,Mir3473a
Merged-chrX-19319922-1,Mir3473a
Merged-chrX-19341758-1,Mir3473a
Merged-chrX-19343097-1,Mir3473a
Merged-chrX-19403564-1,Mir3473a
Merged-chrX-19435855-1,Mir3473a
Merged-chrX-19486115-1,Mir3473a
Merged-chrX-19486904-1,Mir3473a
Merged-chrX-19501316-1,Mir3473a
Merged-chrX-19524751-1,Mir3473a
Merged-chrX-19525673-1,Mir3473a
Merged-chrX-19639736-1,Mir3473a
Merged-chrX-19688510-1,Mir3473a
Merged-chrX-19737895-1,Mir3473a
Merged-chrX-19757080-1,Mir3473a
Merged-chrX-19787969-1,Mir3473a
Merged-chrX-19795595-1,Mir3473a
Merged-chrX-19820637-1,Mir3473a
Merged-chrX-19889876-1,Mir3473a
Merged-chrX-19899012-1,Mir3473a
Merged-chrX-19944416-1,Mir3473a
Merged-chrX-19963610-1,Mir3473a
Merged-chrX-19967210-1,Mir3473a
Merged-chrX-20023798-1,Mir3473a
Merged-chrX-20059546-3,Mir3473a
Merged-chrX-20070202-1,Mir3473a
Merged-chrX-20090821-1,Mir3473a
Merged-chrX-20106166-1,Mir3473a
Merged-chrX-20110713-1,Mir3473a
Merged-chrX-20117779-1,Mir3473a
Merged-chrX-20135822-1,Mir3473a
Merged-chrX-20157820-1,Mir3473a
Merged-chrX-20168612-2,Mir3473a
Merged-chrX-20176694-1,Mir3473a
Merged-chrX-20209361-1,Mir3473a
Merged-chrX-20228213-1,Mir3473a
Merged-chrX-20231359-1,Mir3473a
