peak_name,gene_name
Merged-chrX-57116860-1,Cd40lg
Merged-chrX-57137888-5,Cd40lg
Merged-chrX-57144197-3,Cd40lg
Merged-chrX-57147266-1,Cd40lg
Merged-chrX-57166772-4,Cd40lg
Merged-chrX-57167316-1,Cd40lg
Merged-chrX-57167921-1,Cd40lg
Merged-chrX-57177413-14,Cd40lg
Merged-chrX-57181131-7,Cd40lg
Merged-chrX-57182623-1,Cd40lg
Merged-chrX-57183533-1,Cd40lg
Merged-chrX-57185024-28,Cd40lg
Merged-chrX-57186459-4,Cd40lg
Merged-chrX-57188655-1,Cd40lg
Merged-chrX-57189056-2,Cd40lg
Merged-chrX-57189542-28,Cd40lg
Merged-chrX-57194937-1,Cd40lg
Merged-chrX-57196453-57,Cd40lg
Merged-chrX-57196760-1,Cd40lg
Merged-chrX-57200602-9,Cd40lg
Merged-chrX-57210761-17,Cd40lg
Merged-chrX-57211994-2,Cd40lg
Merged-chrX-57213311-1,Cd40lg
Merged-chrX-57214085-1,Cd40lg
Merged-chrX-57216458-31,Cd40lg
Merged-chrX-57222141-33,Cd40lg
Merged-chrX-57228321-28,Cd40lg
Merged-chrX-57230112-3,Cd40lg
Merged-chrX-57232156-1,Cd40lg
Merged-chrX-57236213-1,Cd40lg
Merged-chrX-57237906-1,Cd40lg
Merged-chrX-57238880-1,Cd40lg
Merged-chrX-57253728-55,Cd40lg
Merged-chrX-57260898-31,Cd40lg
Merged-chrX-57274818-1,Cd40lg
Merged-chrX-57277774-5,Cd40lg
Merged-chrX-57297359-1,Cd40lg
Merged-chrX-57303690-1,Cd40lg
Merged-chrX-57304965-60,Cd40lg
Merged-chrX-57306950-3,Cd40lg
Merged-chrX-57309026-1,Cd40lg
Merged-chrX-57310172-17,Cd40lg
Merged-chrX-57310610-17,Cd40lg
Merged-chrX-57311712-9,Cd40lg
Merged-chr1-40480453-1,Slc9a4
Merged-chr1-40481937-1,Slc9a4
Merged-chr1-40498823-1,Slc9a4
Merged-chr1-40501762-7,Slc9a4
Merged-chr1-40502170-21,Slc9a4
Merged-chr1-40504807-2,Slc9a4
Merged-chr1-40514456-2,Slc9a4
Merged-chr1-40515342-44,Slc9a4
Merged-chr1-40515702-2,Slc9a4
Merged-chr1-40516543-9,Slc9a4
Merged-chr1-40522946-10,Slc9a4
Merged-chr1-40524199-26,Slc9a4
Merged-chr1-40528227-1,Slc9a4
Merged-chr1-40530422-1,Slc9a4
Merged-chr1-40531357-1,Slc9a4
Merged-chr1-40534441-2,Slc9a4
Merged-chr1-40538535-1,Slc9a4
Merged-chr1-40542568-1,Slc9a4
Merged-chr1-40543062-3,Slc9a4
Merged-chr1-40544852-13,Slc9a4
Merged-chr1-40546097-1,Slc9a4
Merged-chr1-40551406-1,Slc9a4
Merged-chr1-40564604-1,Slc9a4
Merged-chr1-40569977-1,Slc9a4
Merged-chr1-40577787-2,Slc9a4
Merged-chr1-40579960-4,Slc9a4
Merged-chr1-40583900-1,Slc9a4
Merged-chr1-40585678-5,Slc9a4
Merged-chr1-40586920-2,Slc9a4
Merged-chr1-40596493-1,Slc9a4
Merged-chr1-40601697-4,Slc9a4
Merged-chr1-40611763-1,Slc9a4
Merged-chr1-40619239-1,Slc9a4
Merged-chr1-40626384-1,Slc9a4
Merged-chr1-40635824-1,Slc9a4
Merged-chr1-40648363-1,Slc9a4
Merged-chr1-40650836-1,Slc9a4
Merged-chr1-40655857-1,Slc9a4
Merged-chr1-40658168-5,Slc9a4
Merged-chr1-40667225-1,Slc9a4
Merged-chr1-40669593-2,Slc9a4
Merged-chr1-40671717-1,Slc9a4
Merged-chr1-40680316-1,Slc9a4
Merged-chr1-40680730-1,Slc9a4
Merged-chr1-40681519-25,Slc9a4
Merged-chr1-40683095-4,Slc9a4
Merged-chr1-40684318-1,Slc9a4
Merged-chr1-40687904-9,Slc9a4
Merged-chr1-40709866-1,Slc9a4
Merged-chr1-40716344-1,Slc9a4
Merged-chr1-40727671-1,Slc9a4
Merged-chr1-45808506-1,Slc40a1
Merged-chr1-45812650-1,Slc40a1
Merged-chr1-45815923-1,Slc40a1
Merged-chr1-45816543-3,Slc40a1
Merged-chr1-45817077-48,Slc40a1
Merged-chr1-45818731-1,Slc40a1
Merged-chr1-45824559-4,Slc40a1
Merged-chr1-45825341-48,Slc40a1
