peak_name,gene_name
Merged-chrX-7070754-1,Clcn5
Merged-chrX-7071194-3,Clcn5
Merged-chrX-7072548-1,Clcn5
Merged-chrX-7076740-1,Clcn5
Merged-chrX-7100280-1,Clcn5
Merged-chrX-7166291-1,Clcn5
Merged-chrX-7166715-1,Clcn5
Merged-chrX-7168950-6,Clcn5
Merged-chrX-7170305-4,Clcn5
Merged-chrX-7187097-1,Clcn5
Merged-chrX-7188042-1,Clcn5
Merged-chrX-7194763-1,Clcn5
Merged-chrX-7195510-1,Clcn5
Merged-chrX-7195979-1,Clcn5
Merged-chrX-7237401-1,Clcn5
Merged-chrX-7239489-1,Clcn5
Merged-chrX-7278271-1,Clcn5
Merged-chrX-7294360-1,Clcn5
Merged-chrX-7308341-13,Clcn5
Merged-chrX-7318734-3,"Clcn5,2010204K13Rik"
Merged-chrX-7319330-62,"Clcn5,2010204K13Rik"
Merged-chrX-7322488-10,"Clcn5,2010204K13Rik"
Merged-chrX-7339032-1,"Clcn5,2010204K13Rik"
Merged-chrX-7343682-1,"Clcn5,2010204K13Rik"
Merged-chrX-7371983-1,"Clcn5,2010204K13Rik"
Merged-chrX-7375980-65,"Clcn5,2010204K13Rik"
Merged-chrX-7376857-1,"Clcn5,2010204K13Rik"
Merged-chrX-7420394-1,2010204K13Rik
Merged-chrX-7421195-48,2010204K13Rik
Merged-chrX-7422703-1,2010204K13Rik
Merged-chrX-7423013-38,2010204K13Rik
Merged-chrX-7424733-1,2010204K13Rik
Merged-chrX-7429633-7,2010204K13Rik
Merged-chrX-7439607-1,2010204K13Rik
Merged-chrX-7444057-1,2010204K13Rik
Merged-chrX-7446812-21,2010204K13Rik
Merged-chrX-7455133-1,2010204K13Rik
Merged-chrX-7470604-1,2010204K13Rik
Merged-chrX-7474000-6,2010204K13Rik
Merged-chrX-7494686-1,2010204K13Rik
Merged-chrX-13537053-1,Gpr34
Merged-chrX-13552480-19,Gpr34
Merged-chrX-13555645-2,Gpr34
Merged-chrX-13557415-1,Gpr34
Merged-chrX-13564434-1,Gpr34
Merged-chrX-13568065-1,Gpr34
Merged-chrX-13571376-1,Gpr34
Merged-chrX-13574626-1,Gpr34
Merged-chrX-13576810-20,Gpr34
Merged-chrX-13577329-1,Gpr34
Merged-chrX-13577869-13,Gpr34
Merged-chrX-13597329-1,Gpr34
Merged-chrX-13599608-4,Gpr34
Merged-chrX-13599959-1,Gpr34
Merged-chrX-13600185-1,Gpr34
Merged-chrX-13601703-3,Gpr34
Merged-chrX-13602701-2,Gpr34
Merged-chrX-13607947-36,Gpr34
Merged-chrX-13618703-10,Gpr34
Merged-chrX-13620113-1,Gpr34
Merged-chrX-13620458-1,Gpr34
Merged-chrX-13622893-25,Gpr34
Merged-chrX-13623616-4,Gpr34
Merged-chrX-13630546-1,Gpr34
Merged-chrX-13631777-17,Gpr34
Merged-chrX-13636106-1,Gpr34
Merged-chrX-13636422-2,Gpr34
Merged-chrX-13641156-1,Gpr34
Merged-chrX-13649932-1,Gpr34
Merged-chrX-13652449-27,Gpr34
Merged-chrX-13655223-21,Gpr34
Merged-chrX-13656057-7,Gpr34
Merged-chrX-13659609-5,Gpr34
Merged-chrX-13670541-7,Gpr34
Merged-chrX-13699868-1,Gpr34
Merged-chrX-13701044-1,Gpr34
Merged-chrX-13710381-13,Gpr34
Merged-chrX-13717598-1,Gpr34
Merged-chrX-13738582-1,Gpr34
Merged-chrX-16542235-1,Maoa
Merged-chrX-16563704-1,Maoa
Merged-chrX-16576881-1,Maoa
Merged-chrX-16585723-1,Maoa
Merged-chrX-16601578-1,Maoa
Merged-chrX-16618563-60,Maoa
Merged-chrX-16619698-38,Maoa
Merged-chrX-16632046-1,Maoa
Merged-chrX-16636705-1,Maoa
Merged-chrX-16644540-1,Maoa
Merged-chrX-16648950-1,Maoa
Merged-chrX-16652161-1,Maoa
Merged-chrX-16653986-1,Maoa
Merged-chrX-16661575-1,Maoa
Merged-chrX-16700749-1,Maoa
Merged-chrX-16704589-1,Maoa
Merged-chrX-16739926-1,Maoa
Merged-chrX-16782959-1,Maoa
Merged-chrX-36503276-2,Pgrmc1
Merged-chrX-36504269-7,Pgrmc1
Merged-chrX-36507008-3,Pgrmc1
Merged-chrX-36522761-1,Pgrmc1
Merged-chrX-36527669-1,Pgrmc1
Merged-chrX-36534717-13,Pgrmc1
Merged-chrX-36550691-1,Pgrmc1
Merged-chrX-36552578-2,Pgrmc1
Merged-chrX-36561827-8,Pgrmc1
Merged-chrX-36587752-1,Pgrmc1
Merged-chrX-36589841-1,Pgrmc1
Merged-chrX-36598184-61,Pgrmc1
Merged-chrX-36598825-1,Pgrmc1
Merged-chrX-36599164-1,Pgrmc1
Merged-chrX-36600274-1,Pgrmc1
Merged-chrX-36604164-1,Pgrmc1
Merged-chrX-36609335-24,Pgrmc1
Merged-chrX-36609832-1,Pgrmc1
Merged-chrX-36619123-1,Pgrmc1
Merged-chrX-36619447-1,Pgrmc1
Merged-chrX-36628607-1,Pgrmc1
Merged-chrX-36630989-3,Pgrmc1
Merged-chrX-36632348-10,Pgrmc1
Merged-chrX-36644431-1,Pgrmc1
Merged-chrX-36645274-70,Pgrmc1
Merged-chrX-36653207-1,Pgrmc1
Merged-chrX-36689857-32,Pgrmc1
Merged-chrX-36693363-1,Pgrmc1
Merged-chrX-71722053-1,Vma21
Merged-chrX-71746106-1,Vma21
Merged-chrX-71812457-1,Vma21
Merged-chrX-71813725-1,Vma21
Merged-chrX-71816655-71,Vma21
Merged-chrX-71853975-7,Vma21
Merged-chrX-74204855-1,Rpl10
Merged-chrX-74218273-2,Rpl10
Merged-chrX-74220314-1,Rpl10
Merged-chrX-74228981-1,Rpl10
Merged-chrX-74231212-2,Rpl10
Merged-chrX-74232045-1,Rpl10
Merged-chrX-74233052-1,Rpl10
Merged-chrX-74237650-1,Rpl10
Merged-chrX-74244053-61,Rpl10
Merged-chrX-74244924-10,Rpl10
Merged-chrX-74245820-6,Rpl10
Merged-chrX-74246529-53,Rpl10
Merged-chrX-74246929-1,Rpl10
Merged-chrX-74248900-1,Rpl10
Merged-chrX-74249822-5,Rpl10
Merged-chrX-74254715-62,Rpl10
Merged-chrX-74265096-1,Rpl10
Merged-chrX-74269102-1,Rpl10
Merged-chrX-74270516-113,Rpl10
Merged-chrX-74270986-1,Rpl10
Merged-chrX-74271414-1,Rpl10
Merged-chrX-74273919-1,Rpl10
Merged-chrX-74274452-1,Rpl10
Merged-chrX-74275247-1,Rpl10
Merged-chrX-74281817-51,Rpl10
Merged-chrX-74282697-40,Rpl10
Merged-chrX-74297049-62,Rpl10
Merged-chrX-74304540-1,Rpl10
Merged-chrX-74305156-53,Rpl10
Merged-chrX-74312997-63,Rpl10
Merged-chrX-74321969-1,Rpl10
Merged-chrX-74325235-1,Rpl10
Merged-chrX-74328977-27,Rpl10
Merged-chrX-74333020-1,Rpl10
Merged-chrX-74340736-1,Rpl10
Merged-chrX-74343256-1,Rpl10
Merged-chrX-74348544-1,Rpl10
Merged-chrX-74353596-32,Rpl10
Merged-chrX-74366739-1,Rpl10
Merged-chrX-74368611-33,Rpl10
Merged-chrX-74998874-1,Dkc1
Merged-chrX-75018328-2,Dkc1
Merged-chrX-75021468-1,Dkc1
Merged-chrX-75029242-1,Dkc1
Merged-chrX-75029783-1,Dkc1
Merged-chrX-75032176-34,Dkc1
Merged-chrX-75034276-2,Dkc1
Merged-chrX-75035422-23,Dkc1
Merged-chrX-75036854-1,Dkc1
Merged-chrX-75047710-1,Dkc1
Merged-chrX-75049239-1,Dkc1
Merged-chrX-75056319-34,Dkc1
Merged-chrX-75056625-1,Dkc1
Merged-chrX-75059160-3,Dkc1
Merged-chrX-75061823-36,Dkc1
Merged-chrX-75062384-3,Dkc1
Merged-chrX-75072584-1,Dkc1
Merged-chrX-75082528-1,Dkc1
Merged-chrX-75084861-70,Dkc1
Merged-chrX-75085830-12,Dkc1
Merged-chrX-75095947-62,Dkc1
Merged-chrX-75108653-2,Dkc1
Merged-chrX-75113127-1,Dkc1
Merged-chrX-75113590-1,Dkc1
Merged-chrX-75127232-2,Dkc1
Merged-chrX-75128738-4,Dkc1
Merged-chrX-75129687-1,Dkc1
Merged-chrX-75131004-60,Dkc1
Merged-chrX-75139729-1,Dkc1
Merged-chrX-75140098-1,Dkc1
Merged-chrX-75143296-9,Dkc1
Merged-chrX-75155752-25,Dkc1
Merged-chrX-75162465-1,Dkc1
Merged-chrX-75166236-1,Dkc1
Merged-chrX-75174050-1,Dkc1
Merged-chrX-75191525-1,Dkc1
Merged-chrX-85771473-1,5430427O19Rik
Merged-chrX-85772357-1,5430427O19Rik
Merged-chrX-85776233-1,5430427O19Rik
Merged-chrX-85776784-66,5430427O19Rik
Merged-chrX-85777339-2,5430427O19Rik
Merged-chrX-85791052-1,5430427O19Rik
Merged-chrX-85792255-1,5430427O19Rik
Merged-chrX-85796160-1,5430427O19Rik
Merged-chrX-85826881-1,5430427O19Rik
Merged-chrX-85836799-4,5430427O19Rik
Merged-chrX-85838784-3,5430427O19Rik
Merged-chrX-85839095-2,5430427O19Rik
Merged-chrX-85839366-44,5430427O19Rik
Merged-chrX-85854245-1,5430427O19Rik
Merged-chrX-85856260-3,5430427O19Rik
Merged-chrX-85865196-8,5430427O19Rik
Merged-chrX-85868274-34,5430427O19Rik
Merged-chrX-85870277-24,5430427O19Rik
Merged-chrX-85871302-2,5430427O19Rik
Merged-chrX-85871850-7,5430427O19Rik
Merged-chrX-85874250-13,5430427O19Rik
Merged-chrX-85879392-25,5430427O19Rik
Merged-chrX-85882075-3,5430427O19Rik
Merged-chrX-85915940-1,5430427O19Rik
Merged-chrX-85918600-4,5430427O19Rik
Merged-chrX-85919139-37,5430427O19Rik
Merged-chrX-85931605-1,5430427O19Rik
Merged-chrX-85933161-1,5430427O19Rik
Merged-chrX-85962073-1,5430427O19Rik
Merged-chrX-85972185-2,5430427O19Rik
Merged-chrX-85980129-1,5430427O19Rik
Merged-chrX-94281759-1,"Apoo,Apoo-ps"
Merged-chrX-94283038-1,"Apoo,Apoo-ps"
Merged-chrX-94289125-23,"Apoo,Apoo-ps"
Merged-chrX-94304231-1,"Apoo,Apoo-ps"
Merged-chrX-94320080-1,"Apoo,Apoo-ps"
Merged-chrX-94320504-1,"Apoo,Apoo-ps"
Merged-chrX-94326351-8,"Apoo,Apoo-ps"
Merged-chrX-94342319-1,"Apoo,Apoo-ps"
Merged-chrX-94347822-3,"Apoo,Apoo-ps"
Merged-chrX-94348532-1,"Apoo,Apoo-ps"
Merged-chrX-94366924-63,"Apoo,Apoo-ps"
Merged-chrX-94369346-1,"Apoo,Apoo-ps"
Merged-chrX-94389937-1,"Apoo,Apoo-ps"
Merged-chrX-94406189-1,"Apoo,Apoo-ps"
Merged-chrX-94409150-6,"Apoo,Apoo-ps"
Merged-chrX-94409947-1,"Apoo,Apoo-ps"
Merged-chrX-94432150-9,"Apoo,Apoo-ps"
Merged-chrX-94445749-1,"Apoo,Apoo-ps"
Merged-chrX-94454151-1,"Apoo,Apoo-ps"
Merged-chrX-94485158-1,"Apoo,Apoo-ps"
Merged-chrX-94493259-1,"Apoo,Apoo-ps"
Merged-chrX-94493477-1,"Apoo,Apoo-ps"
Merged-chrX-94513840-1,Apoo
Merged-chrX-101052610-1,Slc7a3
Merged-chrX-101055287-1,Slc7a3
Merged-chrX-101072549-1,Slc7a3
Merged-chrX-101085430-1,Slc7a3
Merged-chrX-101099935-1,Slc7a3
Merged-chrX-101102033-1,Slc7a3
Merged-chrX-101116763-1,Slc7a3
Merged-chrX-101128775-47,Slc7a3
Merged-chrX-101131203-6,Slc7a3
Merged-chrX-101131717-1,Slc7a3
Merged-chrX-101132153-2,Slc7a3
Merged-chrX-101132448-2,Slc7a3
Merged-chrX-101138522-1,Slc7a3
Merged-chrX-101141016-1,Slc7a3
Merged-chrX-101142750-1,Slc7a3
Merged-chrX-101145452-1,Slc7a3
Merged-chrX-101147706-13,Slc7a3
Merged-chrX-101159701-1,Slc7a3
Merged-chrX-101161806-1,Slc7a3
Merged-chrX-101163505-2,Slc7a3
Merged-chrX-101163909-8,Slc7a3
Merged-chrX-101176135-1,Slc7a3
Merged-chrX-134441361-1,Timm8a1
Merged-chrX-134450226-1,Timm8a1
Merged-chrX-134509665-19,Timm8a1
Merged-chrX-134527534-1,Timm8a1
Merged-chrX-134533525-1,Timm8a1
Merged-chrX-134534216-1,Timm8a1
Merged-chrX-134538626-1,Timm8a1
Merged-chrX-134539021-1,Timm8a1
Merged-chrX-134539996-42,Timm8a1
Merged-chrX-134540870-8,Timm8a1
Merged-chrX-134541350-3,Timm8a1
Merged-chrX-134541832-50,Timm8a1
Merged-chrX-134549691-1,Timm8a1
Merged-chrX-134551072-21,Timm8a1
Merged-chrX-134552820-1,Timm8a1
Merged-chrX-134558109-1,Timm8a1
Merged-chrX-134558491-1,Timm8a1
Merged-chrX-134564527-6,Timm8a1
Merged-chrX-134566777-21,Timm8a1
Merged-chrX-134585677-67,Timm8a1
Merged-chrX-134586423-1,Timm8a1
Merged-chrX-134589805-1,Timm8a1
Merged-chrX-134601160-72,Timm8a1
Merged-chrX-134601546-2,Timm8a1
Merged-chrX-134602057-12,Timm8a1
Merged-chrX-134607458-1,Timm8a1
Merged-chrX-134609672-22,Timm8a1
Merged-chrX-134612718-3,Timm8a1
Merged-chrX-134614509-1,Timm8a1
Merged-chrX-134641221-6,Timm8a1
Merged-chrX-135901616-1,Arxes2
Merged-chrX-135913398-1,Arxes2
Merged-chrX-135920851-1,Arxes2
Merged-chrX-135921267-1,Arxes2
Merged-chrX-135926247-2,Arxes2
Merged-chrX-135948931-1,Arxes2
Merged-chrX-135949332-1,Arxes2
Merged-chrX-135962499-1,Arxes2
Merged-chrX-135963856-6,Arxes2
Merged-chrX-135971647-1,Arxes2
Merged-chrX-135975343-29,Arxes2
Merged-chrX-135993893-6,Arxes2
Merged-chrX-136004025-2,Arxes2
Merged-chrX-136029234-1,Arxes2
Merged-chrX-136033480-2,Arxes2
Merged-chrX-136040347-1,Arxes2
Merged-chrX-136047724-17,Arxes2
Merged-chrX-136053353-1,Arxes2
Merged-chrX-136068163-20,Arxes2
Merged-chrX-136073878-1,Arxes2
Merged-chrX-136640013-7,Morf4l2
Merged-chrX-136646058-14,Morf4l2
Merged-chrX-136648795-1,Morf4l2
Merged-chrX-136666378-1,Morf4l2
Merged-chrX-136677419-1,Morf4l2
Merged-chrX-136708349-54,Morf4l2
Merged-chrX-136720137-1,Morf4l2
Merged-chrX-136723083-1,Morf4l2
Merged-chrX-136723474-1,Morf4l2
Merged-chrX-136726606-1,Morf4l2
Merged-chrX-136729944-1,Morf4l2
Merged-chrX-136741620-72,Morf4l2
Merged-chrX-136742038-2,Morf4l2
Merged-chrX-136742927-1,Morf4l2
Merged-chrX-136754327-1,Morf4l2
Merged-chrX-136761521-20,Morf4l2
Merged-chrX-136762046-1,Morf4l2
Merged-chrX-136768811-1,Morf4l2
Merged-chrX-136777521-1,Morf4l2
Merged-chrX-136800785-1,Morf4l2
Merged-chrX-136809537-2,Morf4l2
Merged-chrX-136819076-1,Morf4l2
Merged-chrX-136820450-22,Morf4l2
Merged-chrX-136825380-1,Morf4l2
Merged-chrX-140365799-1,Prps1
Merged-chrX-140368368-1,Prps1
Merged-chrX-140368914-1,Prps1
Merged-chrX-140376253-1,Prps1
Merged-chrX-140383201-1,Prps1
Merged-chrX-140403083-1,Prps1
Merged-chrX-140406757-5,Prps1
Merged-chrX-140419882-1,Prps1
Merged-chrX-140425003-1,Prps1
Merged-chrX-140427341-1,Prps1
Merged-chrX-140428484-8,Prps1
Merged-chrX-140434156-3,Prps1
Merged-chrX-140435825-1,Prps1
Merged-chrX-140437113-1,Prps1
Merged-chrX-140442901-1,Prps1
Merged-chrX-140445888-41,Prps1
Merged-chrX-140450785-1,Prps1
Merged-chrX-140451947-7,Prps1
Merged-chrX-140456555-61,Prps1
Merged-chrX-140457193-1,Prps1
Merged-chrX-140457841-1,Prps1
Merged-chrX-140459773-2,Prps1
Merged-chrX-140468437-1,Prps1
Merged-chrX-140477697-1,Prps1
Merged-chrX-140479386-32,Prps1
Merged-chrX-140480814-1,Prps1
Merged-chrX-140486575-1,Prps1
Merged-chrX-140492018-9,Prps1
Merged-chrX-140495784-1,Prps1
Merged-chrX-140504166-18,Prps1
Merged-chrX-140505482-1,Prps1
Merged-chrX-140505955-61,Prps1
Merged-chrX-140506685-16,Prps1
Merged-chrX-140520410-61,Prps1
Merged-chrX-140526144-1,Prps1
Merged-chrX-140526554-4,Prps1
Merged-chrX-140527319-1,Prps1
Merged-chrX-140528632-1,Prps1
Merged-chrX-140529430-2,Prps1
Merged-chrX-140531519-31,Prps1
Merged-chrX-140537851-47,Prps1
Merged-chrX-140540920-14,Prps1
Merged-chrX-140541864-3,Prps1
Merged-chrX-140542802-1,Prps1
Merged-chrX-140543208-61,Prps1
Merged-chrX-140544891-1,Prps1
Merged-chrX-140549137-1,Prps1
Merged-chrX-140552659-3,Prps1
Merged-chrX-140556700-1,Prps1
Merged-chr1-9699504-1,Sgk3
Merged-chr1-9700546-93,Sgk3
Merged-chr1-9703278-7,Sgk3
Merged-chr1-9707257-1,Sgk3
Merged-chr1-9711747-1,Sgk3
Merged-chr1-9718765-1,Sgk3
Merged-chr1-9747838-8,Sgk3
Merged-chr1-9748473-63,Sgk3
Merged-chr1-9761047-1,Sgk3
Merged-chr1-9761545-1,Sgk3
Merged-chr1-9766597-1,Sgk3
Merged-chr1-9768768-1,Sgk3
Merged-chr1-9772950-48,Sgk3
Merged-chr1-9773309-1,Sgk3
Merged-chr1-9775367-1,Sgk3
Merged-chr1-9776237-1,Sgk3
Merged-chr1-9789184-1,Sgk3
Merged-chr1-9790716-1,Sgk3
Merged-chr1-9796531-1,Sgk3
Merged-chr1-9797463-4,Sgk3
Merged-chr1-9798223-44,Sgk3
Merged-chr1-9800228-1,Sgk3
Merged-chr1-9801620-1,Sgk3
Merged-chr1-9803426-1,Sgk3
Merged-chr1-9806111-3,Sgk3
Merged-chr1-9807256-1,Sgk3
Merged-chr1-9807823-26,Sgk3
Merged-chr1-9809581-1,Sgk3
Merged-chr1-9810842-1,Sgk3
Merged-chr1-9811070-1,Sgk3
Merged-chr1-9820195-1,Sgk3
Merged-chr1-9823306-13,Sgk3
Merged-chr1-9823959-12,Sgk3
Merged-chr1-9824447-1,Sgk3
Merged-chr1-9825330-1,Sgk3
Merged-chr1-9826044-2,Sgk3
Merged-chr1-9827526-1,Sgk3
Merged-chr1-9828699-1,Sgk3
Merged-chr1-9833021-1,Sgk3
Merged-chr1-9833575-12,Sgk3
Merged-chr1-9841974-1,Sgk3
Merged-chr1-9843333-1,"Snhg6,Sgk3"
Merged-chr1-9847820-2,"Snhg6,Sgk3"
Merged-chr1-9848298-65,"Snhg6,Sgk3"
Merged-chr1-9849783-1,"Snhg6,Sgk3"
Merged-chr1-9850733-2,"Snhg6,Sgk3"
Merged-chr1-9854032-1,"Snhg6,Sgk3"
Merged-chr1-9855230-1,"Snhg6,Sgk3"
Merged-chr1-9855817-2,"Snhg6,Sgk3"
Merged-chr1-9859336-51,"Snhg6,Sgk3"
Merged-chr1-9863766-13,"Snhg6,Sgk3"
Merged-chr1-9865597-1,"Snhg6,Sgk3"
Merged-chr1-9866812-1,"Snhg6,Sgk3"
Merged-chr1-9876367-1,"Snhg6,Sgk3"
Merged-chr1-9876952-8,"Snhg6,Sgk3"
Merged-chr1-9878223-10,"Snhg6,Sgk3"
Merged-chr1-9883313-59,"Snhg6,Sgk3"
Merged-chr1-9884392-1,"Snhg6,Sgk3"
Merged-chr1-9890463-2,"Snhg6,Sgk3"
Merged-chr1-9890925-2,"Snhg6,Sgk3"
Merged-chr1-9892668-1,"Snhg6,Sgk3"
Merged-chr1-9895110-1,"Snhg6,Sgk3"
