gene_name,chrom,txStart,txEnd
Olfr161,chr16,3492397,3693339
Mefv,chr16,3607214,3818124
Zfp263,chr16,3644098,3850788
Olfr15,chr16,3738974,3939913
Zfp174,chr16,3747222,3958880
Zfp597,chr16,3761543,3972374
Naa60,chr16,3784618,4004781
1700037C18Rik,chr16,3805797,4008689
Cluap1,chr16,3809008,4041147
Nlrc3,chr16,3846932,4076632
Slx4,chr16,3879105,4101678
Dnase1,chr16,3937144,4140024
Trap1,chr16,3939976,4177810
Crebbp,chr16,3984047,4313404
4930455F16Rik,chr16,4119911,4329116
Gm5766,chr16,4129228,4331205
Adcy9,chr16,4184885,4520498
Srl,chr16,4376978,4623075
Tfap4,chr16,4444660,4659720
Glis2,chr16,4494712,4715957
Pam16,chr16,4516465,4724946
Coro7,chr16,4526883,4779720
Vasn,chr16,4539944,4751166
Dnaja3,chr16,4584069,4807693
Nmral1,chr16,4611317,4819356
Hmox2,chr16,4626360,4866249
Cdip1,chr16,4665460,4889935
4930562C15Rik,chr16,4735415,4967691
Ubald1,chr16,4774778,4979851
Mgrn1,chr16,4786099,5038296
Gm16861,chr16,4835163,5039585
Nudt16l1,chr16,4839110,5041028
Anks3,chr16,4841414,5064237
4930451G09Rik,chr16,4864287,5078962
12-Sep,chr16,4886857,5097852
Smim22,chr16,4907287,5108308
Rogdi,chr16,4908728,5113553
Glyr1,chr16,4913901,5149910
Ubn1,chr16,4950067,5186285
Ppl,chr16,4986290,5232481
Sec14l5,chr16,5047108,5283934
Nagpa,chr16,5095279,5304012
AU021092,chr16,5111818,5322299
Alg1,chr16,5133620,5344907
Eef2kmt,chr16,5144154,5355956
Rbfox1,chr16,5784792,7512480
1700123O21Rik,chr16,5875586,6098496
Tmem114,chr16,8309275,8525136
Mettl22,chr16,8370812,8590197
Abat,chr16,8413428,8721567
Tmem186,chr16,8533730,8737701
Pmm2,chr16,8537706,8757524
Carhsp1,chr16,8558586,8772153
Gm5767,chr16,8580769,8783905
Usp7,chr16,8588721,8838342
1810013L24Rik,chr16,8730099,8958924
Grin2a,chr16,9477709,10092533
Rpl39l,chr16,10070227,10274911
Atf7ip2,chr16,10092905,10343051
Emp2,chr16,10181748,10413968
Gm1600,chr16,10224104,10431285
Tekt5,chr16,10257951,10495465
Nubp1,chr16,10311937,10524425
Tvp23a,chr16,10320558,10547350
Ciita,chr16,10380071,10627640
Dexi,chr16,10430206,10643054
Clec16a,chr16,10445338,10844878
Socs1,chr16,10683808,10885536
Tnp2,chr16,10687934,10888655
Prm3,chr16,10690507,10890914
Prm2,chr16,10691376,10892105
Prm1,chr16,10696331,10896823
Rmi2,chr16,10735058,10943235
Gm21859,chr16,10812011,11014797
Litaf,chr16,10859272,11093121
Gm4262,chr16,10908897,11115184
Snn,chr16,10966297,11174986
Txndc11,chr16,10974910,11234532
Zc3h7a,chr16,11036593,11276393
Rsl1d1,chr16,11093036,11303292
2610020C07Rik,chr16,11103382,11325796
Gspt1,chr16,11116240,11354325
Mir1945,chr16,11154367,11354445
Tnfrsf17,chr16,11213808,11420068
Snx29,chr16,11222903,11855473
4833415N18Rik,chr16,11679701,11881501
Cpped1,chr16,11703720,12009423
Gm9961,chr16,11801363,12030594
Shisa9,chr16,11884112,12370904
1700003L19Rik,chr16,12711389,12948653
Ercc4,chr16,13009735,13252009
Mkl2,chr16,13156480,13517529
Mir193b,chr16,13349522,13549601
Mir365-1,chr16,13353839,13553926
Mir6365,chr16,13371079,13571180
2310015D24Rik,chr16,13414130,13620419
Parn,chr16,13437963,13768170
Bfar,chr16,13571857,13803612
Pla2g10,chr16,13615056,13830484
Pla2g10os,chr16,13629835,13839471
Rrn3,chr16,13680698,13914841
Ntan1,chr16,13719250,13935451
Pdxdc1,chr16,13733572,14003145
Mpv17l,chr16,13803160,14049619
Ifitm7,chr16,13881701,14086867
2900011O08Rik,chr16,13886636,14201494
Marf1,chr16,14009165,14259274
Mir484,chr16,14059625,14259692
Nde1,chr16,14063274,14292923
Myh11,chr16,14094526,14391408
Fopnl,chr16,14199243,14417332
Abcc1,chr16,14261557,14574878
A630010A05Rik,chr16,14462316,14721284
Snai2,chr16,14605858,14809382
Efcab1,chr16,14806645,15024522
Ube2v2,chr16,15450985,15694518
Mcm4,chr16,15523896,15737400
Prkdc,chr16,15537865,15942239
Mzt2,chr16,15748440,15963322
Cebpd,chr16,15787285,15989545
Spidr,chr16,15789224,16246851
Pkp2,chr16,16113344,16372712
Yars2,chr16,16202964,16409640
Dnm1l,chr16,16212227,16459031
Fgd4,chr16,16316914,16699978
Olfr19,chr16,16573049,16773979
4933404G15Rik,chr16,16607686,16818121
Spag6l,chr16,16653015,16929363
Rpl31-ps12,chr16,16719712,16920196
Igll1,chr16,16760670,16963985
Vpreb1,chr16,16768400,16969255
Top3b,chr16,16770735,16992986
Ppm1f,chr16,16796468,17027375
Mapk1,chr16,16883381,17147453
Ypel1,chr16,16970138,17186736
Ppil2,chr16,16986555,17211252
2610318N02Rik,chr16,17013397,17225106
Mir130b,chr16,17024060,17224142
Mir301b,chr16,17024399,17224496
Sdf2l1,chr16,17030137,17232383
Ccdc116,chr16,17039063,17247229
Ydjc,chr16,17046966,17248857
Ube2l3,chr16,17052014,17301492
Rimbp3,chr16,17108134,17313982
Hic2,chr16,17133586,17363430
Tmem191c,chr16,17176299,17378661
Pi4ka,chr16,17180350,17506314
Serpind1,chr16,17231370,17443574
Snap29,chr16,17305999,17530826
Crkl,chr16,17351984,17587440
Aifm3,chr16,17389676,17607485
Lztr1,chr16,17408682,17626333
Thap7,chr16,17427981,17631052
Lrrc74b,chr16,17444464,17661247
P2rx6,chr16,17461884,17672012
Slc7a4,chr16,17472017,17676671
Smpd4,chr16,17519353,17744830
Ccdc74a,chr16,17546469,17750738
Med15,chr16,17551207,17822947
Klhl22,chr16,17659620,17893382
Scarf2,chr16,17697281,17908293
B830017H08Rik,chr16,17733118,17935019
Car15,chr16,17735275,17938186
Dgcr2,chr16,17740355,17991728
Tssk1,chr16,17794202,17995653
Tssk2,chr16,17798636,18000024
Dgcr14,chr16,17800708,18011348
Gsc2,chr16,17813553,18015059
Slc25a1,chr16,17825210,18028219
Vpreb2,chr16,17880564,18081080
Dgcr6,chr16,17952859,18171632
Prodh,chr16,17971725,18189190
Rtn4r,chr16,18027705,18252408
Mir6366,chr16,18065088,18265170
4933432I09Rik,chr16,18109685,18313863
Zdhhc8,chr16,18120752,18335136
Ranbp1,chr16,18139978,18348694
Trmt2a,chr16,18148882,18354772
Dgcr8,chr16,18153964,18389168
Mir1306,chr16,18184238,18384317
Gm24572,chr16,18184549,18384637
Tango2,chr16,18200824,18443932
Mir185,chr16,18227400,18427465
Arvcf,chr16,18248181,18507074
Comt,chr16,18306881,18526716
Txnrd2,chr16,18326416,18579073
Gnb1l,chr16,18398712,18666680
Tbx1,chr16,18481703,18690671
Gp1bb,chr16,18520318,18722403
5-Sep,chr16,18521810,18729938
Cldn5,chr16,18676846,18878262
Cdc45,chr16,18680446,18911972
Ufd1,chr16,18712293,18935261
2510002D24Rik,chr16,18736579,18940113
Mrpl40,chr16,18772017,18976637
Hira,chr16,18776749,19070308
Olfr164,chr16,19185793,19386741
Olfr165,chr16,19307075,19508017
Olfr166,chr16,19386839,19587778
Olfr167,chr16,19414695,19615634
Olfr168,chr16,19429979,19630918
Olfr169,chr16,19465939,19666881
Olfr170,chr16,19505724,19706666
Olfr171,chr16,19524156,19725101
Lamp3,chr16,19553380,19806365
B3gnt5,chr16,19660233,19872753
A930003A15Rik,chr16,19776567,19984274
Klhl6,chr16,19846491,20083049
Klhl24,chr16,19997553,20227744
Yeats2,chr16,20041062,20332573
Mir684-1,chr16,20076149,20276234
Map6d1,chr16,20133308,20341358
Parl,chr16,20179820,20402362
Cyp2ab1,chr16,20208386,20425404
Abcc5,chr16,20231303,20526394
Eif2b5,chr16,20398816,20609325
Dvl3,chr16,20416985,20634013
Ap2m1,chr16,20435479,20644909
Gm15760,chr16,20445111,20648556
Abcf3,chr16,20448602,20661603
Vwa5b2,chr16,20489581,20705377
Mir1224,chr16,20504451,20704536
Alg3,chr16,20505457,20710749
Ece2,chr16,20511600,20745915
Camk2n2,chr16,20519214,20721278
Psmd2,chr16,20551651,20763414
Eif4g1,chr16,20572726,20792883
Snord66,chr16,20584255,20784313
Fam131a,chr16,20595056,20803036
Clcn2,chr16,20602965,20816636
Polr2h,chr16,20617825,20822265
Thpo,chr16,20624453,20834511
Chrd,chr16,20633126,20842384
Teddm3,chr16,21052658,21253944
Ephb3,chr16,21104794,21323304
Gm16863,chr16,21147498,21396872
Mir7680,chr16,21156012,21356066
Magef1,chr16,21231899,21433356
Vps8,chr16,21323117,21744681
2510009E07Rik,chr16,21549044,21794665
Ehhadh,chr16,21661284,21887834
1300002E11Rik,chr16,21694346,21909039
Map3k13,chr16,21791968,22031877
Tmem41a,chr16,21834326,22047552
Liph,chr16,21853817,22095542
Senp2,chr16,21909483,22149269
Igf2bp2,chr16,21959008,22263299
Tra2b,chr16,22144551,22366005
Etv5,chr16,22281312,22539570
Dgkg,chr16,22366568,22757231
9230117E06Rik,chr16,22411479,22617685
Mir8095,chr16,22432055,22632184
Crygs,chr16,22705202,22911410
Tbccd1,chr16,22713213,22957669
Dnajb11,chr16,22757844,22979634
Gm30505,chr16,22774982,22994386
Ahsg,chr16,22792014,22999451
Fetub,chr16,22818381,23039768
Hrg,chr16,22851071,23061659
Kng2,chr16,22885851,23129101
Kng1,chr16,22958299,23182078
Eif4a2,chr16,23007396,23214138
Snord2,chr16,23008952,23209020
Snora81,chr16,23010769,23210933
Rfc4,chr16,23013947,23227730
Adipoq,chr16,23046535,23257968
St6gal1,chr16,23124739,23460350
Rtp1,chr16,23329132,23533960
Masp1,chr16,23351784,23620590
Rtp4,chr16,23509918,23714222
Sst,chr16,23789580,23990844
Rtp2,chr16,23825547,24030794
Bcl6,chr16,23865049,24088852
Lppos,chr16,24292555,24493655
Lpp,chr16,24293349,25092578
Morf4l1-ps1,chr16,24429313,24634472
A230028O05Rik,chr16,24959638,25169058
Tprg,chr16,25186816,25522344
Trp63,chr16,25583764,25992088
P3h2,chr16,25860322,26205784
Cldn1,chr16,26256645,26471839
Cldn16,chr16,26363134,26582764
Tmem207,chr16,26403792,26626771
Il1rap,chr16,26481704,26825147
Gm20319,chr16,26614681,26855502
Gmnc,chr16,26857234,27091652
Ostn,chr16,27207640,27451209
Uts2b,chr16,27253321,27470239
Ccdc50,chr16,27288955,27552218
Gm10823,chr16,27749929,28026128
Fgf12,chr16,28057782,28853243
Mir690,chr16,28499934,28700043
Mb21d2,chr16,28726175,29029698
Hrasls,chr16,29109694,29330530
Atp13a5,chr16,29131913,29478732
Atp13a4,chr16,29296037,29644864
Opa1,chr16,29479333,29754602
Gm1968,chr16,29857926,30079124
