peak_name,chr,start,end
Merged-chr1-3012271-1,chr1,3012171,3012371
Merged-chr1-3041646-1,chr1,3041546,3041746
Merged-chr1-3065030-1,chr1,3064930,3065130
Merged-chr1-3117615-1,chr1,3117515,3117715
Merged-chr1-3126381-1,chr1,3126281,3126481
Merged-chr1-3162618-1,chr1,3162518,3162718
Merged-chr1-3172152-1,chr1,3172052,3172252
Merged-chr1-3174918-1,chr1,3174818,3175018
Merged-chr1-3182309-1,chr1,3182209,3182409
Merged-chr1-3195139-1,chr1,3195039,3195239
Merged-chr1-3224711-1,chr1,3224611,3224811
Merged-chr1-3241932-1,chr1,3241832,3242032
Merged-chr1-3257012-1,chr1,3256912,3257112
Merged-chr1-3294509-2,chr1,3294333,3294686
Merged-chr1-3312820-1,chr1,3312720,3312920
Merged-chr1-3320503-1,chr1,3320403,3320603
Merged-chr1-3321955-1,chr1,3321855,3322055
Merged-chr1-3324992-1,chr1,3324892,3325092
Merged-chr1-3331737-2,chr1,3331616,3331859
Merged-chr1-3333886-1,chr1,3333786,3333986
Merged-chr1-3344463-1,chr1,3344363,3344563
Merged-chr1-3351076-1,chr1,3350976,3351176
Merged-chr1-3360531-1,chr1,3360431,3360631
Merged-chr1-3364586-1,chr1,3364486,3364686
Merged-chr1-3372783-1,chr1,3372683,3372883
Merged-chr1-3390279-1,chr1,3390179,3390379
Merged-chr1-3408861-1,chr1,3408761,3408961
Merged-chr1-3415288-1,chr1,3415188,3415388
Merged-chr1-3426926-1,chr1,3426826,3427026
Merged-chr1-3432669-1,chr1,3432569,3432769
Merged-chr1-3437199-1,chr1,3437099,3437299
Merged-chr1-3460835-1,chr1,3460735,3460935
Merged-chr1-3463325-1,chr1,3463225,3463425
Merged-chr1-3480719-1,chr1,3480619,3480819
Merged-chr1-3486624-1,chr1,3486524,3486724
Merged-chr1-3510689-1,chr1,3510589,3510789
Merged-chr1-3511066-1,chr1,3510966,3511166
Merged-chr1-3512987-1,chr1,3512887,3513087
Merged-chr1-3539492-1,chr1,3539392,3539592
Merged-chr1-3542384-1,chr1,3542284,3542484
Merged-chr1-3548116-1,chr1,3548016,3548216
Merged-chr1-3551434-1,chr1,3551334,3551534
