gene_name,chrom,txStart,txEnd
Fam171a1,chr2,3014223,3327809
Nmt2,chr2,3184211,3428877
Rpp38,chr2,3228948,3432628
Acbd7,chr2,3236167,3440997
Olah,chr2,3241987,3466569
Meig1,chr2,3309042,3522648
Dclre1c,chr2,3324130,3561116
Suv39h2,chr2,3355814,3574986
Hspa14,chr2,3388853,3612814
Cdnf,chr2,3413064,3626376
Mir466b-2,chr2,3423300,3623321
Fam107b,chr2,3613457,3882134
Frmd4a,chr2,3917682,4714043
1700080N15Rik,chr2,4032064,4241141
Prpf18,chr2,4522166,4752086
Bend7,chr2,4617830,4902146
Sephs1,chr2,4781563,5010556
Phyh,chr2,4818995,5038743
Ucma,chr2,4876121,5085748
Mcm10,chr2,4890723,5112791
Optn,chr2,4920641,5163938
Ccdc3,chr2,5037775,5330866
Camk1d,chr2,5193456,5814762
Mir466d,chr2,5279389,5583389
Cdc123,chr2,5694293,5944960
Nudt5,chr2,5745033,5968736
Sec61a2,chr2,5770986,5995353
Dhtkd1,chr2,5798059,6042792
Upf2,chr2,5851468,6156703
Proser2,chr2,5998499,6230185
Gm10857,chr2,6032868,6240570
Echdc3,chr2,6088464,6312994
A230108P19Rik,chr2,6093250,6421611
Usp6nl,chr2,6222756,6543820
Celf2,chr2,6439698,7496198
5031426D15Rik,chr2,6822701,7028722
1700061F12Rik,chr2,9089514,9297484
Gata3,chr2,9757077,9978600
4930412O13Rik,chr2,9781245,9986767
9230102O04Rik,chr2,9783040,9989540
Taf3,chr2,9814551,10148609
Atp5c1,chr2,9956030,10180510
Kin,chr2,9980611,10192701
Itih2,chr2,9994590,10230683
Itih5,chr2,10053542,10356529
Sfmbt2,chr2,10270450,10695253
Mir466m,chr2,10366662,10566746
Mir669f,chr2,10367228,10567349
Mir669d,chr2,10368342,10568463
Mir669l,chr2,10368970,10569068
Mir669d-2,chr2,10371643,10571729
Mir297a-4,chr2,10372253,10572340
Mir297a-2,chr2,10372253,10572343
Mir297a-3,chr2,10372253,10611772
Mir466b-4,chr2,10374214,10601198
Mir466b-6,chr2,10374214,10601198
Mir466b-5,chr2,10374216,10601198
Mir466b-7,chr2,10374216,10601198
Mir466b-1,chr2,10374218,10601194
Mir669a-3,chr2,10374432,10574541
Mir669k,chr2,10375299,10575426
Mir467a-2,chr2,10376341,10600904
Mir467a-4,chr2,10376341,10600904
Mir467a-5,chr2,10376341,10600904
Mir467a-7,chr2,10376341,10600904
Mir467a-8,chr2,10376341,10600904
Mir467a-9,chr2,10376341,10600904
Mir467a-1,chr2,10376345,10603350
Mir466b-8,chr2,10376627,10579171
Mir466e,chr2,10376629,10579171
Mir669a-2,chr2,10376850,10610260
Mir669a-1,chr2,10376852,10603883
Mir669g,chr2,10377149,10577272
Mir669j,chr2,10377909,10578030
Mir467b,chr2,10381247,10581320
Mir466c-2,chr2,10381530,10591425
Gm25285,chr2,10381530,10591425
Mir466c-1,chr2,10381533,10591422
Mir467a-10,chr2,10383677,10603355
Mir467a-3,chr2,10383677,10603355
Mir467a-6,chr2,10383677,10603355
Mir466b-3,chr2,10403564,10603645
Mir467d,chr2,10407629,10607714
Mir297b,chr2,10411666,10611775
Mir669o,chr2,10414299,10614395
