peak_name,chr,start,end
Merged-chr15-3069420-1,chr15,3069320,3069520
Merged-chr15-3145992-1,chr15,3145892,3146092
Merged-chr15-3171558-3,chr15,3171403,3171721
Merged-chr15-3171963-44,chr15,3171745,3172155
Merged-chr15-3172591-1,chr15,3172491,3172691
Merged-chr15-3173016-1,chr15,3172916,3173116
Merged-chr15-3174268-32,chr15,3174124,3174416
Merged-chr15-3175065-4,chr15,3174946,3175184
Merged-chr15-3185309-1,chr15,3185209,3185409
Merged-chr15-3198268-1,chr15,3198168,3198368
Merged-chr15-3198709-1,chr15,3198609,3198809
Merged-chr15-3199803-1,chr15,3199703,3199903
Merged-chr15-3200780-1,chr15,3200680,3200880
Merged-chr15-3201693-1,chr15,3201593,3201793
Merged-chr15-3202448-36,chr15,3202320,3202599
Merged-chr15-3205375-1,chr15,3205275,3205475
Merged-chr15-3207759-1,chr15,3207659,3207859
Merged-chr15-3211772-1,chr15,3211672,3211872
Merged-chr15-3213911-31,chr15,3213762,3214050
Merged-chr15-3215615-1,chr15,3215515,3215715
Merged-chr15-3220031-3,chr15,3219899,3220164
Merged-chr15-3220732-1,chr15,3220632,3220832
Merged-chr15-3221872-1,chr15,3221772,3221972
Merged-chr15-3228623-2,chr15,3228475,3228772
Merged-chr15-3229463-1,chr15,3229363,3229563
Merged-chr15-3231369-1,chr15,3231269,3231469
Merged-chr15-3234355-49,chr15,3234151,3234552
Merged-chr15-3236906-1,chr15,3236806,3237006
Merged-chr15-3237976-1,chr15,3237876,3238076
Merged-chr15-3252398-1,chr15,3252298,3252498
Merged-chr15-3264545-32,chr15,3264373,3264702
Merged-chr15-3265023-1,chr15,3264923,3265123
Merged-chr15-3270869-54,chr15,3270193,3271086
Merged-chr15-3271815-9,chr15,3271689,3271958
Merged-chr15-3273406-2,chr15,3273285,3273528
Merged-chr15-3277582-11,chr15,3277463,3277702
Merged-chr15-3281409-4,chr15,3281275,3281545
Merged-chr15-3283533-1,chr15,3283433,3283633
Merged-chr15-3284788-1,chr15,3284688,3284888
Merged-chr15-3290620-24,chr15,3290454,3290784
Merged-chr15-3291276-2,chr15,3291078,3291474
Merged-chr15-3294700-1,chr15,3294600,3294800
Merged-chr15-3296192-1,chr15,3296092,3296292
Merged-chr15-3302000-1,chr15,3301900,3302100
Merged-chr15-3303315-1,chr15,3303215,3303415
Merged-chr15-3310038-38,chr15,3309882,3310198
Merged-chr15-3311889-1,chr15,3311789,3311989
Merged-chr15-3316944-1,chr15,3316844,3317044
Merged-chr15-3320348-1,chr15,3320248,3320448
Merged-chr15-3327704-7,chr15,3327572,3327836
Merged-chr15-3329004-33,chr15,3328820,3329185
Merged-chr15-3333379-1,chr15,3333279,3333479
Merged-chr15-3337215-1,chr15,3337115,3337315
Merged-chr15-3339668-1,chr15,3339568,3339768
Merged-chr15-3341667-1,chr15,3341567,3341767
Merged-chr15-3342318-1,chr15,3342218,3342418
Merged-chr15-3347080-1,chr15,3346980,3347180
Merged-chr15-3356503-18,chr15,3356375,3356695
Merged-chr15-3358594-1,chr15,3358494,3358694
Merged-chr15-3385606-1,chr15,3385506,3385706
Merged-chr15-3389563-1,chr15,3389463,3389663
Merged-chr15-3399879-1,chr15,3399779,3399979
Merged-chr15-3413244-3,chr15,3413075,3413442
Merged-chr15-3415750-1,chr15,3415650,3415850
Merged-chr15-3418323-1,chr15,3418223,3418423
Merged-chr15-3428901-1,chr15,3428801,3429001
Merged-chr15-3440202-1,chr15,3440102,3440302
Merged-chr15-3441720-6,chr15,3441591,3441846
Merged-chr15-3444564-1,chr15,3444464,3444664
Merged-chr15-3458200-1,chr15,3458100,3458300
Merged-chr15-3462171-1,chr15,3462071,3462271
Merged-chr15-3467528-1,chr15,3467428,3467628
Merged-chr15-3477748-1,chr15,3477648,3477848
Merged-chr15-3496240-1,chr15,3496140,3496340
Merged-chr15-3496495-1,chr15,3496395,3496595
Merged-chr15-3497461-1,chr15,3497361,3497561
Merged-chr15-3509276-1,chr15,3509176,3509376
Merged-chr15-3532338-1,chr15,3532238,3532438
Merged-chr15-3540158-1,chr15,3540058,3540258
Merged-chr15-3546821-1,chr15,3546721,3546921
Merged-chr15-3547190-1,chr15,3547090,3547290
Merged-chr15-3547406-1,chr15,3547306,3547506
Merged-chr15-3562604-1,chr15,3562504,3562704
Merged-chr15-3563204-1,chr15,3563104,3563304
Merged-chr15-3575343-1,chr15,3575243,3575443
Merged-chr15-3581485-1,chr15,3581385,3581585
Merged-chr15-3583487-51,chr15,3582978,3583661
