gene_name,chrom,txStart,txEnd
Speer6-ps1,chr13,3049474,3289678
2810429I04Rik,chr13,3378302,3592398
1700024F13Rik,chr13,3398049,3601393
Gdi2,chr13,3438074,3666261
Fam208b,chr13,3466034,3711108
Asb13,chr13,3534031,3751779
Calml3,chr13,3702892,3904318
Calm4,chr13,3737756,3938671
Calm5,chr13,3754172,3954761
Net1,chr13,3782017,4018220
Tubal3,chr13,3824694,4035277
Ucn3,chr13,3840687,4045349
Akr1c14,chr13,3959590,4190422
Akr1c18,chr13,4032614,4250646
Akr1c13,chr13,4091186,4305603
Akr1c19,chr13,4133739,4348359
Marcksl1-ps4,chr13,4148734,4349777
Akr1c12,chr13,4168171,4379399
Akr1c6,chr13,4334342,4557530
Akr1c20,chr13,4386855,4623344
Akr1c21,chr13,4474074,4686543
Akr1e1,chr13,4492489,4709164
1700016G22Rik,chr13,5755508,5958092
Klf6,chr13,5761488,5970393
Pitrm1,chr13,6448156,6680149
Pfkp,chr13,6479873,6748771
Adarb2,chr13,8102865,8868762
Wdr37,chr13,8702965,8971736
Idi1,chr13,8785605,8992396
Idi2,chr13,8852862,9060935
Gtpbp4,chr13,8872477,9096012
Larp4b,chr13,8993880,9274451
Dip2c,chr13,9176524,9768926
Zmynd11,chr13,9584835,9865321
Chrm3,chr13,9776612,10460803
Zp4-ps,chr13,11422051,11625682
Ryr2,chr13,11453102,12206945
Gm10336,chr13,12082716,12286488
Mtr,chr13,12086539,12358113
Actn2,chr13,12169426,12440732
Heatr1,chr13,12295374,12538893
Lgals8,chr13,12339401,12561738
Edaradd,chr13,12371208,12620450
Ero1lb,chr13,12465882,12709528
Gpr137b-ps,chr13,12514064,12750395
Prl2c4,chr13,12690817,12900058
Prl2c3,chr13,12690820,12900079
Prl2c2,chr13,12896123,13105330
Prl2c5,chr13,13082715,13291925
Gpr137b,chr13,13257619,13493624
Nid1,chr13,13337601,13612275
Lyst,chr13,13490408,13877440
Gng4,chr13,13684058,13927895
B3galnt2,chr13,13854673,14099068
Tbce,chr13,13897950,14139638
Ggps1,chr13,13949789,14163488
Arid4b,chr13,13963783,14299603
Hecw1,chr13,14126437,14623226
Mrpl32,chr13,14510300,14713037
Psma2,chr13,14513241,14725673
AW209491,chr13,14530244,14738202
Gli3,chr13,15363722,15830025
4933412O06Rik,chr13,15681663,15902630
A530046M15Rik,chr13,15707242,15927537
Inhba,chr13,15911850,16131609
Sugct,chr13,16757474,17794765
Mplkip,chr13,17595412,17799105
Cdk13,chr13,17615961,17905097
Mir466i,chr13,17647472,17847593
Rala,chr13,17780574,18044217
Yae1d1,chr13,17886639,18093351
4930448F12Rik,chr13,17984946,18200202
Pou6f2,chr13,18024959,18482039
Vps41,chr13,18617291,18966811
Amph,chr13,18848350,19250919
Stard3nl,chr13,19257675,19495813
9330199G10Rik,chr13,19362846,19604367
Epdr1,chr13,19491707,19719830
Sfrp4,chr13,19523174,19732823
Nme8,chr13,19545078,19797760
A530099J19Rik,chr13,19627416,19832951
Gpr141,chr13,19649681,19924257
Elmo1,chr13,19990506,20708356
Aoah,chr13,20694112,21124254
Olfr1370,chr13,20972348,21173299
Olfr263,chr13,21032776,21233730
Olfr1368,chr13,21042110,21243055
Trim27,chr13,21079930,21294723
Gpx5,chr13,21186428,21392686
Gpx6,chr13,21212202,21419624
Olfr1367,chr13,21246929,21447880
Zscan12,chr13,21262819,21472302
Zkscan3,chr13,21287003,21502755
Mir6942,chr13,21296577,21496638
Pgbd1,chr13,21321274,21541053
Zscan26,chr13,21342180,21553727
Mir1896,chr13,21345159,21545240
Nkapl,chr13,21367046,21568501
Zkscan4,chr13,21378848,21585505
Zfp389,chr13,21404315,21606524
Zkscan8,chr13,21413220,21631114
Olfr1366,chr13,21436973,21638027
Olfr1535,chr13,21455039,21656020
Olfr1364,chr13,21473509,21674454
Olfr1362,chr13,21511019,21712004
Olfr11,chr13,21538579,21739521
Olfr1361,chr13,21558367,21759321
Olfr1360,chr13,21574000,21774980
Olfr1359,chr13,21574000,21803944
Hist1h2bl,chr13,21615712,21816143
Hist1h2ai,chr13,21616411,21816859
Hist1h3h,chr13,21617627,21818115
Hist1h2bm,chr13,21622043,21822526
Hist1h4j,chr13,21635033,21835456
Hist1h4k,chr13,21650144,21850553
Hist1h2ak,chr13,21653376,21853912
Hist1h2bn,chr13,21654122,21854553
Hist1h1b,chr13,21679831,21880625
Hist1h3i,chr13,21682914,21883397
Hist1h2an,chr13,21686771,21887218
Hist1h2bp,chr13,21687487,21889213
Hist1h2bq,chr13,21706411,21937530
Hist1h2br,chr13,21706411,21937530
Hist1h2ao,chr13,21710366,21933575
Hist1h2ap,chr13,21710466,21933475
Hist1h4m,chr13,21711745,21912150
Hist1h4n,chr13,21711783,21932158
Mir1983,chr13,21796917,21997049
Zfp184,chr13,21845093,22060485
Pom121l2,chr13,21881180,22088734
Prss16,chr13,21902175,22109741
Hist1h2ah,chr13,21935121,22135643
Hist1h2bk,chr13,21935820,22136320
Hist1h4i,chr13,21940959,22141362
Hist1h2ag,chr13,21942477,22142949
Hist1h2bj,chr13,21943229,22143658
Vmn1r188,chr13,21987877,22188804
Vmn1r189,chr13,22001726,22202665
Vmn1r191,chr13,22078685,22279582
Vmn1r192,chr13,22087145,22288048
Vmn1r193,chr13,22118860,22319820
Vmn1r194,chr13,22144214,22345105
Vmn1r195,chr13,22178316,22379404
Vmn1r196,chr13,22193192,22394098
Vmn1r197,chr13,22227910,22428807
Vmn1r198,chr13,22254345,22455248
Vmn1r199,chr13,22282537,22483641
Vmn1r200,chr13,22295028,22495967
Vmn1r-ps103,chr13,22341271,22542243
Vmn1r201,chr13,22374617,22575520
Vmn1r202,chr13,22401336,22602245
Vmn1r203,chr13,22424050,22624986
Vmn1r204,chr13,22456200,22657109
Vmn1r205,chr13,22491979,22692930
Vmn1r206,chr13,22520096,22721035
Vmn1r207-ps,chr13,22625683,22826622
Vmn1r208,chr13,22672398,22873325
Vmn1r209,chr13,22705579,22906518
Vmn1r210,chr13,22727193,22928114
Vmn1r211,chr13,22751598,22952495
Vmn1r212,chr13,22783087,22984161
Vmn1r213,chr13,22911248,23112403
Vmn1r214,chr13,22934337,23135441
Vmn1r215,chr13,22975791,23176694
Vmn1r216,chr13,22999148,23200045
Vmn1r217,chr13,23013833,23214730
Vmn1r218,chr13,23036484,23237381
Vmn1r219,chr13,23062642,23263581
Vmn1r220,chr13,23083627,23284524
Vmn1r221,chr13,23117372,23318311
Vmn1r222,chr13,23132114,23333041
Vmn1r223,chr13,23149237,23350323
4930557F10Rik,chr13,23176203,23413407
4933404K08Rik,chr13,23178349,23382267
4930586N03Rik,chr13,23213524,23485799
Zfp322a,chr13,23253102,23469208
Abt1,chr13,23318360,23523866
C230035I16Rik,chr13,23327975,23531017
Btn1a1,chr13,23356992,23565901
Btn2a2,chr13,23377062,23588857
Hist1h4h,chr13,23431043,23631478
Hist1h2af,chr13,23433910,23634378
Hist1h3g,chr13,23435417,23635909
Hist1h2bh,chr13,23442922,23643444
Hist1h3f,chr13,23444051,23644954
Hist1h4f,chr13,23451285,23651643
Hist1h1d,chr13,23455031,23655807
Hist1h3e,chr13,23461895,23662365
Hist1h2ae,chr13,23470662,23671220
Hist1h2bg,chr13,23471399,23671863
Hist1h2bf,chr13,23473759,23674190
Hist1h2ad,chr13,23474380,23674915
Hist1h3d,chr13,23475762,23676266
Hist1h4d,chr13,23481601,23681969
Hist1h2be,chr13,23483669,23721124
Hist1h1e,chr13,23521776,23722558
Hist1h2ac,chr13,23583472,23783959
Hist1h2bc,chr13,23584198,23792480
Hist1h1t,chr13,23595810,23796545
Hist1h4c,chr13,23598083,23798458
Hfe,chr13,23602033,23810854
Hist1h1c,chr13,23638806,23839531
Hist1h3c,chr13,23645041,23845521
Hist1h2bb,chr13,23646733,23847223
Hist1h2ab,chr13,23651087,23851592
Hist1h3b,chr13,23652379,23852840
Hist1h4b,chr13,23656936,23857386
Hist1h4a,chr13,23660794,23861249
Hist1h3a,chr13,23661884,23862386
Hist1h1a,chr13,23663667,23864412
Trim38,chr13,23682540,23891528
Slc17a2,chr13,23707026,23923525
Slc17a3,chr13,23739433,23960714
Slc17a1,chr13,23769017,23995730
Slc17a4,chr13,23797888,24015007
Hist1h2ba,chr13,23833724,24034156
Hist1h2aa,chr13,23834461,24034913
Scgn,chr13,23853456,24091214
Carmil1,chr13,23912480,24380790
Cmah,chr13,24227403,24577289
Fam65b,chr13,24482188,24833806
Gm11346,chr13,24498124,24704767
Gmnn,chr13,24651844,24861937
BC005537,chr13,24701656,24912899
Acot13,chr13,24717954,24931489
Tdp2,chr13,24731658,24942153
D130043K22Rik,chr13,24745130,25001439
4932702P03Rik,chr13,24805599,25011780
Aldh5a1,chr13,24807578,25037661
9330162012Rik,chr13,24837400,25039049
Gpld1,chr13,24843151,25091936
Mrs2,chr13,24892294,25120317
Dcdc2a,chr13,24956003,25310706
Nrsn1,chr13,25152038,25369996
Gm11351,chr13,25821034,26066316
1700092E19Rik,chr13,26183158,26412406
Hdgfl1,chr13,26668171,26870165
Mir3970,chr13,26910322,27110345
Prl,chr13,26957569,27165203
Prl3d1,chr13,26994188,27200260
Prl3d2,chr13,27021694,27227554
Prl3d3,chr13,27056798,27262520
Prl3c1,chr13,27096659,27303750
Prl3b1,chr13,27142429,27349740
Prl3a1,chr13,27159488,27376660
Prl6a1,chr13,27212626,27419252
Prl8a2,chr13,27245672,27454215
Prl2b1,chr13,27283344,27490846
Prl8a6,chr13,27332680,27538688
Prl8a8,chr13,27406967,27613217
Prl8a9,chr13,27457995,27664606
Prl8a1,chr13,27473921,27682171
Prl7b1,chr13,27501818,27710582
Prl7a1,chr13,27533363,27742493
Prl7a2,chr13,27558583,27768036
Prl7d1,chr13,27608997,27816737
Prl7c1,chr13,27673494,27880804
Prl2a1,chr13,27701654,27908716
Prl2c1,chr13,27749341,27957708
Prl4a1,chr13,27916222,28123546
Prl5a1,chr13,28042483,28251595
2610307P16Rik,chr13,28360033,28985422
Mir6368,chr13,28610780,28810873
Sox4,chr13,28850729,29053682
A330102I10Rik,chr13,28914413,29140336
Cdkal1,chr13,29091745,29955673
E2f3,chr13,29806574,30086063
Mboat1,chr13,30036489,30346694
Agtr1a,chr13,30236355,30482867
Uqcrfs1,chr13,30440311,30645316
4930519D14Rik,chr13,30515042,30724258
Dusp22,chr13,30560058,30811232
Irf4,chr13,30649232,30866981
Exoc2,chr13,30713917,31074047
