gene_name,chrom,txStart,txEnd
Speer9-ps1,chr7,3028145,3244992
AU018091,chr7,3054658,3269203
Mir290a,chr7,3118625,3318708
Mir290b,chr7,3118637,3318695
D7Ertd143e,chr7,3118783,3321015
Mir291a,chr7,3118918,3319000
Mir292,chr7,3119188,3319270
Mir292b,chr7,3119197,3319259
Mir291b,chr7,3119481,3319560
Mir293,chr7,3120342,3320422
Mir294,chr7,3120640,3320724
Mir295,chr7,3120772,3320841
Nlrp12,chr7,3121509,3349740
Myadm,chr7,3189037,3399349
Prkcg,chr7,3203531,3431097
Cacng7,chr7,3236584,3466948
Cacng8,chr7,3294041,3515605
Gm23450,chr7,3315065,3515156
3300002P13Rik,chr7,3321664,3523445
Cacng6,chr7,3324661,3535667
Tarm1,chr7,3389075,3602552
Oscar,chr7,3509814,3716157
Ndufa3,chr7,3517372,3720161
Tfpt,chr7,3520323,3729929
Prpf31,chr7,3529984,3742484
Cnot3,chr7,3545268,3761109
Mir3572,chr7,3555961,3756047
Leng1,chr7,3560106,3765840
Tmc4,chr7,3565753,3777553
Mboat7,chr7,3577788,3793525
Tsen34,chr7,3593609,3801035
Rps9,chr7,3604040,3806897
Pirb,chr7,3612504,3820382
Pira6,chr7,3631632,4382928
Pira2,chr7,3736809,3945051
Pira1,chr7,3736814,4015484
Pira7,chr7,3738120,3998120
Pira4,chr7,3738125,3998092
Pira11,chr7,3738153,3998093
Gm14548,chr7,3784213,3998092
Lilra6,chr7,3808279,4015501
Lair1,chr7,3907072,4163204
9430041J12Rik,chr7,3974124,4220728
Ttyh1,chr7,4019529,4235407
D030047H15Rik,chr7,4026339,4236926
Leng8,chr7,4037055,4248173
Leng9,chr7,4048182,4249872
Cdc42ep5,chr7,4051259,4264699
Lilra5,chr7,4137753,4343463
Ncr1,chr7,4237723,4445164
Gp6,chr7,4268712,4497744
Rdh13,chr7,4325664,4545657
Eps8l1,chr7,4364734,4580487
D630041G03Rik,chr7,4367244,4570884
Ppp1r12c,chr7,4381520,4601680
Tnnt1,chr7,4404569,4615975
Tnni3,chr7,4418304,4622528
Dnaaf3,chr7,4422956,4632442
Syt5,chr7,4439764,4646567
Ptprh,chr7,4448613,4704041
Tmem86b,chr7,4528039,4730482
Ppp6r1,chr7,4531494,4758950
Hspbp1,chr7,4560520,4784963
Brsk1,chr7,4590927,4815997
Tmem150b,chr7,4606831,4825251
Kmt5c,chr7,4640126,4847514
Cox6b2,chr7,4651791,4853094
Fam71e2,chr7,4653225,4871270
Il11,chr7,4672377,4882857
Tmem190,chr7,4682939,4884340
Tmem238,chr7,4684784,4889560
Rpl28,chr7,4692964,4894547
Ube2s,chr7,4708013,4912340
Shisa7,chr7,4725551,4944696
Isoc2b,chr7,4744959,4966179
Isoc2a,chr7,4777052,4995716
Zfp628,chr7,4815216,5022003
Nat14,chr7,4822250,5025006
Ssc5d,chr7,4825843,5044797
Sbk2,chr7,4857080,5064348
Sbk3,chr7,4865259,5070961
Zfp579,chr7,4892851,5096101
Fiz1,chr7,4907055,5114728
Zfp524,chr7,4915507,5118488
Zfp865,chr7,4920375,5133223
Zfp784,chr7,4934445,5138446
Zfp580,chr7,4951531,5153723
Ccdc106,chr7,4956151,5160784
U2af2,chr7,4962142,5179945
Epn1,chr7,4980234,5198178
Rfpl4,chr7,5009786,5216911
Rasl2-9,chr7,5024941,5225950
Vmn1r55,chr7,5046489,5247422
Vmn1r56,chr7,5094915,5296747
Vmn1r57,chr7,5120477,5321410
Nlrp2,chr7,5198546,5451035
Gm5065,chr7,5250541,5460682
Vmn1r58,chr7,5308889,5513145
Vmn1r59,chr7,5353826,5554759
Vmn2r28,chr7,5380455,5593851
Vmn1r60,chr7,5444196,5645099
Vmn1r61,chr7,5510410,5711313
Vmn1r62,chr7,5574603,5776597
Vmn1r186,chr7,5575321,5776224
Vmn1r63,chr7,5702345,5905445
Vmn1r187,chr7,5702728,5903631
Vmn1r64,chr7,5783579,5984542
Vmn1r65,chr7,5907749,6111010
Nlrp4c,chr7,5945160,6205149
Zfp787,chr7,6031488,6255971
Zfp444,chr7,6072512,6293104
Galp,chr7,6097089,6316137
Zscan5b,chr7,6122277,6339412
Epp13,chr7,6152709,6381861
Zfp667,chr7,6186579,6407883
Zfp583,chr7,6215664,6430434
Zfp78,chr7,6263307,6482605
Zfp28,chr7,6283317,6496637
Smim17,chr7,6315174,6531086
Olfr1344,chr7,6339901,6540867
Olfr1336,chr7,6360510,6561455
Olfr1346,chr7,6374111,6575053
Olfr5,chr7,6380215,6586813
Olfr1347,chr7,6387912,6588872
Olfr1348,chr7,6401285,6602224
Olfr1349,chr7,6414473,6615427
Olfr1350,chr7,6469992,6670919
Zim2,chr7,6551747,6762368
Zim1,chr7,6575442,6796432
Peg3,chr7,6605959,6830419
Peg3os,chr7,6606759,6807624
Usp29,chr7,6630582,7067219
Mir3099,chr7,6703586,6903670
Zim3,chr7,6855685,7076662
Aurkc,chr7,6895384,7103091
Zfp954,chr7,7014682,7221476
Zfp773,chr7,7030677,7236755
Zfp418,chr7,7071352,7283560
Zfp772,chr7,7102121,7309998
Vmn2r29,chr7,7112995,7378289
Clcn4,chr7,7182308,7400851
Mir5620,chr7,7198890,7398946
Vmn2r30,chr7,7212273,7437493
Vmn2r31,chr7,7283984,7499627
Vmn2r32,chr7,7363968,7579973
Vmn2r33,chr7,7450966,7666786
Vmn2r34,chr7,7571828,7789398
Vmn2r35,chr7,7686150,7919867
Vmn2r36,chr7,7776652,8002462
Vmn2r47,chr7,7910338,9941325
2810047C21Rik1,chr7,7986046,8193037
Vmn2r41,chr7,8037904,8261551
Vmn2r42,chr7,8083268,8300320
Vmn2r43,chr7,8144350,8360599
Vmn2r44,chr7,8267459,8483238
Vmn2r45,chr7,8371468,8588959
Vmn2r40,chr7,8807733,9031402
Vmn2r39,chr7,8914749,9130682
Vmn2r38,chr7,8974795,9197765
Vmn2r37,chr7,9105548,9323653
Vmn2r46,chr7,9385564,9870571
Vmn2r48,chr7,9827623,10053585
Vmn2r49,chr7,9876244,10092139
Vmn2r50,chr7,9937234,10153178
Vmn2r51,chr7,9987197,10205659
Vmn2r52,chr7,10058651,10276286
Vmn1r66,chr7,10173827,10375351
