peak_name,chr,start,end,gene_number,gene_name
Merged-chr9-3002135-61,chr9,3002026,3002244,1,Mir101c
Merged-chr9-3002992-9,chr9,3002890,3003098,1,Mir101c
Merged-chr9-3007554-6,chr9,3007435,3007691,1,Mir101c
Merged-chr9-3008457-3,chr9,3008354,3008560,1,Mir101c
Merged-chr9-3009403-1,chr9,3009303,3009503,1,Mir101c
Merged-chr9-3010020-20,chr9,3009904,3010133,1,Mir101c
Merged-chr9-3013134-50,chr9,3012986,3013288,1,Mir101c
Merged-chr9-3014146-20,chr9,3014033,3014253,1,Mir101c
Merged-chr9-3016177-28,chr9,3015980,3016383,1,Mir101c
Merged-chr9-3017185-10,chr9,3017026,3017295,1,Mir101c
Merged-chr9-3018061-4,chr9,3017958,3018169,1,Mir101c
Merged-chr9-3020337-20,chr9,3020228,3020484,1,Mir101c
Merged-chr9-3020952-7,chr9,3020840,3021068,1,Mir101c
Merged-chr9-3022511-9,chr9,3022410,3022616,1,Mir101c
Merged-chr9-3023545-45,chr9,3023408,3023778,1,Mir101c
Merged-chr9-3024290-2,chr9,3024190,3024390,1,Mir101c
Merged-chr9-3025086-1,chr9,3024986,3025186,1,Mir101c
Merged-chr9-3025880-16,chr9,3025735,3026049,1,Mir101c
Merged-chr9-3029609-12,chr9,3029432,3029751,1,Mir101c
Merged-chr9-3030838-14,chr9,3030701,3030981,1,Mir101c
Merged-chr9-3031284-6,chr9,3031167,3031398,1,Mir101c
Merged-chr9-3046363-1,chr9,3046263,3046463,1,Mir101c
Merged-chr9-3050256-1,chr9,3050156,3050356,1,Mir101c
Merged-chr9-3058497-2,chr9,3058394,3058601,1,Mir101c
Merged-chr9-3083993-1,chr9,3083893,3084093,1,Mir101c
Merged-chr9-3088575-1,chr9,3088475,3088675,1,Mir101c
Merged-chr9-3113742-1,chr9,3113642,3113842,2,"Mir101c,4930433N12Rik"
Merged-chr9-3137821-1,chr9,3137721,3137921,2,"Mir101c,4930433N12Rik"
Merged-chr9-3157141-1,chr9,3157041,3157241,1,4930433N12Rik
Merged-chr9-3157593-1,chr9,3157493,3157693,1,4930433N12Rik
Merged-chr9-3161742-1,chr9,3161642,3161842,1,4930433N12Rik
Merged-chr9-3188184-1,chr9,3188084,3188284,1,4930433N12Rik
Merged-chr9-3192050-1,chr9,3191950,3192150,1,4930433N12Rik
Merged-chr9-3199312-1,chr9,3199212,3199412,1,4930433N12Rik
Merged-chr9-3201624-1,chr9,3201524,3201724,1,4930433N12Rik
Merged-chr9-3209231-1,chr9,3209131,3209331,1,4930433N12Rik
Merged-chr9-3214657-1,chr9,3214557,3214757,1,4930433N12Rik
Merged-chr9-3216988-1,chr9,3216888,3217088,1,4930433N12Rik
Merged-chr9-3222792-1,chr9,3222692,3222892,1,4930433N12Rik
Merged-chr9-3245984-1,chr9,3245884,3246084,2,"4930433N12Rik,Alkbh8"
Merged-chr9-3258899-4,chr9,3258778,3259030,2,"4930433N12Rik,Alkbh8"
Merged-chr9-3264169-1,chr9,3264069,3264269,2,"4930433N12Rik,Alkbh8"
Merged-chr9-3309783-2,chr9,3309667,3309900,2,"Alkbh8,Cwf19l2"
Merged-chr9-3311407-1,chr9,3311307,3311507,2,"Alkbh8,Cwf19l2"
Merged-chr9-3335397-88,chr9,3335192,3335640,2,"Alkbh8,Cwf19l2"
Merged-chr9-3338835-1,chr9,3338735,3338935,2,"Alkbh8,Cwf19l2"
Merged-chr9-3340893-1,chr9,3340793,3340993,2,"Alkbh8,Cwf19l2"
Merged-chr9-3341427-1,chr9,3341327,3341527,2,"Alkbh8,Cwf19l2"
Merged-chr9-3344508-2,chr9,3344402,3344615,2,"Alkbh8,Cwf19l2"
Merged-chr9-3347415-1,chr9,3347315,3347515,2,"Alkbh8,Cwf19l2"
Merged-chr9-3348076-2,chr9,3347934,3348219,2,"Alkbh8,Cwf19l2"
Merged-chr9-3350241-5,chr9,3350106,3350390,2,"Alkbh8,Cwf19l2"
Merged-chr9-3351878-3,chr9,3351767,3351991,2,"Alkbh8,Cwf19l2"
Merged-chr9-3360973-1,chr9,3360873,3361073,2,"Alkbh8,Cwf19l2"
Merged-chr9-3367414-1,chr9,3367314,3367514,2,"Alkbh8,Cwf19l2"
Merged-chr9-3376568-1,chr9,3376468,3376668,2,"Alkbh8,Cwf19l2"
Merged-chr9-3381906-1,chr9,3381806,3382006,2,"Alkbh8,Cwf19l2"
Merged-chr9-3383658-1,chr9,3383558,3383758,2,"Alkbh8,Cwf19l2"
Merged-chr9-3386852-1,chr9,3386752,3386952,2,"Alkbh8,Cwf19l2"
Merged-chr9-3393769-1,chr9,3393669,3393869,2,"Alkbh8,Cwf19l2"
Merged-chr9-3395901-1,chr9,3395801,3396001,2,"Alkbh8,Cwf19l2"
Merged-chr9-3397596-1,chr9,3397496,3397696,2,"Alkbh8,Cwf19l2"
Merged-chr9-3402457-3,chr9,3402277,3402671,2,"Alkbh8,Cwf19l2"
Merged-chr9-3403379-2,chr9,3403215,3403543,2,"Alkbh8,Cwf19l2"
Merged-chr9-3403885-64,chr9,3403588,3404153,2,"Alkbh8,Cwf19l2"
Merged-chr9-3404644-13,chr9,3404503,3404801,2,"Alkbh8,Cwf19l2"
Merged-chr9-3405749-1,chr9,3405649,3405849,2,"Alkbh8,Cwf19l2"
Merged-chr9-3408439-1,chr9,3408339,3408539,2,"Alkbh8,Cwf19l2"
Merged-chr9-3416159-2,chr9,3416026,3416292,2,"Alkbh8,Cwf19l2"
Merged-chr9-3416468-1,chr9,3416368,3416568,2,"Alkbh8,Cwf19l2"
Merged-chr9-3416963-1,chr9,3416863,3417063,2,"Alkbh8,Cwf19l2"
Merged-chr9-3417222-2,chr9,3417109,3417336,2,"Alkbh8,Cwf19l2"
Merged-chr9-3421242-1,chr9,3421142,3421342,2,"Alkbh8,Cwf19l2"
Merged-chr9-3423431-1,chr9,3423331,3423531,2,"Alkbh8,Cwf19l2"
Merged-chr9-3434751-1,chr9,3434651,3434851,3,"Alkbh8,Cwf19l2,Gucy1a2"
