gene_name,chrom,txStart,txEnd
1700030N03Rik,chr19,3053798,3297703
Ighmbp2,chr19,3159075,3383010
Mrpl21,chr19,3182900,3392837
Mir6984,chr19,3188919,3388983
Cpt1a,chr19,3223300,3485733
Mtl5,chr19,3288856,3507823
Gal,chr19,3309914,3514544
Ppp6r3,chr19,3354928,3675749
Lrp5,chr19,3484824,3786564
1810055G02Rik,chr19,3608332,3817881
Kmt5b,chr19,3667420,3918303
Chka,chr19,3751772,3994369
Tcirg1,chr19,3796049,4007133
Ndufs8,chr19,3808862,4012774
Aldh3b1,chr19,3813490,4029716
Unc93b1,chr19,3835185,4049340
Aldh3b3,chr19,3858807,4070438
Aldh3b2,chr19,3872327,4081665
Acy3,chr19,3886569,4090005
Tbx10,chr19,3892751,4099512
Nudt8,chr19,3900579,4102102
Doc2g,chr19,3903384,4107005
Ndufv1,chr19,3907498,4112755
Gstp1,chr19,3935410,4137912
Gstp2,chr19,3940287,4142221
Gstp3,chr19,3957486,4159294
Cabp2,chr19,3982487,4187339
Cdk2ap2,chr19,3997350,4199017
Pitpnm1,chr19,3999997,4213965
Aip,chr19,4013755,4225858
Tmem134,chr19,4025959,4232307
Cabp4,chr19,4035422,4239609
Gpr152,chr19,4039798,4245740
Coro1b,chr19,4048662,4254035
Ptprcap,chr19,4054645,4256710
Rps6kb2,chr19,4056976,4263245
Carns1,chr19,4064323,4275479
Tbc1d10c,chr19,4084356,4291047
Ppp1ca,chr19,4092173,4295419
Rad9a,chr19,4095197,4301603
Clcf1,chr19,4114237,4323505
Gm45928,chr19,4114237,4333634
Pold4,chr19,4131892,4333634
Ssh3,chr19,4161668,4369172
Mir6985,chr19,4163817,4363878
Ankrd13d,chr19,4170179,4383137
Adrbk1,chr19,4185998,4406222
Kdm2a,chr19,4216146,4497077
Rhod,chr19,4323471,4539443
A930001C03Rik,chr19,4339322,4548325
Syt12,chr19,4345907,4577143
2010003K11Rik,chr19,4396787,4598583
Pcx,chr19,4410471,4721752
Lrfn4,chr19,4511783,4715667
Rce1,chr19,4522550,4725617
Mir6986,chr19,4523897,4723955
Gm960,chr19,4525840,4798668
Sptbn2,chr19,4611222,4852352
Rbm4b,chr19,4656524,4865941
Rbm4,chr19,4684292,4894009
Gm21992,chr19,4684292,4911634
Rbm14,chr19,4700565,4911634
Ccs,chr19,4725365,4939322
Ccdc87,chr19,4739365,4942528
Ctsf,chr19,4755128,4960912
Actn3,chr19,4761215,4977909
Zdhhc24,chr19,4778667,4985397
Bbs1,chr19,4786881,5006627
Dpp3,chr19,4807228,5028287
Peli3,chr19,4829716,5043127
Mrpl11,chr19,4862305,5066995
Npas4,chr19,4884353,5089971
Slc29a2,chr19,4924005,5131972
B4gat1,chr19,4938825,5141134
Brms1,chr19,4941403,5149917
Rin1,chr19,4950807,5157071
Cd248,chr19,4968077,5170639
Tmem151a,chr19,4979336,5185477
Yif1a,chr19,4988537,5192879
Cnih2,chr19,4992867,5198521
Rab1b,chr19,4999206,5206996
Klc2,chr19,5007745,5218408
Pacs1,chr19,5033684,5373119
Sf3b2,chr19,5173920,5395455
Gal3st3,chr19,5198330,5408739
Catsper1,chr19,5235740,5444153
Cst6,chr19,5244704,5449574
Banf1,chr19,5264632,5466876
