peak_name,chr,start,end
Merged-chr3-3000543-3,chr3,3000341,3000780
Merged-chr3-3001578-1,chr3,3001478,3001678
Merged-chr3-3001871-2,chr3,3001731,3002011
Merged-chr3-3003558-1,chr3,3003458,3003658
Merged-chr3-3005502-1,chr3,3005402,3005602
Merged-chr3-3005801-1,chr3,3005701,3005901
Merged-chr3-3010931-1,chr3,3010831,3011031
Merged-chr3-3011355-1,chr3,3011255,3011455
Merged-chr3-3013525-1,chr3,3013425,3013625
Merged-chr3-3013743-1,chr3,3013643,3013843
Merged-chr3-3015835-1,chr3,3015735,3015935
Merged-chr3-3023814-1,chr3,3023714,3023914
Merged-chr3-3029406-1,chr3,3029306,3029506
Merged-chr3-3033006-1,chr3,3032906,3033106
Merged-chr3-3049903-1,chr3,3049803,3050003
Merged-chr3-3057408-1,chr3,3057308,3057508
Merged-chr3-3097392-3,chr3,3097226,3097558
Merged-chr3-3100532-1,chr3,3100432,3100632
Merged-chr3-3121774-1,chr3,3121674,3121874
Merged-chr3-3123311-1,chr3,3123211,3123411
Merged-chr3-3123702-1,chr3,3123602,3123802
Merged-chr3-3126594-1,chr3,3126494,3126694
Merged-chr3-3127251-1,chr3,3127151,3127351
Merged-chr3-3131405-1,chr3,3131305,3131505
Merged-chr3-3134848-1,chr3,3134748,3134948
Merged-chr3-3135944-1,chr3,3135844,3136044
Merged-chr3-3140112-1,chr3,3140012,3140212
Merged-chr3-3143635-1,chr3,3143535,3143735
Merged-chr3-3147481-4,chr3,3147329,3147607
Merged-chr3-3152421-1,chr3,3152321,3152521
Merged-chr3-3153580-1,chr3,3153480,3153680
Merged-chr3-3180063-1,chr3,3179963,3180163
Merged-chr3-3181487-1,chr3,3181387,3181587
Merged-chr3-3211106-1,chr3,3211006,3211206
Merged-chr3-3226414-1,chr3,3226314,3226514
Merged-chr3-3249897-1,chr3,3249797,3249997
Merged-chr3-3269282-1,chr3,3269182,3269382
Merged-chr3-3271969-1,chr3,3271869,3272069
Merged-chr3-3285143-1,chr3,3285043,3285243
Merged-chr3-3288578-1,chr3,3288478,3288678
Merged-chr3-3307113-1,chr3,3307013,3307213
Merged-chr3-3309577-2,chr3,3309379,3309776
Merged-chr3-3325453-1,chr3,3325353,3325553
Merged-chr3-3326273-1,chr3,3326173,3326373
Merged-chr3-3332720-1,chr3,3332620,3332820
Merged-chr3-3334138-1,chr3,3334038,3334238
Merged-chr3-3380209-1,chr3,3380109,3380309
Merged-chr3-3389455-1,chr3,3389355,3389555
Merged-chr3-3440482-1,chr3,3440382,3440582
Merged-chr3-3457151-1,chr3,3457051,3457251
Merged-chr3-3462148-1,chr3,3462048,3462248
Merged-chr3-3463734-1,chr3,3463634,3463834
Merged-chr3-3465915-1,chr3,3465815,3466015
Merged-chr3-3494485-1,chr3,3494385,3494585
Merged-chr3-3500779-1,chr3,3500679,3500879
Merged-chr3-3504163-1,chr3,3504063,3504263
Merged-chr3-3505272-1,chr3,3505172,3505372
Merged-chr3-3507991-1,chr3,3507891,3508091
Merged-chr3-3508230-1,chr3,3508130,3508330
Merged-chr3-3515990-1,chr3,3515890,3516090
Merged-chr3-3517714-1,chr3,3517614,3517814
Merged-chr3-3519379-1,chr3,3519279,3519479
Merged-chr3-3529704-1,chr3,3529604,3529804
Merged-chr3-3552076-1,chr3,3551976,3552176
Merged-chr3-3561184-1,chr3,3561084,3561284
Merged-chr3-3573486-1,chr3,3573386,3573586
Merged-chr3-3587225-1,chr3,3587125,3587325
Merged-chr3-3587753-1,chr3,3587653,3587853
Merged-chr3-3592800-2,chr3,3592665,3592936
Merged-chr3-3596290-1,chr3,3596190,3596390
Merged-chr3-3608814-1,chr3,3608714,3608914
Merged-chr3-3613436-1,chr3,3613336,3613536
Merged-chr3-3621538-1,chr3,3621438,3621638
Merged-chr3-3629290-1,chr3,3629190,3629390
Merged-chr3-3668007-1,chr3,3667907,3668107
Merged-chr3-3679440-1,chr3,3679340,3679540
Merged-chr3-3695958-1,chr3,3695858,3696058
Merged-chr3-3698921-1,chr3,3698821,3699021
Merged-chr3-3702472-1,chr3,3702372,3702572
