peak_name,chr,start,end,gene_number,gene_name
Merged-chr2-3093852-1,chr2,3093752,3093952,1,Fam171a1
Merged-chr2-3104590-1,chr2,3104490,3104690,1,Fam171a1
Merged-chr2-3104870-2,chr2,3104717,3105023,1,Fam171a1
Merged-chr2-3105739-1,chr2,3105639,3105839,1,Fam171a1
Merged-chr2-3106241-1,chr2,3106141,3106341,1,Fam171a1
Merged-chr2-3107158-1,chr2,3107058,3107258,1,Fam171a1
Merged-chr2-3108951-1,chr2,3108851,3109051,1,Fam171a1
Merged-chr2-3115435-1,chr2,3115335,3115535,1,Fam171a1
Merged-chr2-3116088-1,chr2,3115988,3116188,1,Fam171a1
Merged-chr2-3118365-22,chr2,3118158,3118739,1,Fam171a1
Merged-chr2-3122320-1,chr2,3122220,3122420,1,Fam171a1
Merged-chr2-3132528-1,chr2,3132428,3132628,1,Fam171a1
Merged-chr2-3133588-1,chr2,3133488,3133688,1,Fam171a1
Merged-chr2-3144947-1,chr2,3144847,3145047,1,Fam171a1
Merged-chr2-3146974-1,chr2,3146874,3147074,1,Fam171a1
Merged-chr2-3150650-1,chr2,3150550,3150750,1,Fam171a1
Merged-chr2-3158913-6,chr2,3158784,3159037,1,Fam171a1
Merged-chr2-3170683-1,chr2,3170583,3170783,1,Fam171a1
Merged-chr2-3176538-1,chr2,3176438,3176638,1,Fam171a1
Merged-chr2-3184996-1,chr2,3184896,3185096,2,"Fam171a1,Nmt2"
Merged-chr2-3189314-1,chr2,3189214,3189414,2,"Fam171a1,Nmt2"
Merged-chr2-3190068-1,chr2,3189968,3190168,2,"Fam171a1,Nmt2"
Merged-chr2-3193841-1,chr2,3193741,3193941,2,"Fam171a1,Nmt2"
Merged-chr2-3203117-1,chr2,3203017,3203217,2,"Fam171a1,Nmt2"
Merged-chr2-3207009-2,chr2,3206814,3207205,2,"Fam171a1,Nmt2"
Merged-chr2-3209023-1,chr2,3208923,3209123,2,"Fam171a1,Nmt2"
