peak_name,chr,start,end,gene_number,gene_name
Merged-chr16-3004998-1,chr16,3004898,3005098,0,NA
Merged-chr16-3113635-1,chr16,3113535,3113735,0,NA
Merged-chr16-3115123-6,chr16,3114986,3115235,0,NA
Merged-chr16-3115706-9,chr16,3115549,3115828,0,NA
Merged-chr16-3116333-1,chr16,3116233,3116433,0,NA
Merged-chr16-3123013-19,chr16,3122832,3123180,0,NA
Merged-chr16-3127496-17,chr16,3127354,3127600,0,NA
Merged-chr16-3129554-1,chr16,3129454,3129654,0,NA
Merged-chr16-3149306-1,chr16,3149206,3149406,0,NA
Merged-chr16-3178925-1,chr16,3178825,3179025,0,NA
Merged-chr16-3231814-3,chr16,3231654,3231999,0,NA
Merged-chr16-3232447-1,chr16,3232347,3232547,0,NA
Merged-chr16-3232845-6,chr16,3232590,3233149,0,NA
Merged-chr16-3233341-2,chr16,3233203,3233480,0,NA
Merged-chr16-3234909-2,chr16,3234732,3235087,0,NA
Merged-chr16-3236115-6,chr16,3235972,3236233,0,NA
Merged-chr16-3236872-4,chr16,3236740,3237005,0,NA
Merged-chr16-3237376-1,chr16,3237276,3237476,0,NA
Merged-chr16-3239380-1,chr16,3239280,3239480,0,NA
Merged-chr16-3241345-3,chr16,3241081,3241611,0,NA
Merged-chr16-3241791-1,chr16,3241691,3241891,0,NA
Merged-chr16-3245282-1,chr16,3245182,3245382,0,NA
Merged-chr16-3246625-8,chr16,3246475,3246768,0,NA
Merged-chr16-3247366-3,chr16,3247121,3247558,0,NA
Merged-chr16-3247925-3,chr16,3247798,3248079,0,NA
Merged-chr16-3254815-4,chr16,3254671,3254954,0,NA
Merged-chr16-3255895-1,chr16,3255795,3255995,0,NA
Merged-chr16-3257023-1,chr16,3256923,3257123,0,NA
Merged-chr16-3258198-1,chr16,3258098,3258298,0,NA
Merged-chr16-3260453-1,chr16,3260353,3260553,0,NA
Merged-chr16-3261292-1,chr16,3261192,3261392,0,NA
Merged-chr16-3261538-1,chr16,3261438,3261638,0,NA
Merged-chr16-3262191-1,chr16,3262091,3262291,0,NA
Merged-chr16-3263378-1,chr16,3263278,3263478,0,NA
Merged-chr16-3265644-4,chr16,3265489,3265883,0,NA
Merged-chr16-3266708-1,chr16,3266608,3266808,0,NA
Merged-chr16-3271889-3,chr16,3271622,3272146,0,NA
Merged-chr16-3279561-1,chr16,3279461,3279661,0,NA
Merged-chr16-3284250-1,chr16,3284150,3284350,0,NA
Merged-chr16-3325614-1,chr16,3325514,3325714,0,NA
Merged-chr16-3327986-1,chr16,3327886,3328086,0,NA
Merged-chr16-3341394-1,chr16,3341294,3341494,0,NA
Merged-chr16-3343569-8,chr16,3343398,3343733,0,NA
Merged-chr16-3350306-2,chr16,3350171,3350441,0,NA
Merged-chr16-3351134-1,chr16,3351034,3351234,0,NA
Merged-chr16-3351406-4,chr16,3351295,3351533,0,NA
Merged-chr16-3461272-1,chr16,3461172,3461372,0,NA
Merged-chr16-3498611-1,chr16,3498511,3498711,1,Olfr161
Merged-chr16-3596958-1,chr16,3596858,3597058,1,Olfr161
Merged-chr16-3633292-1,chr16,3633192,3633392,2,"Olfr161,Mefv"
Merged-chr16-3648803-1,chr16,3648703,3648903,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3650948-1,chr16,3650848,3651048,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3652905-1,chr16,3652805,3653005,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3654762-1,chr16,3654662,3654862,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3658866-1,chr16,3658766,3658966,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3670221-1,chr16,3670121,3670321,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3676258-1,chr16,3676158,3676358,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3685570-1,chr16,3685470,3685670,3,"Olfr161,Mefv,Zfp263"
Merged-chr16-3699443-11,chr16,3699307,3699574,2,"Mefv,Zfp263"
Merged-chr16-3701119-7,chr16,3700942,3701254,2,"Mefv,Zfp263"
Merged-chr16-3704791-1,chr16,3704691,3704891,2,"Mefv,Zfp263"
Merged-chr16-3706913-2,chr16,3706788,3707039,2,"Mefv,Zfp263"
Merged-chr16-3713325-1,chr16,3713225,3713425,2,"Mefv,Zfp263"
Merged-chr16-3714932-1,chr16,3714832,3715032,2,"Mefv,Zfp263"
Merged-chr16-3718469-1,chr16,3718369,3718569,2,"Mefv,Zfp263"
Merged-chr16-3723442-34,chr16,3723211,3723642,2,"Mefv,Zfp263"
Merged-chr16-3729075-1,chr16,3728975,3729175,2,"Mefv,Zfp263"
Merged-chr16-3729521-1,chr16,3729421,3729621,2,"Mefv,Zfp263"
Merged-chr16-3743940-121,chr16,3743475,3744301,3,"Mefv,Zfp263,Olfr15"
Merged-chr16-3744414-1,chr16,3744314,3744514,3,"Mefv,Zfp263,Olfr15"
Merged-chr16-3749617-1,chr16,3749517,3749717,4,"Mefv,Zfp263,Olfr15,Zfp174"
Merged-chr16-3751568-1,chr16,3751468,3751668,4,"Mefv,Zfp263,Olfr15,Zfp174"
Merged-chr16-3758015-2,chr16,3757915,3758116,4,"Mefv,Zfp263,Olfr15,Zfp174"
Merged-chr16-3758475-1,chr16,3758375,3758575,4,"Mefv,Zfp263,Olfr15,Zfp174"
Merged-chr16-3762999-2,chr16,3762870,3763128,5,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597"
Merged-chr16-3775172-1,chr16,3775072,3775272,5,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597"
Merged-chr16-3776533-5,chr16,3776406,3776646,5,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597"
Merged-chr16-3778048-1,chr16,3777948,3778148,5,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597"
Merged-chr16-3785723-1,chr16,3785623,3785823,6,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597,Naa60"
Merged-chr16-3809177-1,chr16,3809077,3809277,8,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3814922-8,chr16,3814749,3815074,8,"Mefv,Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3824739-1,chr16,3824639,3824839,7,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3830913-4,chr16,3830771,3831039,7,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3838925-2,chr16,3838781,3839069,7,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3839425-1,chr16,3839325,3839525,7,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3839714-20,chr16,3839565,3839874,7,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1"
Merged-chr16-3847187-62,chr16,3847029,3847424,8,"Zfp263,Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3852940-1,chr16,3852840,3853040,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3856247-1,chr16,3856147,3856347,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3857812-1,chr16,3857712,3857912,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3859528-21,chr16,3859335,3859743,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3860950-2,chr16,3860814,3861087,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3871115-1,chr16,3871015,3871215,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3872422-62,chr16,3872228,3872611,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3878951-1,chr16,3878851,3879051,7,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3"
Merged-chr16-3879704-1,chr16,3879604,3879804,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3884586-63,chr16,3884377,3884757,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3885841-1,chr16,3885741,3885941,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3886334-1,chr16,3886234,3886434,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3887657-2,chr16,3887512,3887802,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3895611-60,chr16,3895381,3895805,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3896252-1,chr16,3896152,3896352,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3901000-1,chr16,3900900,3901100,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3908854-84,chr16,3908484,3909139,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3916124-1,chr16,3916024,3916224,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3925794-1,chr16,3925694,3925894,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3926809-8,chr16,3926654,3926936,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3931905-1,chr16,3931805,3932005,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3933739-3,chr16,3933598,3933867,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3934884-20,chr16,3934737,3935080,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3935278-2,chr16,3935086,3935470,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3936721-1,chr16,3936621,3936821,8,"Olfr15,Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4"
Merged-chr16-3944840-1,chr16,3944740,3944940,9,"Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3950409-1,chr16,3950309,3950509,9,"Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3951058-1,chr16,3950958,3951158,9,"Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3953250-1,chr16,3953150,3953350,9,"Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3955559-1,chr16,3955459,3955659,9,"Zfp174,Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3962749-3,chr16,3962642,3962861,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3962964-1,chr16,3962864,3963064,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3963433-3,chr16,3963205,3963693,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3966485-1,chr16,3966385,3966585,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3969502-1,chr16,3969402,3969602,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3971485-1,chr16,3971385,3971585,8,"Zfp597,Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3975840-3,chr16,3975729,3975951,7,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3976153-1,chr16,3976053,3976253,7,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3976531-64,chr16,3976268,3976744,7,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3982349-39,chr16,3982143,3982501,7,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1"
Merged-chr16-3985938-1,chr16,3985838,3986038,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-3986332-1,chr16,3986232,3986432,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-3987307-1,chr16,3987207,3987407,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-3988647-24,chr16,3988432,3988836,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-3994702-1,chr16,3994602,3994802,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-3996502-1,chr16,3996402,3996602,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-4003197-1,chr16,4003097,4003297,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-4003879-68,chr16,4003629,4004146,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-4004530-1,chr16,4004430,4004630,8,"Naa60,1700037C18Rik,Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
Merged-chr16-4009134-1,chr16,4009034,4009234,6,"Cluap1,Nlrc3,Slx4,Dnase1,Trap1,Crebbp"
