gene_name,chrom,txStart,txEnd
Mir101c,chr9,2938668,3138743
4930433N12Rik,chr9,3090268,3299813
Alkbh8,chr9,3235230,3485846
Cwf19l2,chr9,3304084,3579236
Gucy1a2,chr9,3432348,4005787
Aasdhppt,chr9,4194792,4409494
Kbtbd3,chr9,4209742,4431732
Msantd4,chr9,4283536,4486869
Gria4,chr9,4317892,4896234
Casp1,chr9,5198516,5407281
Casp4,chr9,5208848,5436791
Casp12,chr9,5245475,5473034
Pdgfd,chr9,6068611,6477519
Ddi1,chr9,6165027,6366547
Dync2h1,chr9,6828502,7277046
Dcun1d5,chr9,7084565,7307031
Mmp13,chr9,7172513,7383333
Mmp12,chr9,7244396,7460461
Mmp1b,chr9,7267669,7488026
Mmp3,chr9,7345821,7555974
Mmp1a,chr9,7364140,7576869
Mmp10,chr9,7402341,7610242
Mmp8,chr9,7458428,7668486
Mmp27,chr9,7471395,7681885
Mmp20,chr9,7528230,7774968
AV064505,chr9,7569428,7795631
Mmp7,chr9,7592089,7799585
Tmem123,chr9,7664076,7894332
Mir5618,chr9,7684389,7884440
Birc2,chr9,7718225,7937057
Birc3,chr9,7748700,7973170
Yap1,chr9,7832000,8104596
9230110C19Rik,chr9,7921671,8142823
Cep126,chr9,7976632,8234294
1700128F08Rik,chr9,8121888,8341987
Mir1899,chr9,8146785,8346881
Trpc6,chr9,8444141,8780741
Gm32014,chr9,8544077,8840988
Pgr,chr9,8799832,9068611
Arhgap42,chr9,8894952,9339013
Gm16833,chr9,9136287,9360885
Cntn5,chr9,9560890,11004775
Mir6237,chr9,9794430,9994521
4930568E12Rik,chr9,12991266,13205855
Jrkl,chr9,13142789,13345741
Ccdc82,chr9,13146955,13392353
Phxr4,chr9,13331360,13532740
Maml2,chr9,13519988,13809533
Mtmr2,chr9,13649180,13906481
Cep57,chr9,13707782,13927107
Fam76b,chr9,13727726,13946522
Sesn3,chr9,14176300,14426134
Endod1,chr9,14253989,14481242
Kdm4d,chr9,14362580,14600482
Cwc15,chr9,14400618,14610620
Amotl1,chr9,14441966,14715000
Piwil4,chr9,14602357,14840733
Fut4,chr9,14648458,14852122
1700012B09Rik,chr9,14658193,14871030
Ankrd49,chr9,14679619,14884573
Mre11a,chr9,14684653,14937126
Gpr83,chr9,14760209,14970789
Izumo1r,chr9,14785813,15003951
Panx1,chr9,14905784,15145478
