peak_name,chr,start,end
Merged-chr7-3013265-1,chr7,3013165,3013365
Merged-chr7-3107147-1,chr7,3107047,3107247
Merged-chr7-3130548-1,chr7,3130448,3130648
Merged-chr7-3141292-1,chr7,3141192,3141392
Merged-chr7-3149933-1,chr7,3149833,3150033
Merged-chr7-3150522-1,chr7,3150422,3150622
Merged-chr7-3158523-1,chr7,3158423,3158623
Merged-chr7-3158798-1,chr7,3158698,3158898
Merged-chr7-3169028-1,chr7,3168928,3169128
Merged-chr7-3172445-1,chr7,3172345,3172545
Merged-chr7-3176571-1,chr7,3176471,3176671
Merged-chr7-3196058-1,chr7,3195958,3196158
Merged-chr7-3200712-1,chr7,3200612,3200812
Merged-chr7-3222151-6,chr7,3221993,3222306
Merged-chr7-3233726-1,chr7,3233626,3233826
Merged-chr7-3235251-1,chr7,3235151,3235351
Merged-chr7-3246663-1,chr7,3246563,3246763
Merged-chr7-3261768-1,chr7,3261668,3261868
Merged-chr7-3264450-4,chr7,3264314,3264606
Merged-chr7-3267918-1,chr7,3267818,3268018
Merged-chr7-3272402-33,chr7,3272235,3272597
Merged-chr7-3273312-1,chr7,3273212,3273412
Merged-chr7-3280464-2,chr7,3280278,3280650
Merged-chr7-3280830-1,chr7,3280730,3280930
Merged-chr7-3281894-12,chr7,3281753,3282032
Merged-chr7-3289297-27,chr7,3289157,3289448
Merged-chr7-3290381-52,chr7,3290021,3290571
Merged-chr7-3293019-1,chr7,3292919,3293119
Merged-chr7-3297377-1,chr7,3297277,3297477
Merged-chr7-3301886-1,chr7,3301786,3301986
Merged-chr7-3302092-1,chr7,3301992,3302192
Merged-chr7-3302406-2,chr7,3302238,3302575
Merged-chr7-3303616-11,chr7,3303460,3303792
Merged-chr7-3304449-15,chr7,3304250,3304614
Merged-chr7-3308882-1,chr7,3308782,3308982
Merged-chr7-3311416-1,chr7,3311316,3311516
Merged-chr7-3314434-1,chr7,3314334,3314534
Merged-chr7-3317162-1,chr7,3317062,3317262
Merged-chr7-3318551-1,chr7,3318451,3318651
Merged-chr7-3329718-1,chr7,3329618,3329818
Merged-chr7-3330355-30,chr7,3330198,3330518
Merged-chr7-3331709-1,chr7,3331609,3331809
Merged-chr7-3336840-1,chr7,3336740,3336940
Merged-chr7-3357980-1,chr7,3357880,3358080
Merged-chr7-3366052-6,chr7,3365927,3366204
Merged-chr7-3367668-1,chr7,3367568,3367768
Merged-chr7-3374827-1,chr7,3374727,3374927
Merged-chr7-3376963-4,chr7,3376700,3377172
Merged-chr7-3379020-1,chr7,3378920,3379120
Merged-chr7-3379971-1,chr7,3379871,3380071
Merged-chr7-3388442-2,chr7,3388264,3388621
Merged-chr7-3390230-3,chr7,3390126,3390337
Merged-chr7-3390707-1,chr7,3390607,3390807
Merged-chr7-3394711-1,chr7,3394611,3394811
Merged-chr7-3396363-2,chr7,3396179,3396547
Merged-chr7-3400097-2,chr7,3399962,3400233
Merged-chr7-3406215-1,chr7,3406115,3406315
Merged-chr7-3409519-3,chr7,3409329,3409691
Merged-chr7-3411451-27,chr7,3411265,3411607
Merged-chr7-3413018-1,chr7,3412918,3413118
Merged-chr7-3413232-1,chr7,3413132,3413332
Merged-chr7-3418306-1,chr7,3418206,3418406
Merged-chr7-3423765-2,chr7,3423643,3423887
Merged-chr7-3425326-1,chr7,3425226,3425426
Merged-chr7-3427940-1,chr7,3427840,3428040
Merged-chr7-3429380-1,chr7,3429280,3429480
Merged-chr7-3435735-1,chr7,3435635,3435835
Merged-chr7-3439439-2,chr7,3439336,3439543
Merged-chr7-3442750-8,chr7,3442459,3443079
Merged-chr7-3444840-27,chr7,3444672,3445008
Merged-chr7-3448950-2,chr7,3448828,3449072
Merged-chr7-3449803-4,chr7,3449677,3449933
Merged-chr7-3451331-24,chr7,3451194,3451480
Merged-chr7-3452079-2,chr7,3451908,3452251
Merged-chr7-3453191-17,chr7,3452877,3453730
Merged-chr7-3459742-5,chr7,3459627,3459882
Merged-chr7-3463395-1,chr7,3463295,3463495
Merged-chr7-3464721-1,chr7,3464621,3464821
Merged-chr7-3467909-1,chr7,3467809,3468009
Merged-chr7-3482442-1,chr7,3482342,3482542
Merged-chr7-3485217-1,chr7,3485117,3485317
Merged-chr7-3486759-1,chr7,3486659,3486859
Merged-chr7-3489616-1,chr7,3489516,3489716
Merged-chr7-3496197-1,chr7,3496097,3496297
Merged-chr7-3500610-1,chr7,3500510,3500710
Merged-chr7-3578385-1,chr7,3578285,3578485
Merged-chr7-3581088-1,chr7,3580988,3581188
Merged-chr7-3583650-1,chr7,3583550,3583750
Merged-chr7-3590371-1,chr7,3590271,3590471
Merged-chr7-3590755-9,chr7,3590599,3590886
Merged-chr7-3591798-1,chr7,3591698,3591898
Merged-chr7-3592141-1,chr7,3592041,3592241
Merged-chr7-3594896-11,chr7,3594744,3595015
Merged-chr7-3595287-36,chr7,3595018,3595525
Merged-chr7-3601389-34,chr7,3601224,3601539
Merged-chr7-3606666-1,chr7,3606566,3606766
Merged-chr7-3606996-19,chr7,3606863,3607115
Merged-chr7-3611254-1,chr7,3611154,3611354
Merged-chr7-3612866-1,chr7,3612766,3612966
Merged-chr7-3617354-60,chr7,3617157,3617619
Merged-chr7-3620534-1,chr7,3620434,3620634
Merged-chr7-3628959-1,chr7,3628859,3629059
Merged-chr7-3629834-66,chr7,3629448,3630140
Merged-chr7-3634883-1,chr7,3634783,3634983
Merged-chr7-3635794-1,chr7,3635694,3635894
Merged-chr7-3636320-1,chr7,3636220,3636420
Merged-chr7-3638586-1,chr7,3638486,3638686
Merged-chr7-3639608-1,chr7,3639508,3639708
Merged-chr7-3644988-70,chr7,3644839,3645228
Merged-chr7-3646962-2,chr7,3646788,3647136
Merged-chr7-3658996-1,chr7,3658896,3659096
Merged-chr7-3665592-61,chr7,3665421,3665756
Merged-chr7-3675080-55,chr7,3674677,3675253
Merged-chr7-3683545-1,chr7,3683445,3683645
Merged-chr7-3687434-1,chr7,3687334,3687534
Merged-chr7-3693332-136,chr7,3692697,3693843
Merged-chr7-3694296-49,chr7,3694120,3694544
Merged-chr7-3704030-61,chr7,3703825,3704302
Merged-chr7-3704573-4,chr7,3704371,3704767
Merged-chr7-3705629-1,chr7,3705529,3705729
Merged-chr7-3707169-3,chr7,3707042,3707293
Merged-chr7-3709232-3,chr7,3709064,3709391
Merged-chr7-3709728-1,chr7,3709628,3709828
Merged-chr7-3711158-1,chr7,3711058,3711258
Merged-chr7-3712261-1,chr7,3712161,3712361
Merged-chr7-3719250-1,chr7,3719150,3719350
Merged-chr7-3720464-5,chr7,3720343,3720603
Merged-chr7-3739995-4,chr7,3739859,3740120
Merged-chr7-3772435-6,chr7,3772302,3772559
Merged-chr7-3798345-1,chr7,3798245,3798445
Merged-chr7-3825780-7,chr7,3825642,3825920
Merged-chr7-3830733-1,chr7,3830633,3830833
Merged-chr7-3845154-6,chr7,3845011,3845279
Merged-chr7-3869249-2,chr7,3869136,3869363
Merged-chr7-3898227-9,chr7,3898093,3898369
Merged-chr7-3913313-1,chr7,3913213,3913413
Merged-chr7-3915592-8,chr7,3915458,3915756
Merged-chr7-3941114-1,chr7,3941014,3941214
Merged-chr7-3954750-1,chr7,3954650,3954850
Merged-chr7-3956457-1,chr7,3956357,3956557
Merged-chr7-3956838-1,chr7,3956738,3956938
Merged-chr7-3989515-1,chr7,3989415,3989615
Merged-chr7-3993579-1,chr7,3993479,3993679
Merged-chr7-3996156-1,chr7,3996056,3996256
Merged-chr7-4025459-1,chr7,4025359,4025559
Merged-chr7-4027015-20,chr7,4026846,4027172
Merged-chr7-4034298-1,chr7,4034198,4034398
Merged-chr7-4036186-1,chr7,4036086,4036286
Merged-chr7-4057358-1,chr7,4057258,4057458
Merged-chr7-4060936-1,chr7,4060836,4061036
Merged-chr7-4063198-50,chr7,4062959,4063366
Merged-chr7-4064278-7,chr7,4064134,4064462
Merged-chr7-4065703-1,chr7,4065603,4065803
Merged-chr7-4066080-1,chr7,4065980,4066180
Merged-chr7-4071304-1,chr7,4071204,4071404
Merged-chr7-4073416-5,chr7,4073292,4073534
Merged-chr7-4075101-1,chr7,4075001,4075201
Merged-chr7-4080697-1,chr7,4080597,4080797
Merged-chr7-4082419-8,chr7,4082266,4082569
Merged-chr7-4083029-59,chr7,4082849,4083267
Merged-chr7-4083527-1,chr7,4083427,4083627
Merged-chr7-4083731-1,chr7,4083631,4083831
Merged-chr7-4084320-1,chr7,4084220,4084420
Merged-chr7-4087621-10,chr7,4087323,4087868
