peak_name,chr,start,end,gene_number,gene_name
Merged-chr15-3069420-1,chr15,3069320,3069520,0,NA
Merged-chr15-3145992-1,chr15,3145892,3146092,0,NA
Merged-chr15-3171558-3,chr15,3171403,3171721,1,Selenop
Merged-chr15-3171963-44,chr15,3171745,3172155,1,Selenop
Merged-chr15-3172591-1,chr15,3172491,3172691,1,Selenop
Merged-chr15-3173016-1,chr15,3172916,3173116,1,Selenop
Merged-chr15-3174268-32,chr15,3174124,3174416,1,Selenop
Merged-chr15-3175065-4,chr15,3174946,3175184,1,Selenop
Merged-chr15-3185309-1,chr15,3185209,3185409,2,"Selenop,Ccdc152"
Merged-chr15-3198268-1,chr15,3198168,3198368,2,"Selenop,Ccdc152"
Merged-chr15-3198709-1,chr15,3198609,3198809,2,"Selenop,Ccdc152"
Merged-chr15-3199803-1,chr15,3199703,3199903,2,"Selenop,Ccdc152"
Merged-chr15-3200780-1,chr15,3200680,3200880,2,"Selenop,Ccdc152"
Merged-chr15-3201693-1,chr15,3201593,3201793,2,"Selenop,Ccdc152"
Merged-chr15-3202448-36,chr15,3202320,3202599,2,"Selenop,Ccdc152"
Merged-chr15-3205375-1,chr15,3205275,3205475,2,"Selenop,Ccdc152"
Merged-chr15-3207759-1,chr15,3207659,3207859,2,"Selenop,Ccdc152"
Merged-chr15-3211772-1,chr15,3211672,3211872,2,"Selenop,Ccdc152"
Merged-chr15-3213911-31,chr15,3213762,3214050,2,"Selenop,Ccdc152"
Merged-chr15-3215615-1,chr15,3215515,3215715,2,"Selenop,Ccdc152"
Merged-chr15-3220031-3,chr15,3219899,3220164,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3220732-1,chr15,3220632,3220832,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3221872-1,chr15,3221772,3221972,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3228623-2,chr15,3228475,3228772,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3229463-1,chr15,3229363,3229563,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3231369-1,chr15,3231269,3231469,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3234355-49,chr15,3234151,3234552,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3236906-1,chr15,3236806,3237006,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3237976-1,chr15,3237876,3238076,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3252398-1,chr15,3252298,3252498,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3264545-32,chr15,3264373,3264702,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3265023-1,chr15,3264923,3265123,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3270869-54,chr15,3270193,3271086,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3271815-9,chr15,3271689,3271958,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3273406-2,chr15,3273285,3273528,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3277582-11,chr15,3277463,3277702,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3281409-4,chr15,3281275,3281545,3,"Selenop,Ccdc152,Ghr"
Merged-chr15-3283533-1,chr15,3283433,3283633,3,"Selenop,Ccdc152,Ghr"
