peak_name,chr,start,end
Merged-chr5-3007116-1,chr5,3007016,3007216
Merged-chr5-3096192-1,chr5,3096092,3096292
Merged-chr5-3146744-17,chr5,3146606,3146908
Merged-chr5-3152319-52,chr5,3152073,3152543
Merged-chr5-3152657-1,chr5,3152557,3152757
Merged-chr5-3157420-1,chr5,3157320,3157520
Merged-chr5-3158634-1,chr5,3158534,3158734
Merged-chr5-3193791-35,chr5,3193531,3193954
Merged-chr5-3220024-1,chr5,3219924,3220124
Merged-chr5-3258008-1,chr5,3257908,3258108
Merged-chr5-3259641-1,chr5,3259541,3259741
Merged-chr5-3265231-1,chr5,3265131,3265331
Merged-chr5-3266595-1,chr5,3266495,3266695
Merged-chr5-3273266-8,chr5,3273093,3273460
Merged-chr5-3300896-4,chr5,3300771,3301013
Merged-chr5-3301230-76,chr5,3301026,3301504
Merged-chr5-3307656-1,chr5,3307556,3307756
Merged-chr5-3308043-1,chr5,3307943,3308143
Merged-chr5-3313490-1,chr5,3313390,3313590
Merged-chr5-3314356-1,chr5,3314256,3314456
Merged-chr5-3314876-1,chr5,3314776,3314976
Merged-chr5-3325605-1,chr5,3325505,3325705
Merged-chr5-3339352-1,chr5,3339252,3339452
Merged-chr5-3341364-33,chr5,3341125,3341687
Merged-chr5-3341871-1,chr5,3341771,3341971
Merged-chr5-3342442-14,chr5,3342113,3342967
Merged-chr5-3343143-3,chr5,3342976,3343291
Merged-chr5-3343812-31,chr5,3343513,3344076
Merged-chr5-3344538-43,chr5,3344371,3344690
Merged-chr5-3350924-1,chr5,3350824,3351024
Merged-chr5-3351936-5,chr5,3351811,3352065
Merged-chr5-3354397-1,chr5,3354297,3354497
Merged-chr5-3356057-64,chr5,3355575,3356516
Merged-chr5-3356833-1,chr5,3356733,3356933
Merged-chr5-3358873-8,chr5,3358737,3358999
Merged-chr5-3360151-1,chr5,3360051,3360251
Merged-chr5-3363495-40,chr5,3363002,3363937
Merged-chr5-3367282-1,chr5,3367182,3367382
Merged-chr5-3370986-1,chr5,3370886,3371086
Merged-chr5-3372172-2,chr5,3372033,3372312
Merged-chr5-3373368-14,chr5,3373198,3373522
Merged-chr5-3376434-2,chr5,3376331,3376538
Merged-chr5-3377156-1,chr5,3377056,3377256
Merged-chr5-3379018-1,chr5,3378918,3379118
Merged-chr5-3382478-12,chr5,3382343,3382665
Merged-chr5-3383780-52,chr5,3383610,3383992
Merged-chr5-3384454-1,chr5,3384354,3384554
Merged-chr5-3385274-1,chr5,3385174,3385374
Merged-chr5-3388521-1,chr5,3388421,3388621
Merged-chr5-3390755-1,chr5,3390655,3390855
Merged-chr5-3393736-1,chr5,3393636,3393836
Merged-chr5-3397124-1,chr5,3397024,3397224
Merged-chr5-3420589-3,chr5,3420469,3420704
Merged-chr5-3420993-54,chr5,3420712,3421171
Merged-chr5-3425230-1,chr5,3425130,3425330
Merged-chr5-3434808-1,chr5,3434708,3434908
Merged-chr5-3460436-9,chr5,3460250,3460646
Merged-chr5-3460754-1,chr5,3460654,3460854
Merged-chr5-3461112-54,chr5,3460858,3461315
Merged-chr5-3462865-1,chr5,3462765,3462965
Merged-chr5-3463359-18,chr5,3463174,3463506
Merged-chr5-3464668-1,chr5,3464568,3464768
Merged-chr5-3472219-1,chr5,3472119,3472319
Merged-chr5-3477947-20,chr5,3477760,3478232
Merged-chr5-3478441-2,chr5,3478323,3478559
Merged-chr5-3479615-3,chr5,3479504,3479721
Merged-chr5-3481170-1,chr5,3481070,3481270
Merged-chr5-3488020-1,chr5,3487920,3488120
Merged-chr5-3488452-8,chr5,3488235,3488651
Merged-chr5-3489070-11,chr5,3488908,3489261
Merged-chr5-3492036-2,chr5,3491901,3492172
Merged-chr5-3494199-4,chr5,3494008,3494363
Merged-chr5-3494663-45,chr5,3494392,3495036
Merged-chr5-3497844-16,chr5,3497693,3497999
Merged-chr5-3498748-2,chr5,3498642,3498854
Merged-chr5-3501880-39,chr5,3501686,3502152
Merged-chr5-3502876-26,chr5,3502692,3503227
Merged-chr5-3503388-1,chr5,3503288,3503488
Merged-chr5-3504623-2,chr5,3504498,3504748
Merged-chr5-3508629-23,chr5,3508488,3508770
Merged-chr5-3509682-20,chr5,3509539,3509838
Merged-chr5-3512036-1,chr5,3511936,3512136
Merged-chr5-3512790-10,chr5,3512548,3513018
Merged-chr5-3514075-1,chr5,3513975,3514175
Merged-chr5-3515679-2,chr5,3515577,3515781
Merged-chr5-3516929-31,chr5,3516779,3517106
Merged-chr5-3517997-1,chr5,3517897,3518097
Merged-chr5-3518332-1,chr5,3518232,3518432
Merged-chr5-3523907-1,chr5,3523807,3524007
Merged-chr5-3526391-1,chr5,3526291,3526491
Merged-chr5-3526819-1,chr5,3526719,3526919
Merged-chr5-3527543-1,chr5,3527443,3527643
Merged-chr5-3529780-1,chr5,3529680,3529880
Merged-chr5-3530237-1,chr5,3530137,3530337
Merged-chr5-3538639-2,chr5,3538487,3538792
Merged-chr5-3538949-1,chr5,3538849,3539049
Merged-chr5-3543923-76,chr5,3543656,3544217
Merged-chr5-3550746-1,chr5,3550646,3550846
Merged-chr5-3562731-1,chr5,3562631,3562831
Merged-chr5-3572069-1,chr5,3571969,3572169
Merged-chr5-3572285-1,chr5,3572185,3572385
Merged-chr5-3573859-1,chr5,3573759,3573959
Merged-chr5-3574091-1,chr5,3573991,3574191
Merged-chr5-3576458-1,chr5,3576358,3576558
Merged-chr5-3579242-1,chr5,3579142,3579342
Merged-chr5-3581714-1,chr5,3581614,3581814
Merged-chr5-3586821-1,chr5,3586721,3586921
Merged-chr5-3593193-1,chr5,3593093,3593293
Merged-chr5-3596306-90,chr5,3596036,3596471
Merged-chr5-3596604-5,chr5,3596480,3596730
Merged-chr5-3598476-1,chr5,3598376,3598576
Merged-chr5-3615062-1,chr5,3614962,3615162
Merged-chr5-3628180-1,chr5,3628080,3628280
Merged-chr5-3637976-1,chr5,3637876,3638076
Merged-chr5-3647703-101,chr5,3646920,3648163
Merged-chr5-3653179-1,chr5,3653079,3653279
Merged-chr5-3654003-1,chr5,3653903,3654103
Merged-chr5-3654964-1,chr5,3654864,3655064
Merged-chr5-3658158-1,chr5,3658058,3658258
Merged-chr5-3659017-1,chr5,3658917,3659117
Merged-chr5-3666788-24,chr5,3666623,3666954
Merged-chr5-3667484-1,chr5,3667384,3667584
Merged-chr5-3669385-1,chr5,3669285,3669485
Merged-chr5-3669647-1,chr5,3669547,3669747
Merged-chr5-3670136-58,chr5,3669831,3670470
Merged-chr5-3670588-1,chr5,3670488,3670688
Merged-chr5-3675821-1,chr5,3675721,3675921
Merged-chr5-3676945-1,chr5,3676845,3677045
Merged-chr5-3677318-1,chr5,3677218,3677418
Merged-chr5-3681872-1,chr5,3681772,3681972
Merged-chr5-3684983-1,chr5,3684883,3685083
Merged-chr5-3686109-1,chr5,3686009,3686209
Merged-chr5-3687050-1,chr5,3686950,3687150
Merged-chr5-3688774-1,chr5,3688674,3688874
Merged-chr5-3691084-1,chr5,3690984,3691184
Merged-chr5-3693307-1,chr5,3693207,3693407
Merged-chr5-3693764-1,chr5,3693664,3693864
Merged-chr5-3709968-1,chr5,3709868,3710068
Merged-chr5-3710694-2,chr5,3710504,3710885
Merged-chr5-3717534-1,chr5,3717434,3717634
Merged-chr5-3718031-1,chr5,3717931,3718131
Merged-chr5-3722064-1,chr5,3721964,3722164
Merged-chr5-3736096-1,chr5,3735996,3736196
Merged-chr5-3747838-10,chr5,3747703,3748014
Merged-chr5-3751143-1,chr5,3751043,3751243
Merged-chr5-3751578-1,chr5,3751478,3751678
Merged-chr5-3753230-1,chr5,3753130,3753330
Merged-chr5-3754098-1,chr5,3753998,3754198
Merged-chr5-3768540-1,chr5,3768440,3768640
Merged-chr5-3772383-1,chr5,3772283,3772483
Merged-chr5-3775273-1,chr5,3775173,3775373
