peak_name,chr,start,end,gene_number,gene_name
Merged-chr13-3014936-1,chr13,3014836,3015036,0,NA
Merged-chr13-3036475-1,chr13,3036375,3036575,0,NA
Merged-chr13-3051081-1,chr13,3050981,3051181,1,Speer6-ps1
Merged-chr13-3088252-1,chr13,3088152,3088352,1,Speer6-ps1
Merged-chr13-3106621-1,chr13,3106521,3106721,1,Speer6-ps1
Merged-chr13-3128311-1,chr13,3128211,3128411,1,Speer6-ps1
Merged-chr13-3138918-1,chr13,3138818,3139018,1,Speer6-ps1
Merged-chr13-3143577-1,chr13,3143477,3143677,1,Speer6-ps1
Merged-chr13-3150008-1,chr13,3149908,3150108,1,Speer6-ps1
Merged-chr13-3154922-1,chr13,3154822,3155022,1,Speer6-ps1
Merged-chr13-3186437-1,chr13,3186337,3186537,1,Speer6-ps1
Merged-chr13-3215038-1,chr13,3214938,3215138,1,Speer6-ps1
Merged-chr13-3216251-2,chr13,3216129,3216374,1,Speer6-ps1
Merged-chr13-3223578-1,chr13,3223478,3223678,1,Speer6-ps1
Merged-chr13-3251196-1,chr13,3251096,3251296,1,Speer6-ps1
Merged-chr13-3256667-1,chr13,3256567,3256767,1,Speer6-ps1
Merged-chr13-3276345-1,chr13,3276245,3276445,1,Speer6-ps1
Merged-chr13-3316865-1,chr13,3316765,3316965,0,NA
Merged-chr13-3359773-1,chr13,3359673,3359873,0,NA
Merged-chr13-3360892-1,chr13,3360792,3360992,0,NA
Merged-chr13-3361286-6,chr13,3361114,3361427,0,NA
Merged-chr13-3374009-2,chr13,3373909,3374110,0,NA
Merged-chr13-3376912-1,chr13,3376812,3377012,0,NA
Merged-chr13-3406813-26,chr13,3406661,3407003,2,"2810429I04Rik,1700024F13Rik"
Merged-chr13-3411402-1,chr13,3411302,3411502,2,"2810429I04Rik,1700024F13Rik"
Merged-chr13-3418110-1,chr13,3418010,3418210,2,"2810429I04Rik,1700024F13Rik"
Merged-chr13-3419794-1,chr13,3419694,3419894,2,"2810429I04Rik,1700024F13Rik"
Merged-chr13-3439158-1,chr13,3439058,3439258,3,"2810429I04Rik,1700024F13Rik,Gdi2"
