peak_name,chr,start,end
Merged-chr6-3050599-2,chr6,3050443,3050755
Merged-chr6-3070251-1,chr6,3070151,3070351
Merged-chr6-3101851-1,chr6,3101751,3101951
Merged-chr6-3116466-8,chr6,3116318,3116608
Merged-chr6-3132038-1,chr6,3131938,3132138
Merged-chr6-3166310-7,chr6,3166169,3166435
Merged-chr6-3170931-1,chr6,3170831,3171031
Merged-chr6-3178218-1,chr6,3178118,3178318
Merged-chr6-3183115-47,chr6,3182759,3183493
Merged-chr6-3184016-18,chr6,3183831,3184165
Merged-chr6-3184547-1,chr6,3184447,3184647
Merged-chr6-3192567-1,chr6,3192467,3192667
Merged-chr6-3200942-1,chr6,3200842,3201042
Merged-chr6-3216634-1,chr6,3216534,3216734
Merged-chr6-3219498-1,chr6,3219398,3219598
Merged-chr6-3236056-2,chr6,3235908,3236204
Merged-chr6-3258607-1,chr6,3258507,3258707
Merged-chr6-3266843-1,chr6,3266743,3266943
Merged-chr6-3295085-1,chr6,3294985,3295185
Merged-chr6-3308100-1,chr6,3308000,3308200
Merged-chr6-3318803-1,chr6,3318703,3318903
Merged-chr6-3319804-2,chr6,3319703,3319905
Merged-chr6-3323166-1,chr6,3323066,3323266
Merged-chr6-3325228-1,chr6,3325128,3325328
Merged-chr6-3327758-5,chr6,3327626,3327904
Merged-chr6-3335762-1,chr6,3335662,3335862
Merged-chr6-3341114-10,chr6,3340941,3341285
Merged-chr6-3342449-1,chr6,3342349,3342549
Merged-chr6-3343718-14,chr6,3343580,3343888
Merged-chr6-3345262-17,chr6,3345136,3345414
Merged-chr6-3346110-59,chr6,3345906,3346566
Merged-chr6-3352992-1,chr6,3352892,3353092
Merged-chr6-3353282-1,chr6,3353182,3353382
Merged-chr6-3359198-1,chr6,3359098,3359298
Merged-chr6-3363682-1,chr6,3363582,3363782
Merged-chr6-3367235-7,chr6,3367066,3367381
Merged-chr6-3369300-1,chr6,3369200,3369400
Merged-chr6-3369644-1,chr6,3369544,3369744
Merged-chr6-3370332-1,chr6,3370232,3370432
Merged-chr6-3371487-1,chr6,3371387,3371587
Merged-chr6-3374237-1,chr6,3374137,3374337
Merged-chr6-3374667-1,chr6,3374567,3374767
Merged-chr6-3374939-1,chr6,3374839,3375039
Merged-chr6-3375551-2,chr6,3375434,3375668
Merged-chr6-3379310-2,chr6,3379149,3379471
Merged-chr6-3380893-1,chr6,3380793,3380993
Merged-chr6-3381668-1,chr6,3381568,3381768
Merged-chr6-3383606-8,chr6,3383433,3383738
Merged-chr6-3384363-16,chr6,3384205,3384569
Merged-chr6-3385026-14,chr6,3384867,3385178
Merged-chr6-3385966-1,chr6,3385866,3386066
Merged-chr6-3386784-41,chr6,3386581,3386943
Merged-chr6-3387136-1,chr6,3387036,3387236
Merged-chr6-3388933-4,chr6,3388747,3389075
Merged-chr6-3391216-2,chr6,3391054,3391379
Merged-chr6-3392342-3,chr6,3392204,3392461
Merged-chr6-3394645-1,chr6,3394545,3394745
Merged-chr6-3395923-5,chr6,3395806,3396046
Merged-chr6-3396186-1,chr6,3396086,3396286
Merged-chr6-3397570-25,chr6,3397250,3397978
Merged-chr6-3398871-2,chr6,3398676,3399067
Merged-chr6-3399505-59,chr6,3399357,3399652
Merged-chr6-3401557-1,chr6,3401457,3401657
Merged-chr6-3407875-1,chr6,3407775,3407975
Merged-chr6-3408331-1,chr6,3408231,3408431
Merged-chr6-3414527-1,chr6,3414427,3414627
Merged-chr6-3424872-18,chr6,3424735,3425043
Merged-chr6-3425490-10,chr6,3425343,3425623
Merged-chr6-3427355-2,chr6,3427227,3427483
Merged-chr6-3427658-1,chr6,3427558,3427758
Merged-chr6-3428528-2,chr6,3428408,3428648
Merged-chr6-3429259-1,chr6,3429159,3429359
Merged-chr6-3434337-1,chr6,3434237,3434437
Merged-chr6-3437229-1,chr6,3437129,3437329
Merged-chr6-3442224-1,chr6,3442124,3442324
Merged-chr6-3445503-1,chr6,3445403,3445603
Merged-chr6-3446344-1,chr6,3446244,3446444
Merged-chr6-3447109-1,chr6,3447009,3447209
Merged-chr6-3447600-60,chr6,3447413,3447748
Merged-chr6-3452925-1,chr6,3452825,3453025
Merged-chr6-3453126-1,chr6,3453026,3453226
Merged-chr6-3456093-2,chr6,3455950,3456237
Merged-chr6-3460047-1,chr6,3459947,3460147
Merged-chr6-3462770-1,chr6,3462670,3462870
Merged-chr6-3463178-4,chr6,3463022,3463328
Merged-chr6-3463811-4,chr6,3463674,3463928
Merged-chr6-3482869-1,chr6,3482769,3482969
Merged-chr6-3483218-1,chr6,3483118,3483318
Merged-chr6-3485298-3,chr6,3485154,3485434
Merged-chr6-3487032-1,chr6,3486932,3487132
Merged-chr6-3487551-1,chr6,3487451,3487651
Merged-chr6-3492765-1,chr6,3492665,3492865
Merged-chr6-3495827-1,chr6,3495727,3495927
Merged-chr6-3496397-17,chr6,3496281,3496528
Merged-chr6-3498404-62,chr6,3498213,3498695
Merged-chr6-3501871-1,chr6,3501771,3501971
Merged-chr6-3504972-6,chr6,3504836,3505102
Merged-chr6-3505489-1,chr6,3505389,3505589
Merged-chr6-3506007-1,chr6,3505907,3506107
Merged-chr6-3509449-1,chr6,3509349,3509549
Merged-chr6-3509971-37,chr6,3509810,3510119
Merged-chr6-3510475-6,chr6,3510344,3510662
Merged-chr6-3513466-1,chr6,3513366,3513566
Merged-chr6-3514016-1,chr6,3513916,3514116
Merged-chr6-3517578-1,chr6,3517478,3517678
Merged-chr6-3518100-1,chr6,3518000,3518200
Merged-chr6-3523813-1,chr6,3523713,3523913
Merged-chr6-3528365-1,chr6,3528265,3528465
Merged-chr6-3530086-1,chr6,3529986,3530186
Merged-chr6-3532220-1,chr6,3532120,3532320
Merged-chr6-3536289-38,chr6,3536139,3536488
Merged-chr6-3538184-2,chr6,3538063,3538305
Merged-chr6-3541162-2,chr6,3541032,3541293
Merged-chr6-3544450-1,chr6,3544350,3544550
Merged-chr6-3549314-1,chr6,3549214,3549414
Merged-chr6-3553689-1,chr6,3553589,3553789
Merged-chr6-3554339-1,chr6,3554239,3554439
Merged-chr6-3555880-1,chr6,3555780,3555980
Merged-chr6-3556834-1,chr6,3556734,3556934
Merged-chr6-3560292-6,chr6,3560111,3560442
Merged-chr6-3561717-1,chr6,3561617,3561817
Merged-chr6-3564077-1,chr6,3563977,3564177
Merged-chr6-3565144-3,chr6,3565019,3565265
Merged-chr6-3573300-1,chr6,3573200,3573400
Merged-chr6-3575948-1,chr6,3575848,3576048
Merged-chr6-3576567-1,chr6,3576467,3576667
Merged-chr6-3580873-1,chr6,3580773,3580973
Merged-chr6-3590221-1,chr6,3590121,3590321
Merged-chr6-3592817-1,chr6,3592717,3592917
Merged-chr6-3593076-1,chr6,3592976,3593176
Merged-chr6-3596346-1,chr6,3596246,3596446
Merged-chr6-3602508-1,chr6,3602408,3602608
Merged-chr6-3604465-4,chr6,3604308,3604649
Merged-chr6-3620679-27,chr6,3620511,3620829
Merged-chr6-3629348-1,chr6,3629248,3629448
Merged-chr6-3631851-1,chr6,3631751,3631951
Merged-chr6-3704433-1,chr6,3704333,3704533
Merged-chr6-3712925-1,chr6,3712825,3713025
Merged-chr6-3715908-1,chr6,3715808,3716008
Merged-chr6-3718293-1,chr6,3718193,3718393
Merged-chr6-3727581-1,chr6,3727481,3727681
Merged-chr6-3736274-1,chr6,3736174,3736374
Merged-chr6-3743948-1,chr6,3743848,3744048
Merged-chr6-3755459-1,chr6,3755359,3755559
