gene_name,chrom,txStart,txEnd
Gm2897,chr14,2949284,3176838
Gm5795,chr14,3088283,3900987
D830030K20Rik,chr14,3108492,3956308
1700110I01Rik,chr14,3162401,3883730
Gm10413,chr14,3295092,3742952
Gm3020,chr14,3312613,3769589
Gm10409,chr14,3312613,3773272
Gm10408,chr14,3349311,3798681
Gm3002,chr14,3714912,3930681
Gm5796,chr14,3923940,4141368
2610042L04Rik,chr14,4234762,4454687
Gm3264,chr14,4330991,4975851
4930555G01Rik,chr14,4950628,5159243
Gm3317,chr14,5063641,5622929
Gm3488,chr14,5063641,5622929
Gm3500,chr14,5265791,5841602
Gm3383,chr14,5338069,5907939
LOC100861615,chr14,6159746,6387250
Gm3636,chr14,6635682,6857057
Gm10406,chr14,6906114,7127449
Gm3696,chr14,6983024,7205457
Gm5797,chr14,7223987,7432395
4933406F09Rik,chr14,7312472,7522685
Gm3558,chr14,7445150,7668566
Flnb,chr14,7717956,8051587
Dnase1l3,chr14,7865189,8094182
Abhd6,chr14,7902887,8156770
LOC109729085,chr14,7980312,8191846
Rpp14,chr14,7980312,8191846
Pxk,chr14,7998212,8265111
Pdhb,chr14,8065990,8272992
Kctd6,chr14,8114080,8323569
Acox2,chr14,8125510,8359019
Fam107a,chr14,8196277,8409776
Oit1,chr14,8248947,8478763
4930452B06Rik,chr14,8331171,8766290
4930455B14Rik,chr14,8566389,8773378
Fhit,chr14,9450093,11262035
Mnd1-ps,chr14,9784094,9986868
Fhitos,chr14,10638552,10879001
Mir5124b,chr14,11182476,11382561
Ptprg,chr14,11453552,12342041
3830406C13Rik,chr14,12184202,12403231
Fezf2,chr14,12241891,12445865
Cadps,chr14,12272562,12923079
Gm5087,chr14,13057387,13384638
Synpr,chr14,13184779,13715469
Sntn,chr14,13570875,13783148
Thoc7,chr14,13849011,14061313
Atxn7,chr14,13912490,14207301
Psmd6,chr14,14012184,14220904
Olfr720,chr14,14075129,14276080
Olfr31,chr14,14228112,14429066
Il3ra,chr14,14246494,14455490
Slc4a7,chr14,14603024,14899943
Nek10,chr14,14720814,15106693
Lrrc3b,chr14,15257515,15538987
Oxsm,chr14,16138658,16349808
Ngly1,chr14,16149313,16411926
Top2b,chr14,16265205,16530787
Rarb,chr14,16330839,17182331
Pou5f1-rs6,chr14,17005557,17206286
Thrb,chr14,17560959,18138088
Nr1d2,chr14,18104055,18339106
Rpl15,chr14,18167822,18370986
Nkiras1,chr14,18171135,18384000
Ube2e1,chr14,18182728,18431844
Ube2e2,chr14,18473576,18993627
Gm5458,chr14,19494137,19702587
Nid2,chr14,19651256,19911787
2700060E02Rik,chr14,19711401,19923823
D14Ertd670e,chr14,19738924,19944677
Gng2,chr14,19772558,20077249
Saysd1,chr14,19975635,20183172
Kcnk5,chr14,20040057,20281782
Kcnk16,chr14,20162755,20369162
Nudt13,chr14,20194689,20417575
Ecd,chr14,20219858,20448121
Fam149b,chr14,20248161,20483491
Dnajc9,chr14,20284637,20488910
Mrps16,chr14,20291230,20493555
Cfap70,chr14,20294189,20552225
Anxa7,chr14,20355260,20580133
Mss51,chr14,20382863,20596901
Ppp3cb,chr14,20399363,20646573
1810062O18Rik,chr14,20446292,20670680
Usp54,chr14,20448911,20718354
Myoz1,chr14,20549101,20756540
Synpo2l,chr14,20558947,20768354
Sec24c,chr14,20574320,20794850
Mir6946,chr14,20590634,20790703
Fut11,chr14,20594967,20800197
6230400D17Rik,chr14,20602011,20803099
Chchd1,chr14,20603026,20804425
Zswim8,chr14,20607551,20823619
Ndst2,chr14,20623729,20834562
Camk2g,chr14,20634872,20894088
Plau,chr14,20736661,20943388
Vcl,chr14,20829432,21133673
Ap3m1,chr14,20933741,21152442
Adk,chr14,20952573,21548569
Kat6b,chr14,21399769,21772478
Dupd1,chr14,21576571,21814576
Dusp13,chr14,21633394,21848622
Samd8,chr14,21650530,21898725
Vdac2,chr14,21731560,21945879
Comtd1,chr14,21745860,21948910
A430057M04Rik,chr14,21747577,21956926
Zfp503,chr14,21883961,22089601
1700112E06Rik,chr14,21919711,23156088
4930405A10Rik,chr14,22407173,22642798
Gm10248,chr14,22938194,23194571
Kcnma1,chr14,23198693,24104205
4930519K11Rik,chr14,23904990,24105837
Mir7210,chr14,23988876,24188930
Dlg5,chr14,24033952,24345920
E330034G19Rik,chr14,24193213,24409959
Polr3a,chr14,24348693,24587046
Rps24,chr14,24390680,24596146
4930572O13Rik,chr14,25039794,25243241
Zmiz1,chr14,25359184,25766743
Mir3075,chr14,25434438,25634523
4931406H21Rik,chr14,25486803,25690661
Gm45915,chr14,25503512,25705636
Ppif,chr14,25594169,25800466
Ppifos,chr14,25596355,25801282
Zcchc24,chr14,25611639,25868856
Anxa11,chr14,25742154,25986804
Plac9b,chr14,25787933,26282351
Plac9a,chr14,25788402,26282273
Tmem254a,chr14,25823297,26307041
Tmem254b,chr14,25823996,26307025
Tmem254c,chr14,25823997,26307041
Cphx2,chr14,25842539,26335740
Cphx3,chr14,25842539,26335742
Cphx1,chr14,25842543,26335735
Duxbl1,chr14,25883004,26369100
Duxbl3,chr14,25883004,26369434
Duxbl2,chr14,25883004,26369434
4933413J09Rik,chr14,26257546,26500456
Slmap,chr14,26313167,26634624
Dennd6a,chr14,26473857,26734322
Arf4,chr14,26538196,26757258
Pde12,chr14,26564116,26769846
Mir7672,chr14,26569546,26769608
Asb14,chr14,26794603,27015257
Appl1,chr14,26818987,27070551
Hesx1,chr14,26900361,27102325
Il17rd,chr14,26939000,27207286
Arhgef3,chr14,27043992,27503911
Fam208a,chr14,27328846,27583554
Ccdc66,chr14,27382404,27608460
Erc2,chr14,27522406,28578537
Wnt5a,chr14,28405472,28625515
Cacna2d3,chr14,28804942,29821864
Lrtm1,chr14,28918207,29133642
Selenok,chr14,29868379,30075074
Actr8,chr14,29878336,30093221
Mir6947,chr14,29888887,30088952
Il17rb,chr14,29896167,30108896
Chdh,chr14,29908999,30140466
Cacna1d,chr14,29939940,30591156
4831407H17Rik,chr14,30358035,30563282
Dcp1a,chr14,30379564,30627056
Tkt,chr14,30449130,30674726
Mir3076,chr14,30472148,30672208
Prkcd,chr14,30495353,30726208
Rft1,chr14,30554374,30791313
Sfmbt1,chr14,30614848,30922721
Tmem110,chr14,30725593,30977210
Mustn1,chr14,30779256,30981610
Itih4,chr14,30786475,31001986
Itih3,chr14,30808573,31023587
Itih1,chr14,30829179,31043289
Nek4,chr14,30851376,31088821
Spcs1,chr14,30899825,31101666
Glt8d1,chr14,30901392,31112441
Gnl3,chr14,30912432,31119131
Snord69,chr14,30914292,31114351
Snord19,chr14,30916218,31116272
Pbrm1,chr14,30919137,31221592
Smim4,chr14,30988128,31228930
Nt5dc2,chr14,31034852,31239124
Stab1,chr14,31039016,31268641
Nisch,chr14,31070927,31306826
Tnnc1,chr14,31108311,31311711
Sema3g,chr14,31117872,31329511
Phf7,chr14,31137695,31351218
Bap1,chr14,31151488,31359929
Dnah1,chr14,31160374,31423896
Capn7,chr14,31236723,31471983
Sh3bp5,chr14,31272613,31536100
Mettl6,chr14,31378797,31594977
Eaf1,chr14,31395078,31609858
Colq,chr14,31423083,31677383
Hacl1,chr14,31507225,31740965
Btd,chr14,31541056,31768197
Ankrd28,chr14,31600014,31930415
Galnt15,chr14,31929102,32158326
Dph3,chr14,31980516,32185692
Oxnad1,chr14,31985727,32203203
Msmb,chr14,32042022,32258326
Ncoa4,chr14,32059886,32279855
Timm23,chr14,32080165,32301891
Parg,chr14,32101970,32397549
Ogdhl,chr14,32222018,32447820
1700024G13Rik,chr14,32276501,32488373
Chat,chr14,32308202,32565909
Slc18a3,chr14,32362436,32564850
Ercc6,chr14,32413520,32680989
Prrxl1,chr14,32499407,32749246
3425401B19Rik,chr14,32559118,32785272
1810011H11Rik,chr14,32685962,32917968
Fam170b,chr14,32733961,32936788
Vstm4,chr14,32756755,33039489
Wdfy4,chr14,32859546,33285066
Lrrc18,chr14,32891381,33115292
Arhgap22,chr14,33116822,33469936
Mapk8,chr14,33277898,33547158
Ptpn20,chr14,33489269,33740754
4930503F20Rik,chr14,33708071,33911283
Gdf10,chr14,33823586,34036514
Gdf2,chr14,33841038,34047198
Rbp3,chr14,33854021,34064216
Zfp488,chr14,33867069,34078764
Gm5460,chr14,33941077,34146981
A630023A22Rik,chr14,33951129,34202754
Antxrl,chr14,33953469,34175999
Anxa8,chr14,33985978,34200568
Npy4r,chr14,34045645,34252419
Gprin2,chr14,34094440,34301633
Syt15,chr14,34120045,34330421
Fam35a,chr14,34137034,34410503
Glud1,chr14,34210726,34445033
Gm3219,chr14,34245054,34445658
Fam25c,chr14,34251881,34455393
Sncg,chr14,34270273,34474669
Mmrn2,chr14,34275503,34504286
Bmpr1a,chr14,34311067,34602546
9230112D13Rik,chr14,34411620,34622801
Ldb3,chr14,34426698,34688681
Opn4,chr14,34490617,34700142
Mir297-1,chr14,34545143,34753574
Wapl,chr14,34573927,34847983
Grid1,chr14,34720135,35681115
Mir346,chr14,34794608,34994706
4930596D02Rik,chr14,35709485,35911978
4930474N05Rik,chr14,35994964,36196855
Ccser2,chr14,36774935,37068764
Rgr,chr14,36934908,37149014
Lrit1,chr14,36954829,37164938
Lrit2,chr14,36968048,37173735
Cdhr1,chr14,36977848,37198311
2610528A11Rik,chr14,37002139,37210101
Ghitm,chr14,37020444,37235322
Nrg3,chr14,38268950,39573088
Nrg3os,chr14,38798301,39058794
LOC432842,chr14,39372428,39576255
1700109I08Rik,chr14,39555662,39785293
Sh2d4b,chr14,40715867,40992965
Tspan14,chr14,40806426,41066896
Fam213a,chr14,40893734,41113833
Dydc2,chr14,40949208,41169074
Dydc1,chr14,40972910,41192197
Mat1a,chr14,41005032,41224428
Sftpa1,chr14,41031787,41236373
Mbl1,chr14,41051455,41258959
Sftpd,chr14,41072211,41285198
Gm10377,chr14,41667171,43115576
1700091H14Rik,chr14,41989749,42195277
Gm17026,chr14,42154658,42360048
1700001F09Rik,chr14,43242383,43447811
Gm10375,chr14,43502626,43708013
Ear1,chr14,43718764,43919639
Ear10,chr14,43822897,44023368
Ang3,chr14,43857068,44063080
Ang5,chr14,43857068,44063080
Ang6,chr14,43901663,44106418
Ear2,chr14,44002653,44203531
Ear3,chr14,44002886,44203357
Ear12,chr14,44002886,44203357
4930503E14Rik,chr14,44063166,44271371
1700047E10Rik,chr14,44091606,44313237
BC061237,chr14,44400121,44606345
Gm8267,chr14,44617166,44824987
Ptgdr,chr14,44751234,44959375
Mir327,chr14,44847442,45047511
4930431P03Rik,chr14,44854899,45061307
Ptger2,chr14,44888110,45103820
Txndc16,chr14,45034447,45319425
Gpr137c,chr14,45119716,45380976
Ero1l,chr14,45183086,45418572
Psmc6,chr14,45229823,45449071
Styx,chr14,45251185,45476884
Gnpnat1,chr14,45276420,45488796
Fermt2,chr14,45358791,45630065
4930527F14Rik,chr14,45443709,45662876
Ddhd1,chr14,45493170,45758143
Mir5131,chr14,45557960,45758053
Gm1821,chr14,45984026,46184957
Gm15217,chr14,46279523,46483606
Bmp4,chr14,46283524,46490669
Rubie,chr14,46468330,46675851
4933425B07Rik,chr14,46502805,46737423
D330046F09Rik,chr14,46545816,46773775
Cdkn3,chr14,46660540,46871525
Cnih1,chr14,46675567,46888357
Gmfb,chr14,46708148,46922242
Cgrrf1,chr14,46732243,46954190
Samd4,chr14,46782964,47205817
Gm10371,chr14,46997678,47216161
Gch1,chr14,47053894,47289402
Wdhd1,chr14,47140943,47376857
Socs4,chr14,47177142,47391591
Mapk1ip1l,chr14,47198313,47423091
Lgals3,chr14,47273859,47486167
Dlgap5,chr14,47287778,47518407
Fbxo34,chr14,47372560,47631962
Atg14,chr14,47440892,47668434
Ktn1,chr14,47549310,47836564
4930447J18Rik,chr14,47798863,48044189
Peli2,chr14,48020868,48360883
Gm6498,chr14,48098715,48328413
Tmem260,chr14,48346122,48615130
Otx2,chr14,48557676,48767644
Otx2os1,chr14,48569287,48893348
4933429O19Rik,chr14,48778872,48987112
Exoc5,chr14,48912143,49166667
Ap5m1,chr14,48966494,49187723
Naa30,chr14,49072245,49290888
1700011H14Rik,chr14,49126358,49345428
Slc35f4,chr14,49198519,49625837
3632451O06Rik,chr14,49582018,49883367
Olfr722,chr14,49794257,50001941
Olfr723,chr14,49828562,50029568
