gene_name,chrom,txStart,txEnd
Rab10os,chr12,3135790,3350374
Rab10,chr12,3147427,3409969
Kif3c,chr12,3265131,3506494
1110002L01Rik,chr12,3303882,3526747
Asxl2,chr12,3326856,3606849
Dtnb,chr12,3472390,3881398
Dnmt3a,chr12,3706979,4014443
Dnmt3aos,chr12,3759292,3962244
Pomc,chr12,3854944,4060643
Efr3b,chr12,3862553,4138915
Dnajc27,chr12,3982573,4210612
Adcy3,chr12,4033396,4313524
Cenpo,chr12,4111671,4334294
Ptrhd1,chr12,4134026,4340123
Ncoa1,chr12,4147361,4577182
Gm31938,chr12,4424112,4629122
Itsn2,chr12,4493007,4813952
Fam228a,chr12,4613804,4838383
Fam228b,chr12,4646215,4869267
Pfn4,chr12,4669294,4878266
Sf3b6,chr12,4717607,4927659
Fkbp1b,chr12,4733173,4941595
Wdcp,chr12,4743302,4956967
Mfsd2b,chr12,4762437,4974359
Ubxn2a,chr12,4779031,5007520
Atad2b,chr12,4817352,5147410
Klhl29,chr12,4977465,5475682
2810032G03Rik,chr12,5276501,5516132
1700101O22Rik,chr12,7272038,7480330
Apob,chr12,7877676,8116839
Ldah,chr12,8108106,8385759
Gdf7,chr12,8197917,8401954
Hs1bp3,chr12,8213432,8443824
Rhob,chr12,8397758,8599985
Slc7a15,chr12,8428482,8699066
Pum2,chr12,8574133,8852583
Sdc1,chr12,8671395,8893687
Laptm4a,chr12,8821306,9038741
Matn3,chr12,8847928,9072028
Wdr35,chr12,8874000,9128847
Ttc32,chr12,8929996,9136394
1700022H16Rik,chr12,9465235,9670585
Osr1,chr12,9474441,9681500
Nt5c1b,chr12,10269970,10490174
Rdh14,chr12,10290779,10495562
Gm38407,chr12,10346387,10631303
7420701I03Rik,chr12,10947812,11178741
Kcns3,chr12,10990201,11250842
9530020I12Rik,chr12,11085992,11304502
Msgn1,chr12,11108381,11308948
Gen1,chr12,11140925,11365787
Smc6,chr12,11165885,11419786
Mir7675,chr12,11199886,11399944
Vsnl1,chr12,11225244,11536649
4930511A02Rik,chr12,11338232,11544812
Rad51ap2,chr12,11356078,11562928
Tubb2a-ps2,chr12,11782195,11982899
Fam49a,chr12,12162138,12476361
4921511I17Rik,chr12,12251521,12492475
Gm34637,chr12,12567731,12769917
Mycn,chr12,12836092,13041836
Ddx1,chr12,13119306,13349174
Nbas,chr12,13169126,13683811
Gm35725,chr12,13507788,13727646
Fam84a,chr12,14047597,14252038
Gm16497,chr12,14161533,14385684
4930448C13Rik,chr12,14896388,15150389
Trib2,chr12,15691726,15916785
Mir6387,chr12,15700993,15901101
Lpin1,chr12,16435668,16689770
Ntsr2,chr12,16553469,16760236
Greb1,chr12,16570614,16900886
E2f6,chr12,16710964,16926752
Rock2,chr12,16794977,17088274
Pqlc3,chr12,16888647,17100118
2410004P03Rik,chr12,16904957,17111727
Kcnf1,chr12,17072099,17276888
Pdia6,chr12,17166594,17384770
Atp6v1c2,chr12,17184720,17424730
Nol10,chr12,17248492,17530095
Mir3066,chr12,17255391,17455474
Odc1,chr12,17444872,17651502
Hpcal1,chr12,17590813,17891926
5730507C01Rik,chr12,18414509,18635254
1700030C10Rik,chr12,20704391,20915779
Asap2,chr12,21011755,21370171
Itgb1bp1,chr12,21169805,21386237
Cpsf3,chr12,21186296,21415056
Iah1,chr12,21216391,21423607
Adam17,chr12,21223508,21473632
Ywhaq,chr12,21290328,21517436
Gm4425,chr12,22015755,22256646
2410018L13Rik,chr12,22853996,23110243
9030624G23Rik,chr12,23943201,24197269
Taf1b,chr12,24398580,24658571
Grhl1,chr12,24472286,24717391
Klf11,chr12,24551370,24762782
Cys1,chr12,24565837,24781795
Rrm2,chr12,24608253,24814146
Mboat2,chr12,24731598,25060299
Kidins220,chr12,24874931,25159697
Id2,chr12,24993798,25196092
Gm17746,chr12,25029173,25232274
Gm29687,chr12,25991961,26310505
4930480M12Rik,chr12,26111266,26340707
Gm29968,chr12,26135529,26352545
Rnf144a,chr12,26206793,26515262
4930549C15Rik,chr12,26246709,26471748
Mir6538,chr12,26314900,26515010
Rsad2,chr12,26342742,26556452
Cmpk2,chr12,26369214,26579837
4933409F18Rik,chr12,26714370,26934551
Gm20187,chr12,26990236,27214995
Gm9866,chr12,27040795,27260516
Sox11,chr12,27234267,27442718
Dcdc2c,chr12,28337794,28648337
Allc,chr12,28453755,28682483
Colec11,chr12,28494171,28723330
Rps7,chr12,28530846,28735953
Rnaseh1,chr12,28549601,28759591
Adi1,chr12,28575206,28782174
Mir6937,chr12,28579324,28779389
Trappc12,chr12,28590627,28850453
Tssc1,chr12,28651827,28967491
Myt1l,chr12,29428383,30023209
C630031E19Rik,chr12,29575629,29786445
Pxdn,chr12,29838035,30117658
Tpo,chr12,29954660,30232624
Sntg2,chr12,30074481,30473376
2310016D03Rik,chr12,30310558,30567358
Tmem18,chr12,30484442,30691219
Fam150b,chr12,30784323,30993854
Acp1,chr12,30793325,31011612
Sh3yl1,chr12,30811668,31060160
Fam110c,chr12,30973967,31179940
6030469F06Rik,chr12,31068861,31285922
Lamb1,chr12,31165293,31429639
Dld,chr12,31231561,31451471
Slc26a3,chr12,31338218,31573919
Cbll1,chr12,31384828,31599616
Slc26a4,chr12,31419818,31659969
Bcap29,chr12,31495353,31734658
Dus4l,chr12,31540054,31754826
Cog5,chr12,31554868,32037630
Gpr22,chr12,31606866,31813926
