peak_name,chr,start,end
Merged-chr16-3004998-1,chr16,3004898,3005098
Merged-chr16-3113635-1,chr16,3113535,3113735
Merged-chr16-3115123-6,chr16,3114986,3115235
Merged-chr16-3115706-9,chr16,3115549,3115828
Merged-chr16-3116333-1,chr16,3116233,3116433
Merged-chr16-3123013-19,chr16,3122832,3123180
Merged-chr16-3127496-17,chr16,3127354,3127600
Merged-chr16-3129554-1,chr16,3129454,3129654
Merged-chr16-3149306-1,chr16,3149206,3149406
Merged-chr16-3178925-1,chr16,3178825,3179025
Merged-chr16-3231814-3,chr16,3231654,3231999
Merged-chr16-3232447-1,chr16,3232347,3232547
Merged-chr16-3232845-6,chr16,3232590,3233149
Merged-chr16-3233341-2,chr16,3233203,3233480
Merged-chr16-3234909-2,chr16,3234732,3235087
Merged-chr16-3236115-6,chr16,3235972,3236233
Merged-chr16-3236872-4,chr16,3236740,3237005
Merged-chr16-3237376-1,chr16,3237276,3237476
Merged-chr16-3239380-1,chr16,3239280,3239480
Merged-chr16-3241345-3,chr16,3241081,3241611
Merged-chr16-3241791-1,chr16,3241691,3241891
Merged-chr16-3245282-1,chr16,3245182,3245382
Merged-chr16-3246625-8,chr16,3246475,3246768
Merged-chr16-3247366-3,chr16,3247121,3247558
Merged-chr16-3247925-3,chr16,3247798,3248079
Merged-chr16-3254815-4,chr16,3254671,3254954
Merged-chr16-3255895-1,chr16,3255795,3255995
Merged-chr16-3257023-1,chr16,3256923,3257123
Merged-chr16-3258198-1,chr16,3258098,3258298
Merged-chr16-3260453-1,chr16,3260353,3260553
Merged-chr16-3261292-1,chr16,3261192,3261392
Merged-chr16-3261538-1,chr16,3261438,3261638
Merged-chr16-3262191-1,chr16,3262091,3262291
Merged-chr16-3263378-1,chr16,3263278,3263478
Merged-chr16-3265644-4,chr16,3265489,3265883
Merged-chr16-3266708-1,chr16,3266608,3266808
Merged-chr16-3271889-3,chr16,3271622,3272146
Merged-chr16-3279561-1,chr16,3279461,3279661
Merged-chr16-3284250-1,chr16,3284150,3284350
Merged-chr16-3325614-1,chr16,3325514,3325714
Merged-chr16-3327986-1,chr16,3327886,3328086
Merged-chr16-3341394-1,chr16,3341294,3341494
Merged-chr16-3343569-8,chr16,3343398,3343733
Merged-chr16-3350306-2,chr16,3350171,3350441
Merged-chr16-3351134-1,chr16,3351034,3351234
Merged-chr16-3351406-4,chr16,3351295,3351533
Merged-chr16-3461272-1,chr16,3461172,3461372
Merged-chr16-3498611-1,chr16,3498511,3498711
Merged-chr16-3596958-1,chr16,3596858,3597058
Merged-chr16-3633292-1,chr16,3633192,3633392
Merged-chr16-3648803-1,chr16,3648703,3648903
Merged-chr16-3650948-1,chr16,3650848,3651048
Merged-chr16-3652905-1,chr16,3652805,3653005
Merged-chr16-3654762-1,chr16,3654662,3654862
Merged-chr16-3658866-1,chr16,3658766,3658966
Merged-chr16-3670221-1,chr16,3670121,3670321
Merged-chr16-3676258-1,chr16,3676158,3676358
Merged-chr16-3685570-1,chr16,3685470,3685670
Merged-chr16-3699443-11,chr16,3699307,3699574
Merged-chr16-3701119-7,chr16,3700942,3701254
Merged-chr16-3704791-1,chr16,3704691,3704891
Merged-chr16-3706913-2,chr16,3706788,3707039
Merged-chr16-3713325-1,chr16,3713225,3713425
Merged-chr16-3714932-1,chr16,3714832,3715032
Merged-chr16-3718469-1,chr16,3718369,3718569
Merged-chr16-3723442-34,chr16,3723211,3723642
Merged-chr16-3729075-1,chr16,3728975,3729175
Merged-chr16-3729521-1,chr16,3729421,3729621
Merged-chr16-3743940-121,chr16,3743475,3744301
Merged-chr16-3744414-1,chr16,3744314,3744514
Merged-chr16-3749617-1,chr16,3749517,3749717
Merged-chr16-3751568-1,chr16,3751468,3751668
Merged-chr16-3758015-2,chr16,3757915,3758116
Merged-chr16-3758475-1,chr16,3758375,3758575
Merged-chr16-3762999-2,chr16,3762870,3763128
Merged-chr16-3775172-1,chr16,3775072,3775272
