peak_name,chr,start,end,gene_number,gene_name
Merged-chr10-3101118-1,chr10,3101018,3101218,1,B020014A21Rik
Merged-chr10-3101448-1,chr10,3101348,3101548,1,B020014A21Rik
Merged-chr10-3103126-1,chr10,3103026,3103226,1,B020014A21Rik
Merged-chr10-3109541-4,chr10,3109439,3109644,1,B020014A21Rik
Merged-chr10-3111369-2,chr10,3111258,3111481,1,B020014A21Rik
Merged-chr10-3112785-1,chr10,3112685,3112885,1,B020014A21Rik
Merged-chr10-3113834-3,chr10,3113715,3113971,1,B020014A21Rik
Merged-chr10-3114471-9,chr10,3114206,3114683,1,B020014A21Rik
Merged-chr10-3114934-9,chr10,3114711,3115116,1,B020014A21Rik
Merged-chr10-3115286-1,chr10,3115186,3115386,1,B020014A21Rik
Merged-chr10-3116207-1,chr10,3116107,3116307,1,B020014A21Rik
Merged-chr10-3117044-5,chr10,3116930,3117179,1,B020014A21Rik
Merged-chr10-3119152-1,chr10,3119052,3119252,1,B020014A21Rik
Merged-chr10-3124717-1,chr10,3124617,3124817,1,B020014A21Rik
Merged-chr10-3127835-1,chr10,3127735,3127935,1,B020014A21Rik
Merged-chr10-3137915-1,chr10,3137815,3138015,1,B020014A21Rik
Merged-chr10-3153870-1,chr10,3153770,3153970,1,B020014A21Rik
Merged-chr10-3157154-1,chr10,3157054,3157254,2,"B020014A21Rik,H60c"
Merged-chr10-3161832-1,chr10,3161732,3161932,2,"B020014A21Rik,H60c"
Merged-chr10-3171407-1,chr10,3171307,3171507,2,"B020014A21Rik,H60c"
Merged-chr10-3174273-2,chr10,3174128,3174418,2,"B020014A21Rik,H60c"
Merged-chr10-3177411-1,chr10,3177311,3177511,2,"B020014A21Rik,H60c"
Merged-chr10-3179150-1,chr10,3179050,3179250,2,"B020014A21Rik,H60c"
Merged-chr10-3180750-1,chr10,3180650,3180850,2,"B020014A21Rik,H60c"
Merged-chr10-3181513-1,chr10,3181413,3181613,2,"B020014A21Rik,H60c"
Merged-chr10-3186476-1,chr10,3186376,3186576,2,"B020014A21Rik,H60c"
Merged-chr10-3187608-1,chr10,3187508,3187708,2,"B020014A21Rik,H60c"
Merged-chr10-3188573-1,chr10,3188473,3188673,2,"B020014A21Rik,H60c"
Merged-chr10-3196794-1,chr10,3196694,3196894,2,"B020014A21Rik,H60c"
Merged-chr10-3199031-1,chr10,3198931,3199131,2,"B020014A21Rik,H60c"
Merged-chr10-3218353-1,chr10,3218253,3218453,2,"B020014A21Rik,H60c"
Merged-chr10-3225014-1,chr10,3224914,3225114,2,"B020014A21Rik,H60c"
Merged-chr10-3226634-1,chr10,3226534,3226734,2,"B020014A21Rik,H60c"
