gene_name,chrom,txStart,txEnd
Insr,chr8,3050921,3379617
A430078G23Rik,chr8,3253414,3490299
Arhgef18,chr8,3293007,3556600
Pex11g,chr8,3358816,3567648
1700019B03Rik,chr8,3370861,3587178
Zfp358,chr8,3393137,3597208
Mcoln1,chr8,3400518,3615231
Pnpla6,chr8,3415383,3644267
C330021F23Rik,chr8,3467997,3684776
Camsap3,chr8,3487449,3709075
Xab2,chr8,3510089,3721296
Pet100,chr8,3521550,3724235
Pcp2,chr8,3523370,3725545
Stxbp2,chr8,3531159,3743644
Retn,chr8,3555769,3759818
Mcemp1,chr8,3565761,3768905
Trappc5,chr8,3576476,3780921
Fcer2a,chr8,3581736,3794174
Clec4g,chr8,3616070,3820651
Cd209a,chr8,3643394,3848984
Rprl3,chr8,3703124,3903361
Cd209e,chr8,3747972,3954286
Cd209d,chr8,3771823,3978499
Cd209b,chr8,3817654,4026841
Cd209c,chr8,3840221,4046863
Cd209f,chr8,4002792,4205764
Cd209g,chr8,4034735,4237707
Evi5l,chr8,4066566,4308125
Prr36,chr8,4109542,4317312
Lrrc8e,chr8,4126826,4337470
Map2k7,chr8,4138739,4347897
Tgfbr3l,chr8,4148213,4351423
Snapc2,chr8,4153101,4356220
Ctxn1,chr8,4157645,4359274
Timm44,chr8,4159730,4375905
Elavl1,chr8,4184781,4425100
Ccl25,chr8,4225209,4460020
Cers4,chr8,4393404,4626079
Zfp958,chr8,4513169,4730231
Shcbp1,chr8,4635975,4879567
Slc10a2,chr8,4983218,5205287
Efnb2,chr8,8517438,8760773
Arglu1,chr8,8566575,8790537
Mir7654,chr8,8590092,8790162
4933430N04Rik,chr8,9025411,9232288
4930453L07Rik,chr8,9044668,9249050
Fam155a,chr8,9106005,9871157
Lig4,chr8,9870019,10076323
Abhd13,chr8,9877716,10092154
Tnfsf13b,chr8,9906466,10135999
Myo16,chr8,10053910,10734742
B930025P03Rik,chr8,10770421,10982454
4833411C07Rik,chr8,10799921,11002334
3930402G23Rik,chr8,10824426,11028457
Irs2,chr8,10886963,11108430
