peak_name,chr,start,end,gene_number,gene_name
Merged-chr12-3017073-1,chr12,3016973,3017173,0,NA
Merged-chr12-3046395-1,chr12,3046295,3046495,0,NA
Merged-chr12-3096026-1,chr12,3095926,3096126,0,NA
Merged-chr12-3098378-15,chr12,3098230,3098518,0,NA
Merged-chr12-3115446-1,chr12,3115346,3115546,0,NA
Merged-chr12-3158227-2,chr12,3158041,3158413,2,"Rab10os,Rab10"
Merged-chr12-3177537-1,chr12,3177437,3177637,2,"Rab10os,Rab10"
Merged-chr12-3179918-1,chr12,3179818,3180018,2,"Rab10os,Rab10"
Merged-chr12-3181103-1,chr12,3181003,3181203,2,"Rab10os,Rab10"
Merged-chr12-3214263-1,chr12,3214163,3214363,2,"Rab10os,Rab10"
Merged-chr12-3222184-1,chr12,3222084,3222284,2,"Rab10os,Rab10"
Merged-chr12-3224458-1,chr12,3224358,3224558,2,"Rab10os,Rab10"
Merged-chr12-3235558-98,chr12,3235274,3236051,2,"Rab10os,Rab10"
Merged-chr12-3236711-1,chr12,3236611,3236811,2,"Rab10os,Rab10"
Merged-chr12-3237880-1,chr12,3237780,3237980,2,"Rab10os,Rab10"
Merged-chr12-3239055-2,chr12,3238906,3239204,2,"Rab10os,Rab10"
Merged-chr12-3243235-1,chr12,3243135,3243335,2,"Rab10os,Rab10"
Merged-chr12-3244790-1,chr12,3244690,3244890,2,"Rab10os,Rab10"
Merged-chr12-3246420-1,chr12,3246320,3246520,2,"Rab10os,Rab10"
Merged-chr12-3247243-1,chr12,3247143,3247343,2,"Rab10os,Rab10"
Merged-chr12-3252594-1,chr12,3252494,3252694,2,"Rab10os,Rab10"
Merged-chr12-3253790-14,chr12,3253618,3253965,2,"Rab10os,Rab10"
Merged-chr12-3258628-1,chr12,3258528,3258728,2,"Rab10os,Rab10"
Merged-chr12-3259540-1,chr12,3259440,3259640,2,"Rab10os,Rab10"
Merged-chr12-3264637-21,chr12,3264376,3264819,2,"Rab10os,Rab10"
Merged-chr12-3265404-1,chr12,3265304,3265504,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3265719-1,chr12,3265619,3265819,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3269958-1,chr12,3269858,3270058,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3270925-3,chr12,3270792,3271043,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3271468-1,chr12,3271368,3271568,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3279271-19,chr12,3279034,3279433,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3282829-1,chr12,3282729,3282929,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3283138-16,chr12,3282973,3283290,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3284096-20,chr12,3283930,3284383,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3284754-1,chr12,3284654,3284854,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3285290-3,chr12,3285169,3285412,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3285611-2,chr12,3285509,3285713,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3286924-1,chr12,3286824,3287024,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3289967-3,chr12,3289860,3290080,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3291194-9,chr12,3291060,3291330,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3292836-1,chr12,3292736,3292936,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3294742-1,chr12,3294642,3294842,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3297915-2,chr12,3297746,3298084,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3299087-1,chr12,3298987,3299187,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3299811-1,chr12,3299711,3299911,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3300187-1,chr12,3300087,3300287,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3301511-5,chr12,3301309,3301668,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3302202-1,chr12,3302102,3302302,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3303187-1,chr12,3303087,3303287,3,"Rab10os,Rab10,Kif3c"
Merged-chr12-3304054-1,chr12,3303954,3304154,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3305432-1,chr12,3305332,3305532,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3308467-2,chr12,3308309,3308625,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3309957-68,chr12,3309742,3310224,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3313119-2,chr12,3313014,3313224,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3322418-41,chr12,3322235,3322677,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3326019-1,chr12,3325919,3326119,4,"Rab10os,Rab10,Kif3c,1110002L01Rik"
Merged-chr12-3339088-54,chr12,3338799,3339294,5,"Rab10os,Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3339662-2,chr12,3339518,3339806,5,"Rab10os,Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3349571-4,chr12,3349408,3349745,5,"Rab10os,Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3353275-2,chr12,3353089,3353461,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3357024-51,chr12,3356772,3357158,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3359434-35,chr12,3359268,3359628,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3365216-61,chr12,3364995,3365500,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3365815-1,chr12,3365715,3365915,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3372175-6,chr12,3372043,3372321,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3374574-1,chr12,3374474,3374674,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3377381-31,chr12,3377222,3377511,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3378388-1,chr12,3378288,3378488,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3379488-1,chr12,3379388,3379588,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3381300-1,chr12,3381200,3381400,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3384385-1,chr12,3384285,3384485,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3385275-2,chr12,3385103,3385447,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3386446-1,chr12,3386346,3386546,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3388375-2,chr12,3388182,3388569,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3390287-1,chr12,3390187,3390387,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3391086-43,chr12,3390939,3391265,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3394184-1,chr12,3394084,3394284,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3397076-1,chr12,3396976,3397176,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3398907-6,chr12,3398777,3399043,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3401129-1,chr12,3401029,3401229,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3401755-1,chr12,3401655,3401855,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3402185-1,chr12,3402085,3402285,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3402765-1,chr12,3402665,3402865,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3403132-1,chr12,3403032,3403232,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
Merged-chr12-3403386-1,chr12,3403286,3403486,4,"Rab10,Kif3c,1110002L01Rik,Asxl2"
