gene_name,chrom,txStart,txEnd
Cdk6,chr5,3243892,3631005
Fam133b,chr5,3443832,3670546
1700109H08Rik,chr5,3471715,3684341
Rbm48,chr5,3483977,3696547
Pex1,chr5,3496065,3737230
Gatad1,chr5,3539960,3747936
Tmbim7,chr5,3557003,3779544
Ankib1,chr5,3589998,3903124
Krit1,chr5,3703164,3944515
Lrrd1,chr5,3745172,3966596
Mterf1a,chr5,3790580,3993933
Akap9,chr5,3828185,4180204
Cyp51,chr5,3980673,4204697
Mterf1b,chr5,4092366,4297651
Fzd1,chr5,4653838,4858216
Cdk14,chr5,4703383,5480251
1700015F17Rik,chr5,5337826,5579143
Cldn12,chr5,5405014,5614976
Gtpbp10,chr5,5437456,5659501
Gm8773,chr5,5473798,5676203
Cfap69,chr5,5480981,5764232
Steap2,chr5,5564828,5794568
Steap1,chr5,5636321,5849317
Zfp804b,chr5,6669029,7444378
4921511H03Rik,chr5,7204163,7411491
Steap4,chr5,7860471,8082213
Sri,chr5,7946077,8169314
Adam22,chr5,7972346,8468160
Dbf4,chr5,8296968,8522716
Slc25a40,chr5,8322837,8554839
Rundc3b,chr5,8390335,8722952
Abcb1a,chr5,8560091,8848570
Abcb1b,chr5,8698146,8966314
Abcb4,chr5,8793720,9059226
Crot,chr5,8866047,9097146
Tmem243,chr5,9000736,9218983
Dmtf1,chr5,9018867,9261776
9330182L06Rik,chr5,9166192,9580717
Mir879,chr5,9275703,9475779
Grm3,chr5,9385235,9825352
Gm6455,chr5,10765028,10970808
4930558F17Rik,chr5,11009799,11780823
Gm5861,chr5,11083014,11287810
Speer1,chr5,11240407,11446273
Gm6460,chr5,11494955,11699480
1700003C15Rik,chr5,11649832,11869308
4933402N22Rik,chr5,11818042,12022804
Sema3d,chr5,12283165,12688943
Sema3a,chr5,13296783,13703485
Speer3,chr5,13691618,13896819
Sema3e,chr5,13925275,14356689
Pclo,chr5,14414917,14963459
Gm9758,chr5,14810123,15014889
Speer4e,chr5,14833630,15038475
Speer8-ps1,chr5,14845293,15078541
Gm10354,chr5,14874496,15078899
Gm17019,chr5,14928949,15133007
Gm21190,chr5,15424455,15629222
LOC105242399,chr5,15476946,15682097
Speer4d,chr5,15519098,15723864
4930572O03Rik,chr5,15552287,15757059
Speer4cos,chr5,15580709,15814596
Speer4c,chr5,15609504,15814271
4930519H02Rik,chr5,15763927,15983766
Cacna2d1,chr5,15834690,16474511
Hgf,chr5,16453494,16719439
Speer4f1,chr5,17376121,17580936
Sema3c,chr5,17474815,17830267
Cd36,chr5,17681689,17988959
Gnat3,chr5,17862569,18119668
Gnai1,chr5,18165134,18460413
4921504A21Rik,chr5,19102367,19326555
Magi2,chr5,19127045,20804792
Phtf2,chr5,20658663,20982124
Tmem60,chr5,20782452,20986870
Rsbn1l,chr5,20793023,21051822
A630072M18Rik,chr5,20850988,21056398
Ptpn12,chr5,20886644,21155797
Gsap,chr5,21086266,21391701
Ccdc146,chr5,21192960,21524677
Fgl2,chr5,21272672,21478386
Fam185a,chr5,21324902,21582124
Fbxl13,chr5,21383846,21745605
