gene_name,chrom,txStart,txEnd
B020014A21Rik,chr10,3025090,3233193
H60c,chr10,3156207,3367771
Ppp1r14c,chr10,3266149,3564975
Iyd,chr10,3440278,3654877
Plekhg1,chr10,3640376,4067302
Mthfd1l,chr10,3873074,4267081
Akap12,chr10,4166328,4459471
Zbtb2,chr10,4267073,4488108
Rmnd1,chr10,4303168,4532352
Gm5512,chr10,4303170,4529166
Armt1,chr10,4332604,4555140
Ccdc170,chr10,4409871,4661111
Esr1,chr10,4511988,5105633
Syne1,chr10,4920195,5650692
Myct1,chr10,5493727,5706791
Vip,chr10,5539217,5747616
Fbxo5,chr10,5699157,5905465
Mtrf1l,chr10,5711886,5923943
Rgs17,chr10,5725663,6022400
Oprm1,chr10,6658592,7138209
Ipcef1,chr10,6785800,7123185
Cnksr3,chr10,7019061,7312237
Ulbp1,chr10,7344872,7573477
Lrp11,chr10,7489799,7725477
Pcmt1,chr10,7527846,7763608
A630066F11Rik,chr10,7563370,7764623
Nup43,chr10,7567503,7778886
BC020402,chr10,7578970,7781158
Lats1,chr10,7581208,7816461
Katna1,chr10,7625999,7863150
Ginm1,chr10,7667946,7880917
Ppil4,chr10,7692893,7922563
Zc3h12d,chr10,7732469,7970397
Mir5104,chr10,7736380,7936474
Tab2,chr10,7805647,8056123
Ust,chr10,8104752,8618825
Sash1,chr10,8622218,8986070
Samd5,chr10,9527258,9775208
Gm6150,chr10,9584721,9791909
Stxbp5,chr10,9655546,10001040
Adgb,chr10,10235702,10572314
Rab32,chr10,10445038,10658207
Gm5177,chr10,10505944,10716313
Grm1,chr10,10586058,11182331
4930567K20Rik,chr10,10651045,10858131
Shprh,chr10,11049429,11315273
Fbxo30,chr10,11181329,11397969
Epm2a,chr10,11243444,11557477
Timm8a1,chr10,11509223,11710438
Utrn,chr10,12282187,12961735
B230208H11Rik,chr10,12816645,13023127
Stx11,chr10,12839982,13064259
Sf3b5,chr10,12908449,13109183
Plagl1,chr10,12990787,13231695
Hymai,chr10,12990844,13195900
Zc2hc1b,chr10,13049643,13278023
Ltv1,chr10,13078637,13293137
Phactr2,chr10,13107716,13574396
Fuca2,chr10,13401027,13619035
Pex3,chr10,13423841,13653142
Adat2,chr10,13452906,13663376
Aig1,chr10,13547054,13968957
Hivep2,chr10,13866378,14251378
Adgrg6,chr10,14302584,14645036
Vta1,chr10,14555332,14805489
1700016L04Rik,chr10,14605608,14859019
Gje1,chr10,14615625,14818214
Nmbr,chr10,14660288,14870556
C330004P14Rik,chr10,15691776,15907065
Gm20125,chr10,16851093,17195782
Cited2,chr10,17623227,17825674
Txlnb,chr10,17696218,17945663
Heca,chr10,17800465,18048067
Abracl,chr10,17911259,18123252
Reps1,chr10,17955939,18225155
Ect2l,chr10,18029021,18310890
Ccdc28a,chr10,18113684,18334981
Nhsl1,chr10,18307674,18633891
Hebp2,chr10,18440122,18646076
Arfgef3,chr10,18488010,18843758
Gm4922,chr10,18679726,18886793
4930444F02Rik,chr10,18697298,18931930
Perp,chr10,18745070,18957072
Tnfaip3,chr10,18900909,19115410
Gm20139,chr10,19041748,19307947
Olig3,chr10,19256538,19458604
Ifngr1,chr10,19491948,19710227
Il22ra2,chr10,19522027,19734681
Il20ra,chr10,19612586,19860053
Slc35d3,chr10,19747916,19951459
Pex7,chr10,19760089,20007674
Map3k5,chr10,19834525,20242750
Map7,chr10,20048919,20381590
4930405J17Rik,chr10,20099246,20301854
Rpl32l,chr10,20108438,20309030
Mir6413,chr10,20197580,20397688
Bclaf1,chr10,20212468,20442501
Mtfr2,chr10,20247818,20461669
Pde7b,chr10,20297051,20825078
Ahi1,chr10,20852546,21180429
Myb,chr10,21024929,21260984
Hbs1l,chr10,21195978,21468889
4930455C13Rik,chr10,21219087,21442055
Aldh8a1,chr10,21277299,21496578
1700020N01Rik,chr10,21493144,21722375
Gm5420,chr10,21590844,21793978
Sgk1,chr10,21782183,22099902
4930444G20Rik,chr10,21966308,22168079
E030030I06Rik,chr10,22013049,22249270
Raet1a,chr10,22058608,22474139
Raet1e,chr10,22073520,22283914
Raet1b,chr10,22073874,22474113
Raet1c,chr10,22073901,22474139
H60b,chr10,22173473,22388848
C920009B18Rik,chr10,22206719,22412942
Raet1d,chr10,22261893,22474139
Gm10825,chr10,22302812,22507470
Slc2a12,chr10,22545010,22803880
Tbpl1,chr10,22603876,22831447
Mir7663,chr10,22629371,22829432
Tcf21,chr10,22717274,22920128
Eya4,chr10,23002961,23449943
Rps12,chr10,23685182,23887209
Snora33,chr10,23685346,23885451
Snord100,chr10,23685753,23885821
Slc18b1,chr10,23696985,23927968
Vnn3,chr10,23751461,23969843
Vnn1,chr10,23794687,24005343
Taar1,chr10,23820405,24021404
Taar2,chr10,23838571,24041583
Taar3,chr10,23849557,24050589
Taar4,chr10,23860493,24061537
Taar5,chr10,23870705,24071719
Taar6,chr10,23884608,24085646
Taar7a,chr10,23892404,24093481
Taar7b,chr10,23899938,24101015
Taar7d,chr10,23927221,24128298
Taar7e,chr10,23937613,24138690
Taar7f,chr10,23949509,24150586
Taar8a,chr10,23976499,24177534
Taar8b,chr10,23991259,24192294
Taar8c,chr10,24000842,24201951
Taar9,chr10,24008487,24209534
Stx7,chr10,24049316,24288959
Moxd1,chr10,24123516,24402783
Ctgf,chr10,24495441,24698682
Enpp1,chr10,24537913,24812159
Enpp3,chr10,24673813,24936195
Med23,chr10,24769985,25013529
Mir6905,chr10,24810663,25010733
Arg1,chr10,24815206,25027470
Akap7,chr10,25069089,25399163
Epb41l2,chr10,25259797,25623518
Smlr1,chr10,25427942,25636272
Gm29571,chr10,25436385,25773343
4930401C15Rik,chr10,25679313,25937437
Mir680-3,chr10,25767369,25994505
Tmem200a,chr10,25891185,26179052
Gm9767,chr10,25978254,26179447
Samd3,chr10,26129706,26372172
L3mbtl3,chr10,26174467,26475219
Gm8709,chr10,26573445,26774651
Arhgap18,chr10,26672511,27018648
Lama2,chr10,26881284,27716942
4930579H20Rik,chr10,27289865,27497225
Ptprk,chr10,27974819,28697397
Themis,chr10,28568359,28983818
4930519F09Rik,chr10,28821962,29023507
2310057J18Rik,chr10,28872287,29086306
Soga3,chr10,29043995,29299628
9330159F19Rik,chr10,29111642,29330779
Echdc1,chr10,29213165,29446661
Rnf146,chr10,29244175,29462442
Rspo3,chr10,29353106,29635867
Cenpw,chr10,30096008,30300540
Trmt11,chr10,30434224,30700749
Gm20300,chr10,30503194,30706634
Hint3,chr10,30508206,30718366
Ncoa7,chr10,30545581,30903107
Hey2,chr10,30732358,30942783
Hddc2,chr10,31213404,31428086
Tpd52l1,chr10,31232379,31545921
Supt4b,chr10,31313725,31514435
Rnf217,chr10,31401886,31709725
Nkain2,chr10,31589318,32989915
Trdn,chr10,32983482,33576709
D830005E20Rik,chr10,33122344,33356357
Clvs2,chr10,33412333,33724600
Sult3a2,chr10,33666423,33882115
Sult3a1,chr10,33757721,33979475
Rsph4a,chr10,33805110,34016021
Zufsp,chr10,33826935,34051212
A830082N09Rik,chr10,33887215,34095055
Rwdd1,chr10,33896554,34119616
Trappc3l,chr10,33937596,34209815
Fam26d,chr10,33938783,34144313
Fam26e,chr10,33991351,34196519
Fam26f,chr10,34026066,34227972
Dse,chr10,34051392,34307551
Tspyl1,chr10,34182189,34384885
Tspyl4,chr10,34197420,34401320
Nt5dc1,chr10,34203608,34518551
Col10a1,chr10,34289980,34497085
Frk,chr10,34383399,34711230
Hs3st5,chr10,36406806,36934394
Hdac2,chr10,36874543,37101888
Marcks,chr10,37033242,37238926
4930591E09Rik,chr10,38075773,38281903
Rfpl4b,chr10,38720540,38921779
Lama4,chr10,38865514,39210188
Fam229b,chr10,39018807,39233895
Tube1,chr10,39034022,39251058
Wisp3,chr10,39050970,39263794
Fyn,chr10,39269798,39665374
Traf3ip2,chr10,39512933,39755307
E130307A14Rik,chr10,39521410,39832007
Rev3l,chr10,39632159,39975205
Mfsd4b4,chr10,39792759,39999238
Mfsd4b2,chr10,39820381,40026923
Mfsd4b3,chr10,39846911,40060153
Mfsd4b5,chr10,39858060,40086646
Mfsd4b1,chr10,39901572,40125268
Slc16a10,chr10,39933534,40242254
Rpf2,chr10,40123245,40347039
Gtf3c6,chr10,40149202,40357665
Amd1,chr10,40187457,40402188
Amd2,chr10,40187464,40402186
Cdk19,chr10,40249307,40583818
Slc22a16,chr10,40470361,40704132
Ddo,chr10,40530010,40781847
Mettl24,chr10,40583281,40911083
Cdc40,chr10,40731621,40983143
Wasf1,chr10,40783533,41038569
Gpr6,chr10,40970492,41171584
Fig4,chr10,41088171,41403241
Zbtb24,chr10,41350357,41565582
Mical1,chr10,41376313,41587030
Smpd2,chr10,41387171,41590340
Ppil6,chr10,41390438,41614288
Cd164,chr10,41419499,41631042
Ccdc162,chr10,41438848,41706595
5730435O14Rik,chr10,41468015,41676476
Cep57l1,chr10,41618839,41909868
Sesn1,chr10,41710573,42008436
Armc2,chr10,41814989,42118382
Foxo3,chr10,42085785,42376742
Afg1l,chr10,42212584,42578565
Snx3,chr10,42402053,42635369
Nr2e1,chr10,42461970,42683588
Ostm1,chr10,42578915,42802462
Sec63,chr10,42661495,42932514
Scml4,chr10,42760511,43060782
Sobp,chr10,42902499,43274530
9030612E09Rik,chr10,43074698,43276565
Pdss2,chr10,43121485,43564882
Bend3,chr10,43379139,43615417
1700021F05Rik,chr10,43425120,43640994
Cd24a,chr10,43479168,43684265
F830002L21Rik,chr10,43493426,43730913
1700027J07Rik,chr10,43646157,43865836
4933404K13Rik,chr10,43725906,43933301
Qrsl1,chr10,43774189,44001736
Rtn4ip1,chr10,43801806,44047862
Aim1,chr10,43850306,44104846
Speer5-ps1,chr10,44070446,44319585
Atg5,chr10,44168338,44464299
Mir1929,chr10,44259675,44459768
Prdm1,chr10,44337173,44558748
Prep,chr10,44967213,45258995
Popdc3,chr10,45189304,45418450
Bves,chr10,45235761,45469708
Lin28b,chr10,45276618,45570201
Hace1,chr10,45477828,45812345
D030045P18Rik,chr10,45707703,45952018
Snord14d,chr10,46144747,46344770
Snord14c,chr10,46144748,46344770
C130030K03Rik,chr10,48993680,49195843
Grik2,chr10,48999462,49888754
Ascc3,chr10,50492668,50951202
Sim1,chr10,50795650,51089152
Lilr4b,chr10,51380611,51586329
Lilrb4a,chr10,51390897,51596611
Fam162b,chr10,51485449,51690460
Gprc6a,chr10,51514822,51731458
Rfx6,chr10,51577759,51830429
4933411G06Rik,chr10,51656173,51857194
Vgll2,chr10,51922501,52128471
Ros1,chr10,51945925,52295244
Dcbld1,chr10,52133618,52421378
Gopc,chr10,52237023,52482124
Nepn,chr10,52291607,52504604
Nus1,chr10,52317546,52540192
Zfa-ps,chr10,52442319,52645739
Slc35f1,chr10,52590500,53211622
Cep85l,chr10,53178080,53479851
Gm19395,chr10,53180269,53383687
Pln,chr10,53237685,53445999
Gm20597,chr10,53398442,53618989
Mcm9,chr10,53437323,53730439
Asf1a,chr10,53496960,53709215
Fam184a,chr10,53533144,53850909
Man1a,chr10,53806032,54175796
Gm16998,chr10,53975921,54181081
Tbc1d32,chr10,55914293,56328689
Msl3l2,chr10,56006916,56216880
Gja1,chr10,56277299,56490419
4930467K11Rik,chr10,57378382,57586353
Hsf2,chr10,57386384,57613143
Serinc1,chr10,57415774,57632529
Pkib,chr10,57531980,57841112
Fabp7,chr10,57684922,57888450
Smpdl3a,chr10,57694543,57911830
Dux,chr10,58130650,58332675
Gm4981,chr10,58134847,58336660
Gcc2,chr10,58155525,58405592
Lims1,chr10,58223465,58524691
Ranbp2,chr10,58346851,58594154
Ccdc138,chr10,58397936,58676244
Edar,chr10,58500787,58775696
BB019430,chr10,58596744,58804277
Sh3rf3,chr10,58713358,59238916
10-Sep,chr10,59041626,59321847
Sowahc,chr10,59121921,59326433
P4ha1,chr10,59223295,59473304
Pla2g12b,chr10,59303684,59521976
Oit3,chr10,59322959,59541779
Mcu,chr10,59346983,59716692
Micu1,chr10,59602562,59964134
Dnajb12,chr10,59779590,59998016
Ddit4,chr10,59849674,60051770
Anapc16,chr10,59887408,60103135
Ascc1,chr10,59902804,60199990
Spock2,chr10,60006256,60233913
Mir6906,chr10,60026775,60226833
Chst3,chr10,60081527,60319260
Psap,chr10,60177627,60402600
Cdh23,chr10,60202749,60796490
Vsir,chr10,60246850,60472684
Gm17455,chr10,60299725,60503558
Slc29a3,chr10,60612071,60852782
Unc5b,chr10,60662594,60931581
Mir6408,chr10,60823022,61023113
Pldi,chr10,60828225,61038132
Mir466j,chr10,60860722,61060844
Gm20611,chr10,60931302,61138080
Pcbd1,chr10,60989330,61194329
Sgpl1,chr10,60998641,61247684
Tbata,chr10,61071963,61288841
Adamts14,chr10,61097111,61373438
Prf1,chr10,61197835,61404263
Pald1,chr10,61219656,61483523
Nodal,chr10,61317971,61525338
Eif4ebp2,chr10,61332496,61552669
Lrrc20,chr10,61375832,61682228
Npffr1,chr10,61495483,61726385
Ppa1,chr10,61548620,61774165
1700022H01Rik,chr10,61574526,61780290
Sar1a,chr10,61580320,61793297
Tysnd1,chr10,61595513,61802773
Aifm2,chr10,61615262,61839260
H2afy2,chr10,61638646,61883864
Mir5108,chr10,61674736,61874821
Col13a1,chr10,61738233,62079108
2010107G23Rik,chr10,62007655,62211013
Neurog3,chr10,62033089,62234763
Tspan15,chr10,62085395,62331218
Mir7662,chr10,62094166,62294227
Tacr2,chr10,62152437,62365990
Hk1,chr10,62168854,62479908
Hk1os,chr10,62240606,62449866
Hkdc1,chr10,62283136,62522457
Supv3l1,chr10,62329377,62549693
4930507D05Rik,chr10,62349159,62551353
Vps26a,chr10,62354842,62586805
Srgn,chr10,62394427,62607755
Kif1bp,chr10,62458469,62678457
Ddx21,chr10,62480246,62702298
Ddx50,chr10,62516022,62751198
Stox1,chr10,62559421,62826099
Mir7215,chr10,62582507,62782558
Ccar1,chr10,62643927,62892368
Snord98,chr10,62665578,62865606
Tet1,chr10,62704569,62980014
Slc25a16,chr10,62820632,63046494
Dna2,chr10,62847028,63074188
Rufy2,chr10,62880222,63118742
Hnrnph3,chr10,62914663,63123849
Pbld2,chr10,62924511,63158812
Pbld1,chr10,62961616,63177536
Atoh7,chr10,63000155,63200605
Mypn,chr10,63015794,63303952
Herc4,chr10,63143796,63417881
Sirt1,chr10,63219004,63439035
Dnajc12,chr10,63282442,63508840
Ctnna3,chr10,63330097,65103667
Lrrtm3,chr10,63828496,64190255
1700023F02Rik,chr10,66020608,66224064
4930407I19Rik,chr10,66045295,66279514
1110002J07Rik,chr10,66812189,67020384
Gm31763,chr10,66905074,67141326
Reep3,chr10,66909188,67196988
Jmjd1c,chr10,67027257,67356326
Nrbf2,chr10,67166688,67385281
Egr2,chr10,67437868,67642188
Ado,chr10,67444510,67648955
Zfp365,chr10,67786104,68012662
Rtkn2,chr10,67879597,68143864
Arid5b,chr10,67995592,68378726
4930545H06Rik,chr10,68219064,68421142
1700040L02Rik,chr10,68330955,68641875
Tmem26,chr10,68623745,68882654
Rhobtb1,chr10,69108551,69391784
A930033H14Rik,chr10,69109761,69313098
Cdk1,chr10,69236634,69452912
Ank3,chr10,69433707,70127436
Ccdc6,chr10,69997120,70293200
Mrln,chr10,70104663,70319711
Slc16a9,chr10,70145275,70385951
Fam13c,chr10,70340667,70658732
Phyhipl,chr10,70457685,70699291
D630013N20Rik,chr10,70501048,70755963
Bicc1,chr10,70822829,71259690
C730027H18Rik,chr10,71068736,71282040
1700113B09Rik,chr10,71101744,71304488
Tfam,chr10,71125476,71338044
Ube2d1,chr10,71154979,71385262
Cisd1,chr10,71230493,71444849
Ipmk,chr10,71247762,71485885
1700049L16Rik,chr10,71879884,72080690
Zwint,chr10,72554845,72774964
A330049N07Rik,chr10,72873302,73186705
Pcdh15,chr10,73721866,74749732
Rsph14,chr10,74857476,75132586
Gnaz,chr10,74867230,75115877
Rab36,chr10,74937088,75154100
Bcr,chr10,74960895,75284923
Specc1l,chr10,75112072,75412400
Adora2a,chr10,75216876,75434792
Gm5779,chr10,75252054,75452961
Upb1,chr10,75306910,75541679
4933407G14Rik,chr10,75349509,75563104
Gucd1,chr10,75406813,75617972
Snrpd3,chr10,75418041,75635440
Lrrc75b,chr10,75450124,75660330
Ggt1,chr10,75468661,75686191
Ggt5,chr10,75489380,75716968
Susd2,chr10,75536618,75744008
Cabin1,chr10,75546109,75864357
Ddt,chr10,75671232,75873374
Gstt3,chr10,75674116,75881422
Gstt1,chr10,75683812,75898584
Gstt4,chr10,75714943,75922543
Gstt2,chr10,75731844,75934881
Mif,chr10,75759352,75960250
Derl3,chr10,75793397,75995941
Smarcb1,chr10,75796768,76021614
Mmp11,chr10,75823221,76032502
Chchd10,chr10,75833129,76037750
Gm867,chr10,75837722,76040672
Vpreb3,chr10,75848311,76049646
Gm5134,chr10,75854513,76109589
Mir6409,chr10,75908925,76109017
Zfp280b,chr10,75932611,76142969
Slc5a4b,chr10,75958620,76211018
